"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00145248","1952","38.98333","-94.68333","320.0","MERRIAM OVERLAND PAR, KS US","","","","","       102","6","        56","6","        10","6","","","","","","","","","","","","","","","         3"," ","","","","","","","","","  51.1"," ,6,0304, ","","","","","","","","","","","","","","","","","","","","","","","    831.5"," ,6","","","","","","","",""
"USC00145248","1953","38.98333","-94.68333","320.0","MERRIAM OVERLAND PAR, KS US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00145248","1954","38.98333","-94.68333","320.0","MERRIAM OVERLAND PAR, KS US","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00145248","1957","38.98333","-94.68333","320.0","MERRIAM OVERLAND PAR, KS US","","","","","       109","6","        63","6","        11","6","","","","","","","","","","","","","","","","","","","","","","","",""," 106.2"," ,6,0630, ","","","","","","","","","","","","","","","","","","","","","","","   1106.8"," ,6","","","","","","","",""
"USC00145248","1959","38.98333","-94.68333","320.0","MERRIAM OVERLAND PAR, KS US","    710.1","","     710.1","6","        97","6","        62","6","         7","6","","","","","         3","6","       114","6","        32","6","       167","6","        37","6","","","","","  -24.4","6,0105,+","","","","","  70.9"," ,6,0601, ","   36.1","6,0805,+","0.0","6,1018","-2.8","6,1105","-10.0","6,1106","-10.0","6,1106","-10.0","6,1106","0.0","6,0412","-2.2","6,0409","-5.0","6,0322","-6.7","6,0308","-12.2","6,0221","    861.4"," ,6","","","     12.00","6","     17.95","6","      6.06","6"
"USC00145248","1960","38.98333","-94.68333","320.0","MERRIAM OVERLAND PAR, KS US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00145248","1961","38.98333","-94.68333","320.0","MERRIAM OVERLAND PAR, KS US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00145248","1962","38.98333","-94.68333","320.0","MERRIAM OVERLAND PAR, KS US","","","","","        98","6","        57","6","         9","6","       49","","        10","6","","","","","","","","","","","","","","","","","   483"," ,6,0120, ","   203"," ,6,0106, ","  68.1"," ,6,0805, ","","","","","","","","","","","","","","","","","","","","","","","    853.1"," ,6","      782"," ,6","","","","","",""
"USC00145248","1963","38.98333","-94.68333","320.0","MERRIAM OVERLAND PAR, KS US","","","","","","","","","","","","","         4","6","","","","","","","","","","","","","","","","","","","    76"," ,6,0112, ","","","","","","","","","","","","","","","","","","","","","","","","","","","      258"," ,6","","","","","",""
"USC00145248","1964","38.98333","-94.68333","320.0","MERRIAM OVERLAND PAR, KS US","","","","","","","","","","","","","         7","6","","","","","","","","","","","         2"," ","","","","","","","   152"," ,6,0112, ","","","","","","","","","","","","","","","","","","","","","","","","","","","      720"," ,6","","","","","",""
