"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00421260","1984","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","    231.7","","     231.7","0","        71","0","        49","0","         2","0","       81","","        28","0","         2","0","       179","0","        12","0","       148","0","        11","0","","","  -23.9","0,0118, ","   356"," ,0,0217, ","   330"," ,0,0217, ","  50.8"," ,0,0713, ","   34.4","0,0629, ","-3.9","0,0925","-3.9","0,0925","-7.8","0,1016","-7.8","0,1016","-10.0","0,1018","0.0","0,0516","-2.2","0,0509","-5.0","0,0429","-6.7","0,0428","-10.0","0,0328","    3384.4","4","    3384.4","0","    560.0"," ,0","     2348"," ,0","      9.02","0","     16.56","0","      1.48","0"
"USC00421260","1985","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","    274.0","","     274.0","0","        60","0","        40","0","         3","0","       86","","        22","0","         4","0","       174","0","        20","0","       163","0","        30","0","","","  -24.4","0,0205, ","   356"," ,0,0329, ","   279"," ,0,0329, ","  31.5"," ,0,0319, ","   37.8","0,0706, ","0.0","0,0919","-3.9","0,1014","-4.4","0,1106","-8.9","0,1113","-8.9","0,1113","-2.8","0,0513","-2.8","0,0513","-8.3","0,0331","-8.3","0,0331","-9.4","0,0330","    3514.5","5","    3514.5","0","    438.8"," ,0","     1789"," ,0","      9.20","0","     17.27","0","      1.13","0"
"USC00421260","1986","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","    229.4","","     229.4","0","        67","0","        38","0","         2","0","       29","","        15","0","         2","0","       143","0","         7","0","       133","0","         9","0","","","  -20.0","0,0208, ","   381"," ,0,0207, ","   203"," ,0,0417,+","  34.0"," ,0,0926, ","   32.8","0,0805,+","-0.6","0,0926","-2.8","0,1012","-5.6","0,1107","-6.7","0,1108","-9.4","0,1126","0.0","0,0522","-2.8","0,0517","-5.6","0,0418","-7.2","0,0315","-11.1","0,0211","    3233.0","0","    3233.0","0","    384.8"," ,0","     1331"," ,0","     10.07","0","     17.18","0","      2.97","0"
"USC00421260","1987","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","    189.4","","     189.4","0","        83","0","        48","0","         2","0","       92","","        26","0","        12","0","       144","0","        28","0","       158","0","         2","0","","","  -21.7","0,1225, ","   305"," ,0,0225,+","   254"," ,0,0224, ","  33.5"," ,0,0824, ","   32.8","0,0806,+","-1.7","0,1108","-2.8","0,1111","-5.6","0,1115","-10.0","0,1116","-10.0","0,1116","-1.1","0,0526","-2.2","0,0422","-11.1","0,0330","-11.1","0,0330","-11.1","0,0330","    3524.1","1","    3524.1","0","    504.6"," ,0","     2142"," ,0","      9.34","0","     16.49","0","      2.18","0"
"USC00421260","1988","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","    264.7","","     264.7","0","        72","0","        42","0","         1","0","       75","","        27","0","         4","0","       152","0","        26","0","       159","0","         7","0","","","  -22.8","0,1229,+","   305"," ,0,0119,+","   229"," ,0,0310,+","  29.2"," ,0,0421, ","   32.8","0,0722, ","-1.1","0,0919","-2.2","0,1107","-7.8","0,1115","-7.8","0,1115","-11.7","0,1119","-1.1","0,0531","-2.8","0,0507","-6.7","0,0502","-6.7","0,0502","-9.4","0,0329","    3487.9","9","    3487.9","0","    378.9"," ,0","     2170"," ,0","      9.58","0","     16.87","0","      2.30","0"
"USC00421260","1989","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3242.0","0","    3242.0","0","","","","","","","","","",""
"USC00421260","1990","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","    298.3","","     298.3","0","        73","0","        41","0","         3","0","       83","","        22","0","         8","0","       128","0","        26","0","       150","0","        17","0","","","  -31.7","0,1223, ","   356"," ,0,1220,+","   305"," ,0,1220, ","  33.0"," ,0,0708, ","   34.4","0,0702, ","-0.6","0,1003","-5.6","0,1008","-5.6","0,1008","-7.8","0,1104","-12.2","0,1107","-1.7","0,0525","-2.8","0,0501","-8.3","0,0316","-8.3","0,0316","-13.3","0,0314","","","","","    387.2"," ,0","     2228"," ,0","      9.62","0","     16.97","0","      2.28","0"
"USC00421260","1991","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","    238.5","","     238.5","0","        62","0","        36","0","         1","0","       75","","        22","0","         1","0","       170","0","        15","0","       147","0","         7","0","","","  -17.8","0,1201, ","   229"," ,0,1030,+","   191"," ,0,1028, ","  30.5"," ,0,1027, ","   35.0","0,0706, ","0.0","0,1021","-6.7","0,1028","-6.7","0,1028","-6.7","0,1028","-8.9","0,1029","0.0","0,0531","-2.2","0,0511","-5.0","0,0510","-9.4","0,0414","-9.4","0,0414","    3555.4","4","    3555.4","0","    303.0"," ,0","     1485"," ,0","      9.31","0","     16.53","0","      2.10","0"
"USC00421260","1993","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","    140.2","","     140.2","0","        58","0","        43","0","         0","0","       97","","        20","0","         3","0","       163","0","        19","0","       141","0","         3","0","","","  -20.0","0,0104,+","   660"," ,0,0201, ","   203"," ,0,0131, ","  22.9"," ,0,0514,+","   32.8","0,0803,+","-0.6","0,0914","-2.2","0,1019","-6.7","0,1027","-6.7","0,1027","-8.9","0,1102","0.0","0,0606","-3.3","0,0509","-4.4","0,0505","-7.2","0,0413","-9.4","0,0312","","","","","    377.6"," ,0","     1513"," ,0","      8.87","0","     16.07","0","      1.68","0"
"USC00421260","1994","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3331.9","9","    3331.9"," ","","","","","","","","","",""
"USC00421260","1995","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","    209.1","","     209.1","0","        69","0","        40","0","         3","0","","","        14","0","         0","0","       133","0","        12","0","       125","0","         6","0","","","  -15.6","0,1224,+","","","   279"," ,0,0116, ","  50.3"," ,0,0311, ","   33.3","0,0731,+","-0.6","0,0929","-5.0","0,1005","-5.0","0,1005","-7.8","0,1127","-12.8","0,1218","0.0","0,0607","-2.8","0,0507","-4.4","0,0416","-8.9","0,0330","-8.9","0,0330","","","","","    493.8"," ,0","     1354"," ,0","      9.94","0","     17.08","0","      2.80","0"
"USC00421260","1996","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","    298.7","","     298.7","0","        53","0","        39","0","         1","0","","","        15","0","         1","0","       145","0","        10","0","       151","0","        20","0","","","  -17.8","0,0126, ","","","   191"," ,0,1129, ","  28.2"," ,0,1123, ","   35.0","0,0812, ","-0.6","0,0917","-5.6","0,1017","-5.6","0,1017","-7.8","0,1020","-10.0","0,1026","0.0","0,0525","-3.3","0,0430","-4.4","0,0421","-6.7","0,0413","-8.9","0,0302","    2876.0","0","    2876.0","0","    398.1"," ,0","     1053"," ,0","     10.44","0","     18.03","0","      2.85","0"
"USC00421260","1997","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","","","","","","","","","","","","","        11","0","","","","","","","","","","","","","","","","","   165"," ,0,0113, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    310.5"," ,0","      830"," ,0","","","","","",""
"USC00421260","1999","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","","","","","","","","","","","","","         8","0","","","","","","","","","","","","","","","","","   216"," ,0,0210, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      596"," ,0","","","","","",""
"USC00421260","2001","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","","","","","","","","","","","","","        18","0","","","","","","","","","","","","","","","","","   178"," ,0,0112, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     1650"," ,0","","","","","",""
"USC00421260","2003","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      940"," ,0","","","","","",""
"USC00421260","2004","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","","","","","","","","","","","","","        12","0","","","","","","","","","","","","","","","","","   165"," ,0,1128, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     1056"," ,0","","","","","",""
"USC00421260","2005","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","","","","","","","","","","","","","        19","0","","","","","","","","","","","","","","","","","   152"," ,0,0410, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    562.1"," ,0","     1086"," ,0","","","","","",""
"USC00421260","2006","37.65647","-112.99179","1970.5","CEDAR CITY 5 E, UT US","","","","","        53","0","        39","0","         2","0","","","        20","0","","","","","","","","","","","","","","","","","   305"," ,0,1228, ","  97.3"," ,0,0731, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    523.1"," ,0","     1804"," ,0","","","","","",""
