"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"ITW00034194","1962","45.46667","10.93333","93.3","VERONA, IT","        2","","    51"," ,X,0310, "
"ITW00034194","1963","45.46667","10.93333","93.3","VERONA, IT","       23","","    76"," ,X,1226,+"
