"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ARM00087640","2010","-36.2","-61.067","94.0","BOLIVAR AERO, AR","         0","S","        50","S","   -8.7","S,0802, ","-3.5","S,0423","-3.5","S,0423","-6.7","S,0716","-6.7","S,0716","-0.2","S,0826","-2.2","S,0824","-5.7","S,0803","-8.7","S,0802","      7.83","S"
"ARM00087640","2020","-36.2","-61.067","94.0","BOLIVAR AERO, AR","         0","S","        44","S","   -7.4","S,0820, ","-2.0","S,0514","-4.5","S,0614","-4.5","S,0614","","","-3.5","S,0921","-3.5","S,0921","-7.4","S,0820","-7.4","S,0820","      7.90","S"
"ARM00087640","2021","-36.2","-61.067","94.0","BOLIVAR AERO, AR","         0","S","        35","S","   -4.5","S,0719, ","-0.8","S,0506","-2.5","S,0616","-4.5","S,0719","","","-2.5","S,0825","-2.5","S,0825","","","","","      8.65","S"
"ARM00087640","2022","-36.2","-61.067","94.0","BOLIVAR AERO, AR","         0","S","        41","S","   -5.0","S,0712,+","-0.5","S,0429","-2.5","S,0529","-5.0","S,0531","","","-1.0","S,1009","-2.5","S,0828","","","","","      7.86","S"
