"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CHOO","1999","41.0478","-123.6714","114.3","HOOPA CALIFORNIA, CA US","    347.3","","     347.3","U","         0","U","         7","U","         0","U","       161","U","        43","U","   -0.6","U,0404,+","   43.3","U,0919, ","","","","","","","","","-0.6","U,0404","","","","","    2111.1","1","    2111.1","U","     13.76","U","     20.25","U","      7.28","U"
"USR0000CHOO","2000","41.0478","-123.6714","114.3","HOOPA CALIFORNIA, CA US","    422.3","","     422.3","U","         0","U","         2","U","         0","U","       169","U","        59","U","    0.0","U,1218,+","   42.2","U,0802, ","0.0","U,1111","","","","","","","","","","","","","    1749.0","0","    1749.0","U","     14.53","U","     21.36","U","      7.69","U"
"USR0000CHOO","2001","41.0478","-123.6714","114.3","HOOPA CALIFORNIA, CA US","    398.2","","     398.2","U","         0","U","        13","U","         0","U","       191","U","        62","U","   -2.2","U,0208, ","   42.8","U,0808, ","","","","","","","","","0.0","U,0228","-2.2","U,0208","","","    1891.0","0","    1891.0","U","     14.44","U","     21.68","U","      7.19","U"
"USR0000CHOO","2002","41.0478","-123.6714","114.3","HOOPA CALIFORNIA, CA US","    447.1","","     447.1","U","         0","U","        18","U","         0","U","       196","U","        59","U","   -3.3","U,1101, ","   43.9","U,0813, ","0.0","U,1030","-3.3","U,1101","","","","","0.0","U,0308","","","","","    1785.1","1","    1785.1","U","     14.60","U","     22.14","U","      7.06","U"
"USR0000CHOO","2003","41.0478","-123.6714","114.3","HOOPA CALIFORNIA, CA US","    503.6","","     503.6","U","         0","U","         7","U","         0","U","       171","U","        61","U","   -1.7","U,0208, ","   42.8","U,0627, ","-1.1","U,1101","","","","","","","0.0","U,0209","","","","","    1700.7","7","    1700.7","U","     14.92","U","     21.75","U","      8.10","U"
"USR0000CHOO","2004","41.0478","-123.6714","114.3","HOOPA CALIFORNIA, CA US","    519.6","","     519.6","U","         0","U","         6","U","         0","U","       193","U","        61","U","   -0.6","U,1203,+","   41.1","U,0727, ","0.0","U,1122","","","","","","","","","","","","","    1606.5","5","    1606.5","U","     15.36","U","     22.37","U","      8.36","U"
"USR0000CHOO","2005","41.0478","-123.6714","114.3","HOOPA CALIFORNIA, CA US","    442.0","","     442.0","U","         0","U","         2","U","         0","U","       173","U","        57","U","    0.0","U,1216,+","   42.2","U,0718, ","0.0","U,1215","","","","","","","","","","","","","    1692.3","3","    1692.3","U","     14.90","U","     21.53","U","      8.27","U"
"USR0000CHOO","2006","41.0478","-123.6714","114.3","HOOPA CALIFORNIA, CA US","    465.8","","     465.8","U","         0","U","        17","U","         0","U","       178","U","        60","U","   -1.7","U,0221,+","   43.3","U,0723,+","0.0","U,1202","","","","","","","0.0","U,0311","","","","","    1796.9","9","    1796.9","U","     14.52","U","     21.39","U","      7.65","U"
"USR0000CHOO","2007","41.0478","-123.6714","114.3","HOOPA CALIFORNIA, CA US","    360.6","","     360.6","U","         0","U","        33","U","         0","U","       185","U","        40","U","   -6.1","U,0114, ","   39.4","U,0824,+","0.0","U,1130","","","","","","","0.0","U,0402","-3.9","U,0116","-5.0","U,0115","    1855.9","9","    1855.9","U","     14.12","U","     20.96","U","      7.27","U"
"USR0000CHOO","2008","41.0478","-123.6714","114.3","HOOPA CALIFORNIA, CA US","    403.5","","     403.5","U","         0","U","        23","U","         0","U","       179","U","        56","U","   -1.1","U,0215,+","   42.2","U,0708, ","0.0","U,1012","","","","","","","0.0","U,0403","","","","","    2055.6","6","    2055.6","U","     13.92","U","     21.09","U","      6.75","U"
