"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SP000008410","1960","37.8442","-4.8458","90.0","CORDOBA AEROPUERTO, SP","    927.7","","     927.7","E","        85","E","        72","E","        15","E","         0","E","        15","E","         0","E","       202","E","        97","E","   -4.4","E,0117, ","  66.9"," ,E,1207, ","   40.8","E,0621, ","0.0","E,1212","","","","","","","-1.0","E,0209","-3.0","E,0118","-4.4","E,0117","","","    1145.2","2","    1145.2","E","   1209.9"," ,E","     17.42","E","     24.11","E","     10.73","E"
"SP000008410","1961","37.8442","-4.8458","90.0","CORDOBA AEROPUERTO, SP","   1017.2","","    1017.2","E","        67","E","        58","E","         9","E","         0","E","         7","E","         0","E","       250","E","       107","E","   -2.0","E,0114, ","  59.8"," ,E,1116, ","   41.6","E,0827, ","","","","","","","","","-0.6","E,0116","","","","","","","    1160.4","4","    1160.4","E","    791.0"," ,E","     18.18","E","     25.66","E","     10.71","E"
"SP000008410","1962","37.8442","-4.8458","90.0","CORDOBA AEROPUERTO, SP","   1021.0","","    1021.0","E","        79","E","        63","E","        14","E","         0","E","        19","E","         0","E","       205","E","       104","E","   -5.6","E,1225, "," 120.0"," ,E,1227, ","   43.8","E,0820, ","-2.6","E,1120","-2.6","E,1120","-5.6","E,1225","","","0.0","E,0217","","","","","","","    1202.1","1","    1202.1","E","   1165.9"," ,E","     17.50","E","     24.75","E","     10.26","E"
"SP000008410","1963","37.8442","-4.8458","90.0","CORDOBA AEROPUERTO, SP","","","","","        96","E","        79","E","        15","E","","","","","","","","","","","","","  66.6"," ,E,1104, ","","","","","","","","","","","","","","","","","","","","","","","   1297.2"," ,E","","","","","",""
"SP000008410","1964","37.8442","-4.8458","90.0","CORDOBA AEROPUERTO, SP","   1123.7","","    1123.7","E","        66","E","        47","E","         5","E","         0","E","        21","E","         0","E","       210","E","       111","E","   -3.0","E,0212,+","  60.7"," ,E,0213, ","   41.4","E,0803, ","-2.4","E,1201","-2.4","E,1201","","","","","-3.0","E,0212","-3.0","E,0212","","","","","    1159.7","7","    1159.7","E","    621.2"," ,E","     17.74","E","     25.13","E","     10.34","E"
"SP000008410","1965","37.8442","-4.8458","90.0","CORDOBA AEROPUERTO, SP","","","","","        67","E","        44","E","         4","E","","","","","","","","","","","","","  49.0"," ,E,0924, ","","","","","","","","","","","","","","","","","","","","","","","    567.3"," ,E","","","","","",""
"SP000008410","1966","37.8442","-4.8458","90.0","CORDOBA AEROPUERTO, SP","","","","","        53","E","        46","E","         2","E","","","","","         1","E","       212","E","        98","E","","","  46.6"," ,E,1106, ","   42.6","E,0712, ","","","","","","","","","","","","","","","","","","","","","    501.7"," ,E","","","     25.02","E","",""
"SP000008410","1967","37.8442","-4.8458","90.0","CORDOBA AEROPUERTO, SP","    878.2","","     878.2","E","        62","E","        44","E","         3","E","         0","E","        28","E","         0","E","       226","E","        93","E","   -5.4","E,1212, ","  30.3"," ,E,1115, ","   45.6","E,0720, ","0.0","E,1206","-5.4","E,1212","-5.4","E,1212","","","-1.0","E,0331","-4.0","E,0108","-5.0","E,0107","","","    1331.7","7","    1331.7","E","    472.8"," ,E","     17.27","E","     24.84","E","      9.69","E"
"SP000008410","1968","37.8442","-4.8458","90.0","CORDOBA AEROPUERTO, SP","    942.2","","     942.2","E","        61","E","        41","E","         6","E","         0","E","        28","E","         0","E","       201","E","        96","E","   -4.6","E,0205, ","  40.6"," ,E,1107, ","   42.8","E,0709, ","0.0","E,1212","","","","","","","-4.6","E,0205","-4.6","E,0205","-4.6","E,0205","","","    1348.8","8","    1348.8","E","    574.5"," ,E","     17.48","E","     24.86","E","     10.10","E"
"SP000008410","1969","37.8442","-4.8458","90.0","CORDOBA AEROPUERTO, SP","","","","","        88","E","        70","E","         9","E","","","","","         0","E","       198","E","        75","E","","","  80.0"," ,E,1001, ","   40.0","E,0722,+","","","","","","","","","","","","","","","","","","","","","   1041.6"," ,E","","","     23.55","E","",""
