"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00056743","1956","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        51","0","        27","0","         0","0","","","","","","","","","","","","","","","         2"," ","","","","","","","  24.9"," ,0,0415, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    191.4"," ,0","","","","","","","","","     53916","0"
"USC00056743","1957","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        80","0","        36","0","         2","0","        5","","         2","0","","","","","","","","","","","         1"," ","","","    76"," ,0,0404, ","    53"," ,0,0129, ","  59.7"," ,0,0516, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    457.2"," ,0","      549"," ,0","","","","","","","     50411","0"
"USC00056743","1958","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        66","0","        30","0","         3","0","","","","","","","","","","","","","","","         9"," ","","","","","","","  44.7"," ,0,0509, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    331.2"," ,0","","","","","","","","","     44908","0"
"USC00056743","1959","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        52","0","        30","0","         2","0","","","","","","","","","","","","","","","         1"," ","","","","","","","  31.8"," ,0,1001, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    295.3"," ,0","","","","","","","","","",""
"USC00056743","1960","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        58","0","        27","0","         2","0","       46","","         7","0","","","","","","","","","","","","","","","   305"," ,0,0115,+","   305"," ,0,0114, ","  30.0"," ,0,1018, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    279.1"," ,0","      674"," ,0","","","","","","","     46827","0"
"USC00056743","1961","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        72","0","        37","0","         1","0","","","         2","0","","","","","","","","","","","         1"," ","","","","","   102"," ,0,1113, ","  46.5"," ,0,0812, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    326.1"," ,0","      127"," ,0","","","","","","","",""
"USC00056743","1962","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        49","0","        27","0","         0","0","       26","","","","","","","","","","","","","","         3"," ","","","   152"," ,0,0218, ","","","  23.6"," ,0,0731, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    218.7"," ,0","","","","","","","","","",""
"USC00056743","1963","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        43","0","        18","0","         2","0","       21","","         3","0","","","","","","","","","","","         1"," ","","","    76"," ,0,0120,+","    76"," ,0,0119, ","  45.0"," ,0,0830, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    216.9"," ,0","      152"," ,0","","","","","","","",""
"USC00056743","1964","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        49","0","        15","0","         2","0","       16","","","","","","","","","","","","","","","","","","   305"," ,0,0308, ","","","  31.5"," ,0,0916, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    173.1"," ,0","","","","","","","","","",""
"USC00056743","1965","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        78","0","        28","0","         4","0","       18","","","","","","","","","","","","","","","","","","   152"," ,0,0325, ","","","  59.7"," ,0,0822, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    372.6"," ,0","","","","","","","","","",""
"USC00056743","1966","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        50","0","        22","0","         1","0","       31","","","","","","","","","","","","","","","","","","   152"," ,0,0123,+","","","  27.7"," ,0,0802, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    204.6"," ,0","","","","","","","","","",""
"USC00056743","1968","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        60","0","        28","0","         3","0","","","         0","0","","","","","","","","","","","","","","","","","     5"," ,0,0320, ","  76.7"," ,0,0525, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    354.6"," ,0","        5"," ,0","","","","","","","",""
"USC00056743","1969","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","    566.1","","     566.1","0","","","","","","","","","","","         2","0","       150","0","        10","0","       180","0","        56","0","","","  -19.4","0,1228, ","","","","","","","   38.9","0,0811,+","-2.8","0,1005","-2.8","0,1005","-5.0","0,1012","-7.2","0,1102","-16.1","0,1117","-2.2","0,0427","-2.2","0,0427","-9.4","0,0329","-9.4","0,0329","-9.4","0,0329","    2744.6","6","    2744.6","0","","","","","     12.15","0","     20.50","0","      3.79","0","",""
"USC00056743","1970","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2904.9","9","    2904.9","0","","","","","","","","","","","",""
