"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00056743","1913","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        68","6","        26","6","         1","6","","","","","","","","","","","","","","","","","","","","","","","  26.4"," ,6,0719, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    269.2"," ,6","","","","","","","","","",""
"USC00056743","1914","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        75","6","        36","6","         6","6","","","","","","","","","","","","","","","","","","","","","","","  43.7"," ,6,0601, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    472.1"," ,6","","","","","","","","","",""
"USC00056743","1915","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        78","6","        37","6","         1","6","","","","","","","","","","","","","","","","","","","","","","","  25.7"," ,6,0926, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    376.7"," ,6","","","","","","","","","",""
"USC00056743","1916","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        60","6","        22","6","         1","6","","","","","","","","","","","","","","","","","","","","","","","  34.3"," ,6,0821, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    249.9"," ,6","","","","","","","","","",""
"USC00056743","1919","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        74","6","        39","6","         3","6","","","","","","","","","","","","","","","","","","","","","","","  53.8"," ,6,0808, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    411.4"," ,6","","","","","","","","","",""
"USC00056743","1920","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        76","6","        26","6","         2","6","","","","","","","","","","","","","","","","","","","","","","","  32.5"," ,6,0820, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    250.3"," ,6","","","","","","","","","",""
"USC00056743","1921","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        58","6","        33","6","         6","6","","","","","","","","","","","","","","","","","","","","","","","  52.3"," ,6,0704, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    515.6"," ,6","","","","","","","","","",""
"USC00056743","1922","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        60","6","        21","6","         0","6","","","","","","","","","","","","","","","","","","","","","","","  13.5"," ,6,1124, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    178.1"," ,6","","","","","","","","","",""
"USC00056743","1923","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        79","6","        45","6","         4","6","","","","","","","","","","","","","","","","","","","","","","","  34.3"," ,6,0703, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    441.5"," ,6","","","","","","","","","",""
"USC00056743","1924","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        54","6","        24","6","         0","6","","","","","","","","","","","","","","","","","","","","","","","  17.0"," ,6,0701, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    180.5"," ,6","","","","","","","","","",""
"USC00056743","1925","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        64","6","        28","6","         0","6","","","","","","","","","","","","","","","","","","","","","","","  21.8"," ,6,0705, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    267.3"," ,6","","","","","","","","","",""
"USC00056743","1926","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        81","6","        41","6","         0","6","","","","","","","","","","","","","","","","","","","","","","","  13.0"," ,6,0506, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    254.6"," ,6","","","","","","","","","",""
"USC00056743","1927","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        67","6","        31","6","         0","6","","","","","","","","","","","","","","","","","","","","","","","  24.1"," ,6,0508, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    298.2"," ,6","","","","","","","","","",""
"USC00056743","1928","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        72","6","        28","6","         1","6","","","","","","","","","","","","","","","","","","","","","","","  27.7"," ,6,0511, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    266.2"," ,6","","","","","","","","","",""
"USC00056743","1929","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        74","6","        33","6","         1","6","","","","","","","","","","","","","","","","","","","","","","","  30.5"," ,6,0806, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    306.8"," ,6","","","","","","","","","",""
"USC00056743","1930","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        71","6","        34","6","         2","6","","","","","","","","","","","","","","","","","","","","","","","  36.3"," ,6,0604, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    361.5"," ,6","","","","","","","","","",""
"USC00056743","1931","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        64","6","        28","6","         0","6","","","","","","","","","","","","","","","","","","","","","","","  16.5"," ,6,0518, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    224.6"," ,6","","","","","","","","","",""
"USC00056743","1932","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        67","6","        22","6","         1","6","","","","","","","","","","","","","","","","","","","","","","","  33.0"," ,6,0729, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    235.6"," ,6","","","","","","","","","",""
"USC00056743","1933","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        52","6","        31","6","         6","6","","","","","","","","","","","","","","","","","","","","","","","  37.8"," ,6,0611, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    350.2"," ,6","","","","","","","","","",""
"USC00056743","1934","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        48","6","        16","6","         1","6","","","","","","","","","","","","","","","","","","","","","","","  39.9"," ,6,0725, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    147.4"," ,6","","","","","","","","","",""
"USC00056743","1941","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","    411.1","","     411.1","6","        98","6","        44","6","         3","6","","","","","         4","6","       146","6","        14","6","       164","6","        43","6","","","  -20.6","6,1226, ","","","","","  60.2"," ,6,0811, ","   36.1","6,0619, ","-3.3","6,1007","-3.3","6,1007","-4.4","6,1031","-6.7","6,1108","-11.7","6,1121","0.0","6,0422","-2.2","6,0407","-5.6","6,0327","-8.9","6,0326","-8.9","6,0326","","","","","    460.9"," ,6","","","     11.09","6","     19.09","6","      3.10","6","",""
"USC00056743","1942","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","    404.5","","     404.5","6","        76","6","        36","6","         4","6","","","        10","6","        12","6","       159","6","        15","6","       173","6","        51","6","","","  -29.4","6,0105, ","","","   112"," ,6,1226,+","  48.8"," ,6,0418, ","   37.2","6,0731,+","0.0","6,1023","-2.2","6,1025","-5.0","6,1105","-7.8","6,1110","-10.6","6,1122","-0.6","6,0506","-2.8","6,0408","-6.7","6,0401","-6.7","6,0401","-10.0","6,0321","    3232.7","7","    3232.7","6","    467.1"," ,6","      746"," ,6","     10.72","6","     19.32","6","      2.12","6","",""
"USC00056743","1943","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        67","6","        26","6","         0","6","","","","","","","","","","","","","","","","","","","","","","","  21.3"," ,6,0508, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    232.5"," ,6","","","","","","","","","",""
"USC00056743","1944","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        67","6","        29","6","         1","6","","","","","","","","","","","","","","","","","","","","","","","  38.1"," ,6,0718, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    286.5"," ,6","","","","","","","","","",""
"USC00056743","1946","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        72","6","        26","6","         3","6","","","","","","","","","","","","","","","","","","","","","","","  58.7"," ,6,0826, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    370.1"," ,6","","","","","","","","","",""
"USC00056743","1947","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        78","6","        38","6","         4","6","","","","","","","","","","","","","","","","","","","","","","","  40.6"," ,6,1007,+","","","","","","","","","","","","","","","","","","","","","","","","","","","    385.1"," ,6","","","","","","","","","",""
"USC00056743","1948","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        71","0","        31","0","         2","0","","","","","","","","","","","","","","","","","","","","","","","  31.8"," ,0,0612, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    352.5"," ,0","","","","","","","","","",""
"USC00056743","1949","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        60","0","        25","0","         2","0","","","","","","","","","","","","","","","","","","","","","","","  27.9"," ,0,0711, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    277.8"," ,0","","","","","","","","","",""
"USC00056743","1950","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        58","0","        19","0","         1","0","","","         1","0","","","","","","","","","","","","","","","","","    25"," ,0,0312, ","  38.4"," ,0,0726, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    205.6"," ,0","       51"," ,0","","","","","","","",""
"USC00056743","1951","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        78","0","        28","0","         1","0","","","","","","","","","","","","","","","","","","","","","","","  31.0"," ,0,0521, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    263.2"," ,0","","","","","","","","","",""
"USC00056743","1952","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        55","0","        26","0","         1","0","","","","","","","","","","","","","","","","","","","","","","","  42.4"," ,0,0421, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    237.8"," ,0","","","","","","","","","     55452","0"
"USC00056743","1953","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        57","0","        20","0","         1","0","","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","  37.3"," ,0,0804, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    177.5"," ,0","        0"," ,0","","","","","","","     59939","0"
"USC00056743","1954","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        54","0","        17","0","         2","0","","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","  30.5"," ,0,0630, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    198.6"," ,0","        0"," ,0","","","","","","","",""
"USC00056743","1955","38.28333","-104.65","1430.1","PUEBLO CITY RESERVOIR, CO US","","","","","        48","0","        20","0","         2","0","","","","","","","","","","","","","","","         1"," ","","","","","","","  53.8"," ,0,0518, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    261.7"," ,0","","","","","","","","","     59430","0"
