"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00301713","1949","43.31667","-73.91667","223.1","CONKLINGVILLE DAM 2, NY US","       137","0","        81","0","         7","0","        23"," ","","","  42.9"," ,0,0830, ","    963.8"," ,0"
"USC00301713","1950","43.31667","-73.91667","223.1","CONKLINGVILLE DAM 2, NY US","       149","0","        90","0","        11","0","        25"," ","         1"," ","  42.9"," ,0,0830, ","   1041.3"," ,0"
"USC00301713","1951","43.31667","-73.91667","223.1","CONKLINGVILLE DAM 2, NY US","       143","0","        95","0","        14","0","        24"," ","","","  42.2"," ,0,1025, ","   1325.8"," ,0"
"USC00301713","1952","43.31667","-73.91667","223.1","CONKLINGVILLE DAM 2, NY US","       117","0","        82","0","        17","0","        31"," ","         2"," ","  87.4"," ,0,1212, ","   1296.1"," ,0"
"USC00301713","1953","43.31667","-73.91667","223.1","CONKLINGVILLE DAM 2, NY US","       120","0","        83","0","        13","0","        11"," ","","","  54.4"," ,0,0810, ","   1207.6"," ,0"
"USC00301713","1954","43.31667","-73.91667","223.1","CONKLINGVILLE DAM 2, NY US","       164","0","       107","0","        15","0","        10"," ","","","  54.4"," ,0,0217, ","   1409.4"," ,0"
"USC00301713","1955","43.31667","-73.91667","223.1","CONKLINGVILLE DAM 2, NY US","","","","","","","        18"," ","","","","","",""
"USC00301713","1956","43.31667","-73.91667","223.1","CONKLINGVILLE DAM 2, NY US","       146","0","        93","0","         3","0","        31"," ","         4"," ","  36.1"," ,0,1122, ","   1052.4"," ,0"
"USC00301713","1957","43.31667","-73.91667","223.1","CONKLINGVILLE DAM 2, NY US","       117","0","        78","0","         8","0","        16"," ","         8"," ","  67.8"," ,0,1221, ","    963.6"," ,0"
"USC00301713","1958","43.31667","-73.91667","223.1","CONKLINGVILLE DAM 2, NY US","       129","0","        86","0","         6","0","        35"," ","         2"," ","  56.9"," ,0,0602, ","   1110.4"," ,0"
"USC00301713","1959","43.31667","-73.91667","223.1","CONKLINGVILLE DAM 2, NY US","       130","0","        95","0","         8","0","         3"," ","","","  62.5"," ,0,1128, ","   1179.5"," ,0"
"USC00301713","1960","43.31667","-73.91667","223.1","CONKLINGVILLE DAM 2, NY US","       120","0","        80","0","        14","0","         1"," ","","","  68.8"," ,0,0913, ","   1092.2"," ,0"
"USC00301713","1961","43.31667","-73.91667","223.1","CONKLINGVILLE DAM 2, NY US","","","","","","","","","         1"," ","","","",""
