"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00401663","1972","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       132","0","        91","0","        14","0","        1","","         2","0","         2","0","        98","0","","","","","","","","","","","  -19.4","0,0117,+","    25"," ,0,0303, ","    38"," ,0,0303,+"," 106.7"," ,0,0728, ","","","-0.6","0,1020","-2.8","0,1116","-4.4","0,1124","-8.3","0,1216","-11.1","0,1217","0.0","0,0427","-2.2","0,0409","-6.7","0,0310","-6.7","0,0310","-10.0","0,0209","    2093.7","7","    2093.7","0","   1567.4"," ,0","       89"," ,0","","","","","      6.94","0","",""
"USC00401663","1973","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       125","0","        91","0","        17","0","        7","","         1","0","         0","0","        87","0","","","","","","","","","","","  -15.6","0,0113,+","   152"," ,0,0108, ","   140"," ,0,0108, "," 120.9"," ,0,1127, ","","","-2.8","0,1106","-2.8","0,1106","-6.7","0,1111","-6.7","0,1111","-9.4","0,1211","-0.6","0,0415","-5.0","0,0412","-5.0","0,0412","-7.8","0,0223","-15.0","0,0219","","","","","   1513.9"," ,0","      140"," ,0","","","","","      7.85","0","",""
"USC00401663","1974","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","    589.5","","     589.5","0","       142","0","       103","0","        16","0","        0","","         0","0","         0","0","        74","0","         4","0","       206","0","        21","0","","","","","  -11.1","0,0226, ","     0"," ,0,1231,+","     0","T,0,1217,+","  95.0"," ,0,0720, ","   35.6","0,0720, ","0.0","0,1003","-2.2","0,1021","-5.6","0,1115","-7.2","0,1205","","","-1.7","0,0410","-6.1","0,0324","-6.1","0,0324","-7.8","0,0227","-11.1","0,0226","","","","","   1593.5"," ,0","        0","T,0","     14.54","0","     21.14","0","      7.93","0","",""
"USC00401663","1976","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","    511.8","","     511.8","0","       103","0","        78","0","         9","0","        2","","         1","0","         1","0","       110","0","         5","0","       201","0","        23","0","","","","","  -17.8","0,0109, ","    25"," ,0,1129,+","    25"," ,0,0202, ","  82.3"," ,0,0329, ","   36.1","0,0725, ","-2.2","0,1018","-2.2","0,1018","-4.4","0,1028","-7.2","0,1105","-8.9","0,1123","0.0","0,0504","-5.0","0,0317","-5.0","0,0317","-10.0","0,0207","-10.0","0,0207","","","","","   1192.5"," ,0","       38"," ,0","     13.59","0","     20.98","0","      6.19","0","     26992","0"
"USC00401663","1977","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","    855.9","","     855.9","0","       111","0","        83","0","        19","0","       17","","","","         5","0","        92","0","        14","0","       216","0","        59","0","","","","","  -22.8","0,0117, ","   102"," ,0,0111,+","","","  88.9"," ,0,0304, ","   36.7","0,0718,+","0.0","0,1014","-5.0","0,1112","-5.0","0,1112","-9.4","0,1126","-9.4","0,1126","-2.2","0,0325","-2.2","0,0325","-4.4","0,0323","-8.9","0,0221","-8.9","0,0221","    2531.4","4","    2531.4","0","   1476.1"," ,0","","","     14.40","0","     21.50","0","      7.30","0","",""
"USC00401663","1978","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","    815.4","","     815.4","0","        98","0","        76","0","         8","0","       35","","","","         0","0","        97","0","        19","0","       209","0","        64","0","","","","","  -17.2","0,0222, ","   178"," ,0,0221, ","",""," 121.9"," ,0,1208, ","   38.3","0,0630, ","0.0","0,1016","-2.8","0,1201","-5.6","0,1209","-6.7","0,1214","-9.4","0,1228","0.0","0,0422","-7.2","0,0318","-7.2","0,0318","-7.2","0,0318","-11.7","0,0305","    2512.0","0","    2512.0","0","   1225.3"," ,0","","","     13.67","0","     20.67","0","      6.67","0","",""
"USC00401663","1979","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","    616.0","","     616.0","0","       120","0","       103","0","        19","0","       19","","         5","0","         1","0","        97","0","         7","0","       201","0","        23","0","","","","","  -20.6","0,0210, ","   203"," ,0,0209,+","   216"," ,0,0207, "," 113.8"," ,0,0914, ","   35.6","0,0809, ","0.0","0,1014","-2.2","0,1103","-6.7","0,1130","-6.7","0,1130","-9.4","0,1202","-4.4","0,0326","-4.4","0,0326","-4.4","0,0326","-11.1","0,0220","-11.1","0,0220","    2286.7","7","    2286.7","0","   1692.0"," ,0","      508"," ,0","     13.51","0","     20.13","0","      6.89","0","",""
"USC00401663","1980","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","    849.9","","     849.9","0","        87","0","        67","0","        10","0","        7","","         3","0","         0","0","       103","0","         5","0","       194","0","        76","0","","","","","  -16.7","0,0302, ","   102"," ,0,0301, ","   102"," ,0,0301, ","  48.3"," ,0,0320, ","   40.6","0,0717,+","-0.6","0,1006","-2.8","0,1030","-4.4","0,1120","-7.2","0,1217","-11.7","0,1220","-0.6","0,0417","-2.2","0,0322","-5.6","0,0306","-16.7","0,0302","-16.7","0,0302","    2230.0","0","    2230.0","0","    937.8"," ,0","      217"," ,0","     14.22","0","     21.41","0","      7.03","0","     28134","0"
"USC00401663","1981","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","    692.8","","     692.8","0","        93","0","        80","0","        14","0","        0","","         0","0","         2","0","       104","0","         5","0","       204","0","        32","0","","","","","  -18.9","0,0212,+","     0","T,0,0211,+","     0","T,0,0106, ","  76.2"," ,0,0916, ","   37.2","0,0805, ","-5.6","0,1024","-5.6","0,1024","-5.6","0,1024","-6.7","0,1214","-10.0","0,1218","-3.3","0,0325","-3.3","0,0325","-7.2","0,0319","-7.2","0,0319","-10.0","0,0214","    2293.5","5","    2293.5","0","   1241.8"," ,0","        0","T,0","     13.91","0","     20.98","0","      6.85","0","     23900","0"
"USC00401663","1982","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       113","0","        88","0","        12","0","","","         1","0","         4","0","        92","0","","","","","","","","","","","  -27.8","0,0117, ","","","   102"," ,0,0112, ","  63.5"," ,0,0417, ","","","0.0","0,1022","-6.1","0,1105","-6.1","0,1105","-6.7","0,1114","-8.9","0,1213","-3.3","0,0410","-3.3","0,0410","-5.6","0,0407","-6.7","0,0327","-11.7","0,0211","","","","","   1204.3"," ,0","      102"," ,0","","","","","      7.33","0","",""
"USC00401663","1983","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       102","0","        86","0","        16","0","","","         0","0","","","","","         7","0","       196","0","        74","0","","","","","","","","","     0"," ,0,1231,+","  86.4"," ,0,0519, ","   40.6","0,0823,+","","","","","","","","","","","","","","","","","","","","","","","","","   1298.9"," ,0","        0"," ,0","","","     21.12","0","","","     28286","0"
"USC00401663","1989","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","    435.1","","     435.1","0","       101","0","        91","0","        20","0","","","         0","0","         4","0","       122","0","        13","0","       180","0","        24","0","","","","","  -25.0","0,1222, ","","","     0"," ,0,1231,+"," 106.7"," ,0,0214, ","   36.1","0,0823, ","0.0","0,1019","-3.9","0,1103","-5.6","0,1104","-7.8","0,1117","-10.0","0,1204","-0.6","0,0512","-3.9","0,0414","-5.0","0,0413","-7.2","0,0412","-10.0","0,0225","    2455.8","8","    2455.8","0","   1685.3"," ,0","        0"," ,0","     12.06","0","     19.09","0","      5.03","0","",""
"USC00401663","1990","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","    634.0","","     634.0","0","       110","0","        88","0","        20","0","        1","","         0","0","         0","0","        95","0","         1","0","       197","0","        46","0","","","","","  -13.3","0,1225,+","    25"," ,0,1224, ","     0"," ,0,1231,+","  78.7"," ,0,0203, ","   38.9","0,0908, ","0.0","0,1020","-2.2","0,1027","-6.7","0,1130","-6.7","0,1130","-8.9","0,1223","0.0","0,0419","-2.8","0,0413","-4.4","0,0409","-7.8","0,0226","-11.1","0,0225","    2433.9","9","    2433.9","0","   1419.8"," ,0","        0"," ,0","     14.55","0","     21.97","0","      7.13","0","",""
"USC00401663","1991","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","    851.6","","     851.6","0","       105","0","        87","0","        18","0","        0","","         0","0","         0","0","        97","0","         0","0","       215","0","        73","0","","","","","  -15.6","0,0216, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 148.6"," ,0,0527, ","   38.9","0,0808, ","-0.6","0,1007","-3.3","0,1103","-8.3","0,1104","-8.3","0,1104","-8.9","0,1105","-1.1","0,0402","-4.4","0,0331","-4.4","0,0331","-7.2","0,0310","-15.6","0,0216","    1944.8","8","    1944.8","0","   1566.1"," ,0","        0"," ,0","     15.15","0","     22.96","0","      7.33","0","",""
"USC00401663","1992","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       106","0","        81","0","         7","0","        0","","         0","0","         0","0","       102","0","","","","","","","","","","","  -14.4","0,0116, ","     0"," ,0,1231,+","     0","T,0,0115, ","  63.5"," ,0,0310, ","","","0.0","0,1013","-3.9","0,1019","-4.4","0,1114","-6.7","0,1115","-9.4","0,1206","-0.6","0,0429","-6.7","0,0405","-6.7","0,0405","-6.7","0,0405","-9.4","0,0210","    2050.4","4","    2050.4","0","   1002.0"," ,0","        0","T,0","","","","","      6.09","0","",""
"USC00401663","1993","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       102","0","        87","0","         9","0","        0","","         0","0","         0","0","       114","0","","","","","","","","","","","  -16.1","0,0219, ","     0"," ,0,1231,+","     0","T,0,1225, ","  50.8"," ,0,0625, ","","","0.0","0,1022","-2.2","0,1028","-5.6","0,1101","-7.8","0,1108","-10.0","0,1224","-5.0","0,0423","-5.0","0,0423","-5.0","0,0423","-6.7","0,0318","-10.0","0,0315","","","","","   1076.4"," ,0","        0","T,0","","","","","      5.75","0","",""
"USC00401663","1994","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","    589.2","","     589.2","0","        99","0","        86","0","        23","0","        0","","         0","0","         1","0","        88","0","         7","0","       212","0","        45","0","","","","","  -18.3","0,0116, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  62.2"," ,0,0430, ","   35.6","0,0901,+","-0.6","0,1026","-3.9","0,1123","-5.6","0,1124","","","","","-2.2","0,0409","-2.2","0,0409","-6.7","0,0317","-6.7","0,0317","-9.4","0,0227","    2319.8","8","    2319.8","0","   1441.3"," ,0","        0"," ,0","     14.04","0","     21.35","0","      6.74","0","",""
"USC00401663","1995","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","    745.3","","     745.3","0","       105","0","        80","0","        15","0","        0","","         0","0","         0","0","       106","0","         7","0","       213","0","        55","0","","","","","  -17.2","0,1210, ","     0"," ,0,1231,+","    13"," ,0,0308, ","  86.1"," ,0,1107, ","   37.2","0,0715, ","-1.1","0,1013","-6.7","0,1104","-6.7","0,1104","-6.7","0,1104","-8.9","0,1113","-0.6","0,0406","-3.3","0,0402","-5.0","0,0310","-11.7","0,0213","-11.7","0,0213","    1912.7","7","    1912.7","0","   1380.7"," ,0","       13"," ,0","     13.96","0","     21.46","0","      6.45","0","",""
"USC00401663","1996","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","    546.2","","     546.2","0","       115","0","        89","0","        21","0","        1","","         0","0","         3","0","       123","0","        10","0","       209","0","        46","0","","","","","  -19.4","0,0205, ","    25"," ,0,1110, ","     8"," ,0,0202, ","  68.6"," ,0,0528, ","   35.0","0,0703,+","0.0","0,1011","-6.1","0,1102","-6.1","0,1102","-8.3","0,1103","-9.4","0,1128","0.0","0,0428","-5.6","0,0411","-5.6","0,0411","-6.7","0,0410","-10.0","0,0311","    2550.5","5","    2550.5","0","   1579.8"," ,0","        8"," ,0","     12.95","0","     20.96","0","      4.94","0","",""
"USC00401663","1997","36.3211","-87.2218","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       106","0","        91","0","        15","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  83.8"," ,0,0301, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1522.1"," ,0","        0"," ,0","","","","","","","",""
