"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00341240","2010","36.8313","-99.641","559.0","BUFFALO 1 SW MESONET, OK US","   1202.6","","    1202.6","0","        0","","         0","0","         1","0","       123","0","        11","0","       205","0","       101","0","  -18.9","0,0108, ","     0"," ,0,1231,+","     0"," ,0,1231,+","   42.2","0,0813,+","-3.3","0,1105","-3.3","0,1105","-4.4","0,1123","-6.7","0,1125","-8.9","0,1126","-0.6","0,0408","-2.8","0,0403","-6.1","0,0322","-8.3","0,0224","-8.9","0,0223","    2605.2","2","      32.2","0,3,2","    2605.2","0","      38.3","0,3,2","      -5.0","0,3,2","      -1.1","0,3,2","      14.1","0,3,2","      19.5","0,3,2","","","        0"," ,0","     14.91","0","     22.20","0","      7.62","0"
"USC00341240","2011","36.8313","-99.641","559.0","BUFFALO 1 SW MESONET, OK US","   1426.3","","    1426.3","K","","","","","         5","K","       110","K","        15","K","       212","K","       117","K","  -25.6","K,0210, ","","","","","   45.6","K,0626, ","0.0","K,1027","-3.9","K,1103","-5.0","K,1104","-6.7","K,1205","-10.0","K,1206","-0.6","K,0416","-2.2","K,0324","-6.1","K,0305","-6.7","K,0222","-14.4","K,0211","    2378.6","6","      33.3","K,3,2","    2378.6","K","      40.0","K,3,2","      -3.3","K,3,2","      -0.6","K,3,2","      14.7","K,3,2","      20.1","K,3,2","","","","","     15.58","K","     23.52","K","      7.63","K"
"USC00341240","2012","36.8313","-99.641","559.0","BUFFALO 1 SW MESONET, OK US","   1310.5","","    1310.5","7","","","","","         0","7","       100","7","         6","7","       231","7","       111","7","  -15.0","7,1226, ","","","","","   44.4","7,0627,+","-2.8","7,1007","-2.8","7,1007","-7.8","7,1027","-7.8","7,1027","-9.4","7,1127","-1.7","K,0310","-2.2","K,0304","-6.7","K,0225","-6.7","K,0225","-9.4","K,0212","    1994.4","4","      31.7","7,3,2","    1994.4","7","      38.9","7,3,2","      -1.7","7,3,2","      -0.6","7,3,2","      15.5","7,3,2","      21.6","7,3,2","","","","","     16.61","7","     24.50","7","      8.72","7"
"USC00341240","2013","36.8313","-99.641","559.0","BUFFALO 1 SW MESONET, OK US","   1132.9","","    1132.9","7","","","","","         2","7","       132","7","        16","7","       194","7","        90","7","  -18.9","7,1207, ","","","","","   42.8","7,0627, ","0.0","7,1025","-2.2","7,1027","-7.8","7,1112","-7.8","7,1112","-8.9","7,1126","-1.1","7,0503","-5.0","7,0424","-5.0","7,0424","-8.3","7,0326","-16.7","7,0223","    2398.3","3","      31.1","7,3,2","    2398.3","7","      37.8","7,3,2","      -3.9","7,3,2","      -0.6","7,3,2","      13.4","7,3,2","      19.2","7,3,2","","","","","     14.22","7","     21.69","7","      6.75","7"
"USC00341240","2014","36.8313","-99.641","559.0","BUFFALO 1 SW MESONET, OK US","   1099.6","","    1099.6","7","","","","","         5","7","       117","7","        23","7","       207","7","        88","7","  -21.7","7,0303,+","","","","","   41.7","7,0726, ","-0.6","7,1101","-7.8","7,1111","-7.8","7,1111","-7.8","7,1111","-8.9","7,1112","-2.8","7,0415","-2.8","7,0415","-5.6","7,0325","-6.7","7,0323","-13.9","7,0304","    2614.4","4","      29.4","7,3,2","    2614.4","7","      37.8","7,3,2","      -1.7","7,3,2","       0.0","7,3,2","      13.5","7,3,2","      20.2","7,3,2","","","","","     14.37","7","     21.78","7","      6.95","7"
"USC00341240","2015","36.8313","-99.641","559.0","BUFFALO 1 SW MESONET, OK US","   1115.7","","    1115.7","7","","","","","         0","7","       107","7","        14","7","       219","7","        87","7","  -13.3","7,0224, ","","","","","   42.2","7,0713, ","-1.1","7,1108","-3.3","7,1113","-5.6","7,1121","-8.9","7,1217","-8.9","7,1217","-1.1","7,0410","-5.0","7,0404","-5.0","7,0404","-8.9","7,0305","-8.9","7,0305","    2286.5","5","      30.0","7,3,2","    2286.5","7","      39.4","7,3,2","      -3.3","7,3,2","       0.0","7,3,2","      13.9","7,3,2","      20.8","7,3,2","    836.3"," ,7","","","     15.41","7","     22.79","7","      8.02","7"
"USC00341240","2016","36.8313","-99.641","559.0","BUFFALO 1 SW MESONET, OK US","   1155.8","","    1155.8","7","","","","","         3","7","       113","7","         6","7","       227","7","        99","7","  -23.9","7,1218, ","","","","","   40.6","7,0722, ","-2.8","7,1112","-2.8","7,1112","-8.3","7,1119","-8.3","7,1119","-13.3","7,1208","-2.8","7,0402","-2.8","7,0402","-5.6","7,0325","-8.3","7,0320","-9.4","7,0226","    2099.0","0","      30.0","7,3,2","    2099.0","7","      39.4","7,3,2","      -6.7","7,3,2","      -0.6","7,3,2","      14.2","7,3,2","      21.7","7,3,2","    522.9"," ,7","","","     15.67","7","     23.73","7","      7.61","7"
"USC00341240","2017","36.8313","-99.641","559.0","BUFFALO 1 SW MESONET, OK US","   1050.4","","    1050.4","7","","","","","         1","7","       100","7","        10","7","       233","7","        82","7","  -17.8","7,0107, ","","","","","   41.1","7,0722,+","-3.9","7,1027","-3.9","7,1027","-7.8","7,1028","-7.8","7,1028","-12.2","7,1207","-0.6","7,0406","-7.2","7,0315","-7.2","7,0315","-7.2","7,0315","-10.0","7,0302","    2033.2","2","      30.0","7,3,2","    2033.2","7","      39.4","7,3,2","      -3.3","7,3,2","      -0.6","7,3,2","      14.2","7,3,2","      21.1","7,3,2","","","","","     15.41","7","     23.32","7","      7.49","7"
"USC00341240","2018","36.8313","-99.641","559.0","BUFFALO 1 SW MESONET, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2309.7","7","","","    2309.7","7","","","","","","","","","","","","","","","","","","","",""
"USC00341240","2020","36.8313","-99.641","559.0","BUFFALO 1 SW MESONET, OK US","   1064.1","","    1064.1","7","","","","","         0","7","       119","7","         7","7","       213","7","        91","7","  -16.1","7,1214, ","","","","","   42.2","7,0630, ","-2.2","7,1023","-2.2","7,1023","-6.7","7,1024","-6.7","7,1024","-16.1","7,1214","-4.4","7,0415","-4.4","7,0415","-4.4","7,0415","-6.7","7,0306","-11.1","7,0221","","","      30.0","7,3,2","","","      37.8","7,3,2","       0.6","7,3,2","       1.7","7,3,2","      13.9","7,3,2","      19.5","7,3,2","","","","","     14.84","7","     22.52","7","      7.16","7"
