"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ROE00100905","1896","43.75","24.8831","31.0","TURNU MAGURELE, RO","","","","","","","         0"," ","        96","E","  -15.0","E,1205, ","","","0.0","E,1106","-3.4","E,1125","-5.0","E,1126","-10.0","E,1201","-10.0","E,1201","-0.8","E,0324","-2.2","E,0323","-4.4","E,0302","-7.5","E,0225","-9.1","E,0224","","","      6.79","E"
"ROE00100905","1897","43.75","24.8831","31.0","TURNU MAGURELE, RO","","","","","","","         0"," ","        94","E","  -12.8","E,1226, ","","","-0.8","E,1101","-2.5","E,1107","-5.1","E,1110","-7.6","E,1111","-10.5","E,1112","-0.5","E,0323","-2.2","E,0221","-5.3","E,0217","-11.5","E,0122","-11.5","E,0122","","","      7.25","E"
"ROE00100905","1898","43.75","24.8831","31.0","TURNU MAGURELE, RO","","","","","","","         0"," ","        73","E","  -17.2","E,1228, ","","","-0.8","E,1109","-3.5","E,1110","-7.1","E,1122","-7.1","E,1122","-13.6","E,1223","-0.4","E,0407","-3.2","E,0315","-5.1","E,0313","-9.3","E,0310","-9.3","E,0310","","","      7.00","E"
"ROE00100905","1899","43.75","24.8831","31.0","TURNU MAGURELE, RO","","","","","","","         0"," ","        88","E","  -15.8","E,1222, ","","","-1.2","E,1027","-4.1","E,1127","-5.1","E,1205","-8.0","E,1213","-10.6","E,1219","-1.2","E,0430","-3.2","E,0402","-10.8","E,0310","-10.8","E,0310","-10.8","E,0310","","","      6.45","E"
"ROE00100905","1900","43.75","24.8831","31.0","TURNU MAGURELE, RO","","","","","","","         0"," ","        77","E","  -13.8","E,0117, ","","","-0.2","E,1102","-2.4","E,1214","-4.4","E,1228","","","","","0.0","E,0421","-3.0","E,0317","-6.0","E,0309","-8.6","E,0124","-11.6","E,0118","","","      7.39","E"
"ROE00100905","1901","43.75","24.8831","31.0","TURNU MAGURELE, RO","","","","","","","         3"," ","        83","E","  -20.2","E,0104, ","","","0.0","E,1102","-3.0","E,1104","","","","","","","-0.6","E,0531","-4.3","E,0303","-9.8","E,0302","-9.8","E,0302","-9.8","E,0302","","","      6.87","E"
"ROE00100905","1902","43.75","24.8831","31.0","TURNU MAGURELE, RO","","","","","","","         2"," ","        89","E","  -20.5","E,1215, ","","","-0.5","E,1026","-3.5","E,1117","-9.5","E,1118","-9.5","E,1118","-9.5","E,1118","-2.5","E,0317","-2.5","E,0317","-6.0","E,0316","-7.0","E,0315","-9.0","E,0208","","","      6.10","E"
"ROE00100905","1903","43.75","24.8831","31.0","TURNU MAGURELE, RO","","","","","","","         0"," ","        68","E","  -16.6","E,0125, ","","","-0.6","E,1022","-3.0","E,1214","-4.9","E,1216","","","","","-3.5","E,0321","-3.5","E,0321","-5.0","E,0220","-7.0","E,0217","-14.5","E,0126","","","      7.23","E"
"ROE00100905","1904","43.75","24.8831","31.0","TURNU MAGURELE, RO","","","","","","","         0"," ","       106","E","  -15.1","E,0113, ","","","-0.8","E,1102","-2.7","E,1112","-5.0","E,1115","-13.5","E,1120","-13.5","E,1120","-0.3","E,0430","-3.2","E,0322","-5.0","E,0304","-7.9","E,0228","-10.0","E,0114","","","      6.57","E"
"ROE00100905","1905","43.75","24.8831","31.0","TURNU MAGURELE, RO","","","","","","","         2"," ","        93","E","  -20.2","E,0218, ","","","-1.7","E,1127","-2.2","E,1206","-6.0","E,1219","-7.3","E,1220","-9.5","E,1221","-1.5","E,0410","-2.5","E,0228","-6.1","E,0226","-7.5","E,0222","-14.5","E,0221","","","      6.33","E"
