"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES"
"GLW00017607","1953","77.0","-56.08333",,"ICECAP, GL","        10"," "
"GLW00017607","1954","77.0","-56.08333",,"ICECAP, GL","       111"," "
