"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00004079","1972","-21.3625","118.8783","223.0","YANDEE, AS","","","","","        22","a","        11","a","         0","a","         0","a","         0","a","         0","a","       358","a","       247","a","    5.6","a,0719,+","  16.5"," ,a,1114, ","   47.5","a,1228, ","     80.6"," ,a","     26.68","a","     35.19","a","     18.17","a"
"ASN00004079","1975","-21.3625","118.8783","223.0","YANDEE, AS","","","","","        39","a","        19","a","         6","a","","","","","","","","","","","",""," 264.0"," ,a,1209, ","","","    608.7"," ,a","","","","","",""
"ASN00004079","1976","-21.3625","118.8783","223.0","YANDEE, AS","   2864.5","","    2864.5","a","        34","a","        24","a","         1","a","         0","a","         0","a","","","","","","","    4.2","a,0730, ","  50.0"," ,a,0126, ","","","    281.5"," ,a","","","","","     17.66","a"
"ASN00004079","1977","-21.3625","118.8783","223.0","YANDEE, AS","","","","","        33","a","        20","a","         2","a","","","","","","","","","","","","","  27.4"," ,a,0326, ","","","    210.1"," ,a","","","","","",""
"ASN00004079","1978","-21.3625","118.8783","223.0","YANDEE, AS","","","","","        52","a","        35","a","         4","a","","","","","","","","","","","","","  47.0"," ,a,0213, ","","","    355.0"," ,a","","","","","",""
"ASN00004079","1979","-21.3625","118.8783","223.0","YANDEE, AS","","","","","        32","a","        20","a","         3","a","","","","","","","","","","","","","  67.8"," ,a,0303, ","","","    325.2"," ,a","","","","","",""
"ASN00004079","1980","-21.3625","118.8783","223.0","YANDEE, AS","","","","","        30","a","        20","a","         7","a","","","","","","","","","","","",""," 130.0"," ,a,0202, ","","","    551.5"," ,a","","","","","",""
