"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00094008","1948","48.21416","-106.62139","697.8","GLASGOW INTERNATIONAL AIRPORT, MT US","","","    350.5","","     350.5","X","        98","X","        32","X","         2","X","       62","","         9","X","        52","X","       188","X","        66","X","       139","X","        37","X","        12"," ","","","        31"," ","  -35.0","X,0211, ","   229"," ,X,1215, ","   178"," ,X,0407, ","  45.0"," ,X,0522, ","   41.7","X,0818, ","-2.8","X,1006","-2.8","X,1006","-5.0","X,1007","-7.2","X,1009","-10.0","X,1017","-0.6","X,0503","-3.3","X,0414","-6.7","X,0411","-6.7","X,0411","-16.7","X,0408","","","","","    363.1"," ,X","     1005"," ,X","      6.45","X","     13.94","X","     -1.04","X","","","","","","","","","","","","","","","",""
"USW00094008","1949","48.21416","-106.62139","697.8","GLASGOW INTERNATIONAL AIRPORT, MT US","","","    364.7","","     364.7","X","        88","X","        24","X","         0","X","       97","","        10","X","        68","X","       176","X","        81","X","       150","X","        38","X","        18"," ","","","        28"," ","  -33.3","X,0121, ","   381"," ,X,1229,+","   112"," ,X,1210, ","  17.5"," ,X,0517, ","   42.2","X,0807,+","-1.1","X,0912","-6.1","X,0913","-6.1","X,0913","-8.9","X,1021","-8.9","X,1021","0.0","X,0523","-2.8","X,0423","-4.4","X,0414","-8.9","X,0318","-8.9","X,0318","    4864.9","9","    4864.9","X","    216.1"," ,X","      756"," ,X","      5.76","X","     13.64","X","     -2.13","X","","","","","","","","","","","","","","","",""
"USW00094008","1950","48.21416","-106.62139","697.8","GLASGOW INTERNATIONAL AIRPORT, MT US","","","    193.8","","     193.8","X","       104","X","        44","X","         3","X","      135","","        21","X","        61","X","       192","X","       101","X","       115","X","        22","X","        41"," ","","","        17"," ","  -45.6","X,0126, ","   483"," ,X,0123,+","    89"," ,X,0123, ","  42.9"," ,X,0608, ","   37.8","X,0904, ","-1.7","X,0929","-2.2","X,1001","-5.0","X,1003","-7.2","X,1103","-10.6","X,1108","0.0","X,0608","-2.2","X,0509","-5.0","X,0425","-8.9","X,0409","-8.9","X,0409","    5587.8","8","    5587.8","X","    484.0"," ,X","     1236"," ,X","      3.15","X","     10.05","X","     -3.74","X","","","","","","","","","","","","","","","",""
"USW00094008","1951","48.21416","-106.62139","697.8","GLASGOW INTERNATIONAL AIRPORT, MT US","","","    226.2","","     226.2","X","       111","X","        41","X","         0","X","      122","","        17","X","        75","X","       200","X","       102","X","       124","X","        21","X","        25"," ","","","        23"," ","  -36.1","X,0201, ","   305"," ,X,0208, ","   188"," ,X,0126, ","  17.8"," ,X,0126, ","   42.2","X,0728, ","-1.1","X,0916","-3.9","X,0927","-4.4","X,1016","-7.2","X,1030","-13.9","X,1031","-1.1","X,0601","-3.3","X,0424","-4.4","X,0423","-11.7","X,0422","-11.7","X,0422","    5485.6","6","    5485.6","X","    333.3"," ,X","     1486"," ,X","      3.24","X","     10.23","X","     -3.75","X","","","","","","","","","","","","","","","",""
"USW00094008","1952","48.21416","-106.62139","697.8","GLASGOW INTERNATIONAL AIRPORT, MT US","","","    237.8","","     237.8","X","        70","X","        35","X","         2","X","      107","","        11","X","        60","X","       186","X","        91","X","       150","X","        24","X","        38"," ","","","        21"," ","  -34.4","X,0101, ","   305"," ,X,0219, ","   203"," ,X,0218, ","  46.5"," ,X,0629, ","   38.3","X,0822,+","-2.8","X,1003","-2.8","X,1003","-5.6","X,1004","-8.3","X,1005","-9.4","X,1006","-1.7","X,0528","-3.3","X,0410","-5.6","X,0409","-6.7","X,0402","-12.2","X,0327","    5318.9","9","    5318.9","X","    325.7"," ,X","     1067"," ,X","      5.64","X","     13.32","X","     -2.03","X","","","","","","","","","","","","","","","",""
"USW00094008","1953","48.21416","-106.62139","697.8","GLASGOW INTERNATIONAL AIRPORT, MT US","","","    293.0","","     293.0","X","        97","X","        38","X","         1","X","       63","","        13","X","        18","X","       176","X","        44","X","       138","X","        25","X","        28"," ","","","        31"," ","  -31.7","X,0115, ","   178"," ,X,0307,+","   145"," ,X,0215, ","  57.2"," ,X,0529, ","   37.2","X,0731, ","-0.6","X,0921","-2.2","X,1003","-7.8","X,1103","-7.8","X,1103","-11.7","X,1119","0.0","X,0515","-3.3","X,0513","-5.6","X,0512","-8.3","X,0419","-10.0","X,0416","    4614.3","3","    4614.3","X","    390.0"," ,X","     1059"," ,X","      7.46","X","     14.61","X","      0.31","X","","","","","","","","","","","","","","","",""
"USW00094008","1954","48.21416","-106.62139","697.8","GLASGOW INTERNATIONAL AIRPORT, MT US","","","    273.3","","     273.3","X","        92","X","        37","X","         4","X","       78","","        16","X","        32","X","       185","X","        54","X","       115","X","        25","X","        26"," ","","","        36"," ","  -45.0","X,0120, ","   330"," ,X,0129,+","   137"," ,X,0428,+","  31.2"," ,X,0816, ","   39.4","X,0705, ","-2.2","X,0929","-2.2","X,0929","-4.4","X,1003","-6.7","X,1029","-8.9","X,1129","-0.6","X,0531","-8.3","X,0503","-8.3","X,0503","-8.3","X,0503","-13.9","X,0429","    4506.2","2","    4506.2","X","    413.4"," ,X","     1199"," ,X","      6.45","X","     13.39","X","     -0.49","X","","","","","","","","","","","","","","","",""
"USW00094008","1955","48.21416","-106.62139","697.8","GLASGOW INTERNATIONAL AIRPORT, MT US","","","    357.6","","     357.6","0","       103","0","        32","0","         2","0","      133","","        17","0","        69","0","       174","0","       104","0","       133","0","        36","0","        24"," ","","","        26"," ","  -33.3","0,0305, ","   203"," ,0,1117,+","   191"," ,0,0404, ","  29.7"," ,0,0503, ","   41.1","0,0720, ","-5.0","X,0910","-5.0","X,0910","-5.0","X,0910","-7.8","X,1023","-8.9","0,1101","-1.7","X,0421","-7.2","X,0406","-7.2","X,0406","-7.2","X,0406","-11.1","X,0327","    4549.8","8","    4549.8","0","    320.7"," ,0","     1329"," ,0","      4.69","0","     11.76","0","     -2.37","0","","","","","","","","","","","","","","","",""
"USW00094008","1956","48.21416","-106.62139","697.8","GLASGOW INTERNATIONAL AIRPORT, MT US","","","    233.2","","     233.2","0","        66","0","        21","0","         0","0","       90","","         6","0","        49","0","       191","0","        79","0","       126","0","        17","0","        18"," ","","","        29"," ","  -36.1","0,0216, ","   178"," ,0,0229,+","   127"," ,0,0505, ","  23.9"," ,0,0703, ","   37.2","0,0724, ","-2.8","0,1006","-2.8","0,1006","-8.9","0,1026","-8.9","0,1026","-8.9","0,1026","0.0","0,0505","-5.0","0,0503","-5.0","0,0503","-7.2","0,0427","-12.8","0,0329","    5482.2","2","    5482.2","0","    234.3"," ,0","      498"," ,0","      5.25","0","     12.12","0","     -1.62","0","","","","","","","","","","","","","","","",""
"USW00094008","1957","48.21416","-106.62139","697.8","GLASGOW INTERNATIONAL AIRPORT, MT US","","","    299.1","","     299.1","0","        87","0","        27","0","         1","0","       69","","         8","0","        39","0","       190","0","        68","0","       126","0","        22","0","        19"," ","","","        39"," ","  -36.7","0,0124, ","   305"," ,0,0211,+","    81"," ,0,0206, ","  31.0"," ,0,0830, ","   37.8","0,0805,+","0.0","0,0918","-2.2","0,0919","-4.4","0,1004","-7.8","0,1005","-9.4","0,1026","0.0","0,0427","-3.9","0,0417","-9.4","0,0413","-9.4","0,0413","-9.4","0,0413","    4919.3","3","    4919.3","0","    264.8"," ,0","      509"," ,0","      5.77","0","     12.15","0","     -0.61","0","","","","","","","","","","","","","","","",""
