"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00048660","1950","34.26667","-118.3","445.0","SUNLAND, CA US","    814.2","","     814.2","0","        26","0","        17","0","         2","0","        0","","         1","0","         0","0","        13","0","         0","0","       275","0","        88","0","        39"," ","","","   -3.3","0,0113, ","     0"," ,0,1231,+","    25"," ,0,0112, ","  28.4"," ,0,0408, ","   44.4","0,0818, ","","","-1.7","0,0201","-3.3","0,0113","","","","","","","    205.4"," ,0","       25"," ,0","     18.07","0","     26.26","0","      9.88","0"
"USC00048660","1951","34.26667","-118.3","445.0","SUNLAND, CA US","","","","","","","","","","","","","","","","","","","","","","","","","        37"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00048660","1952","34.26667","-118.3","445.0","SUNLAND, CA US","    886.0","","     886.0","0","        49","0","        36","0","        11","0","        0","","         0","0","         0","0","        12","0","         0","0","       235","0","       110","0","        12"," ","         1"," ","   -2.8","0,0103, ","     0"," ,0,1231,+","     0","T,0,0308, ","  94.7"," ,0,0118, ","   41.7","0,0905, ","","","-0.6","0,0317","-2.8","0,0103","","","","","","","    900.0"," ,0","        0","T,0","     17.29","0","     25.21","0","      9.38","0"
"USC00048660","1953","34.26667","-118.3","445.0","SUNLAND, CA US","    798.9","","     798.9","0","        21","0","        11","0","         1","0","        0","","         0","0","         0","0","         3","0","         0","0","       286","0","        91","0","         9"," ","         1"," ","   -1.1","0,0302, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.2"," ,0,1114, ","   42.2","0,0910, ","","","-1.1","0,0302","","","","","    1032.4","4","    1032.4","0","    111.8"," ,0","        0"," ,0","     18.10","0","     26.65","0","      9.54","0"
"USC00048660","1954","34.26667","-118.3","445.0","SUNLAND, CA US","    817.1","","     817.1","0","        33","0","        27","0","         6","0","        0","","         0","0","         0","0","         6","0","         0","0","       272","0","        83","0","","","","","   -1.1","0,1227, ","     0"," ,0,1231,+","     0","T,0,0316, ","  65.0"," ,0,0119, ","   42.8","0,0830, ","-0.6","0,1226","0.0","0,0103","","","","","     879.2","2","     879.2","0","    449.4"," ,0","        0","T,0","     18.11","0","     26.27","0","      9.95","0"
"USC00048660","1955","34.26667","-118.3","445.0","SUNLAND, CA US","","","","","","","","","","","","","","","","","","","","","","","","","         8"," ","         2"," ","","","","","","","","","","","","","","","","","","","    1034.2","2","    1034.2","0","","","","","","","","","",""
"USC00048660","1956","34.26667","-118.3","445.0","SUNLAND, CA US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00048660","1957","34.26667","-118.3","445.0","SUNLAND, CA US","    822.5","","     822.5","0","        59","0","        34","0","         5","0","        2","","         0","0","         0","0","         4","0","         0","0","       260","0","        89","0","","","         4"," ","   -5.6","0,0128, ","    76"," ,0,0127, ","     0"," ,0,1231,+","  45.2"," ,0,0113, ","   43.3","0,0703, ","","","0.0","0,0131","-5.6","0,0128","-5.6","0,0128","","","","","    481.8"," ,0","        0"," ,0","     17.84","0","     26.02","0","      9.67","0"
"USC00048660","1958","34.26667","-118.3","445.0","SUNLAND, CA US","   1032.7","","    1032.7","0","        43","0","        29","0","         6","0","        0","","         0","0","         0","0","         1","0","         0","0","       281","0","       126","0","","","         9"," ","   -1.1","0,1118, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  61.5"," ,0,0219, ","   42.2","0,0831, ","-1.1","0,1118","","","","","","","     933.1","1","     933.1","0","    507.4"," ,0","        0"," ,0","     18.90","0","     27.64","0","     10.16","0"
"USC00048660","1959","34.26667","-118.3","445.0","SUNLAND, CA US","    920.0","","     920.0","0","        20","0","        10","0","         4","0","        0","","         0","0","         0","0","         1","0","         0","0","       307","0","       110","0","","","         2"," ","   -0.6","0,0209, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  77.7"," ,0,0211, ","   44.4","0,0710, ","","","-0.6","0,0209","","","","","     608.5","5","     608.5","0","    300.0"," ,0","        0"," ,0","     19.17","0","     27.91","0","     10.42","0"
"USC00048660","1960","34.26667","-118.3","445.0","SUNLAND, CA US","","","","","        26","0","        22","0","         3","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0","T,0,0115, ","  43.4"," ,0,1105, ","","","","","","","","","","","     819.5","5","     819.5"," ","    288.5"," ,0","        0","T,0","","","","","",""
