"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00105120","1905","45.133333","-116.633333","1615.4","LANDORE, ID US","","","","","       137","6","        85","6","         0","6","","","","","","","","","","","         1"," ","","","  24.4"," ,6,1126, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    693.3"," ,6","","","","","",""
"USC00105120","1906","45.133333","-116.633333","1615.4","LANDORE, ID US","     29.9","","      29.9","6","       145","6","       101","6","         6","6","         9","6","       209","6","        52","6","        85","6","         2","6","","","  -27.8","6,0314, ","  45.7"," ,6,0112, ","   32.2","6,0810,+","-3.3","6,0910","-3.3","6,0910","-5.6","6,1019","-8.9","6,1020","-8.9","6,1020","-0.6","6,0623","-2.2","6,0531","-4.4","6,0517","-7.8","6,0412","-11.7","6,0320","    5005.3","3","    5005.3","6","   1183.6"," ,6","      5.05","6","     11.62","6","     -1.52","6"
"USC00105120","1907","45.133333","-116.633333","1615.4","LANDORE, ID US","      3.3","","       3.3","6","       172","6","        99","6","         5","6","         5","6","       217","6","        49","6","        69","6","         0","6","","","  -19.4","6,0114,+","  61.5"," ,6,0318, ","   31.1","6,0731, ","0.0","6,0818","-3.9","6,0913","-5.0","6,0919","-8.3","6,1118","-10.0","6,1123","-1.1","6,0716","-2.2","6,0615","-5.0","6,0430","-7.8","6,0429","-10.0","6,0428","    4813.9","9","    4813.9","6","   1184.6"," ,6","      4.71","6","     11.12","6","     -1.69","6"
"USC00105120","1908","45.133333","-116.633333","1615.4","LANDORE, ID US","     24.2","","      24.2","6","","","","","","","         4","6","       217","6","        47","6","        79","6","         2","6","         2"," ","  -23.3","6,0131, ","","","   33.3","6,0731, ","-1.1","6,0826","-3.9","6,0923","-4.4","6,0924","-6.7","6,0925","-10.0","6,1022","-0.6","6,0726","-3.3","6,0620","-5.6","6,0426","-7.2","6,0408","-10.6","6,0407","    4975.2","2","    4975.2","6","","","      4.56","6","     11.10","6","     -2.00","6"
"USC00105120","1909","45.133333","-116.633333","1615.4","LANDORE, ID US","      8.9","","       8.9","6","       152","6","       101","6","         7","6","         9","6","       223","6","        56","6","        90","6","         0","6","","","  -21.1","6,0110, ","  48.5"," ,6,0119, ","   31.7","6,0819,+","-1.1","6,0827","-3.9","6,0918","-6.7","6,1008","-6.7","6,1008","-10.0","6,1112","0.0","6,0624","-3.9","6,0530","-5.0","6,0511","-10.0","6,0430","-10.0","6,0430","    4958.8","8","    4958.8","6","   1143.4"," ,6","      4.44","6","     10.93","6","     -2.06","6"
"USC00105120","1910","45.133333","-116.633333","1615.4","LANDORE, ID US","     29.2","","      29.2","6","       118","6","        89","6","         5","6","         5","6","       213","6","        54","6","       109","6","         4","6","","","  -22.2","6,0105, ","  40.1"," ,6,1003, ","   33.3","6,0719, ","0.0","6,0814","-2.2","6,0824","-4.4","6,0912","-6.7","6,0913","-8.9","6,1114","0.0","6,0625","-2.8","6,0608","-5.0","6,0520","-6.7","6,0415","-8.9","6,0329","    4753.1","1","    4753.1","6","    915.6"," ,6","      5.48","6","     12.75","6","     -1.79","6"
"USC00105120","1911","45.133333","-116.633333","1615.4","LANDORE, ID US","     13.1","","      13.1","6","       128","6","        87","6","         1","6","         8","6","       249","6","        54","6","        77","6","         2","6","","","  -21.1","6,0227,+","  36.3"," ,6,0202, ","   34.4","6,0709, ","-0.6","6,0913","-2.8","6,0918","-6.7","6,1019","-6.7","6,1019","-11.1","6,1110","-0.6","6,0727","-3.3","6,0714","-5.6","6,0520","-7.8","6,0506","-12.8","6,0414","    5012.1","1","    5012.1","6","    805.0"," ,6","      3.94","6","     11.05","6","     -3.17","6"
"USC00105120","1912","45.133333","-116.633333","1615.4","LANDORE, ID US","      4.7","","       4.7","6","       144","6","       101","6","         5","6","         8","6","       246","6","        40","6","        70","6","         0","6","","","  -23.9","6,0108, ","  33.0"," ,6,0126, ","   30.0","6,0729,+","-0.6","6,0816","-2.8","6,0830","-6.1","6,0927","-7.2","6,1018","-9.4","6,1031","0.0","6,0708","-2.2","6,0510","-4.4","6,0504","-8.3","6,0414","-8.9","6,0401","    5081.6","6","    5081.6","6","   1008.3"," ,6","      4.03","6","     10.64","6","     -2.57","6"
"USC00105120","1913","45.133333","-116.633333","1615.4","LANDORE, ID US","     19.6","","      19.6","6","","","","","","","        13","6","       227","6","        61","6","        92","6","         0","6","","","  -23.9","6,0320, ","","","   31.7","6,0720, ","-1.7","6,0901","-3.9","6,0908","-5.6","6,0924","-6.7","6,1006","-10.6","6,1122","-1.7","6,0714","-2.2","6,0516","-5.6","6,0502","-7.2","6,0501","-10.6","6,0423","    5358.6","6","    5358.6","6","","","      4.08","6","     11.03","6","     -2.88","6"
"USC00105120","1914","45.133333","-116.633333","1615.4","LANDORE, ID US","     23.1","","      23.1","6","       124","6","        89","6","         4","6","         7","6","       217","6","        37","6","       103","6","         2","6","","","  -26.7","6,0206, ","  28.2"," ,6,0624, ","   32.2","6,0813,+","0.0","6,0817","-2.2","6,0818","-5.6","6,1106","-11.7","6,1115","-11.7","6,1115","-1.7","6,0721","-3.9","6,0613","-5.6","6,0606","-7.8","6,0605","-11.1","6,0326","    4734.3","3","    4734.3","6","    826.6"," ,6","      5.67","6","     13.08","6","     -1.73","6"
