"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00067361","1885","41.31667","-73.08333","18.0","DERBY SHELTON, CT US","    251.7","","     251.7","6","        72","6","        65","6","        14","6","         3","6","       160","6","        56","6","       121","6","         6","6","         1"," ","  -20.6","6,0128, "," 138.4"," ,6,0803, ","   34.4","6,0721, ","0.0","6,1022","-2.8","6,1031","-4.4","6,1121","-6.7","6,1127","-12.8","6,1207","-0.6","6,0511","-2.2","6,0503","-6.1","6,0409","-7.2","6,0408","-11.1","6,0330","","","","","   1296.5"," ,6","      7.81","6","     13.21","6","      2.40","6"
"USC00067361","1887","41.31667","-73.08333","18.0","DERBY SHELTON, CT US","    310.1","","     310.1","6","","","","","","","         2","6","       159","6","        40","6","       128","6","         6","6","","","  -23.3","6,0119,+","","","   32.8","6,0713,+","-0.6","6,1012","-3.9","6,1015","-5.6","6,1101","-12.2","6,1130","-12.2","6,1130","0.0","6,0421","-2.2","6,0419","-5.6","6,0407","-8.9","6,0330","-8.9","6,0330","    3727.2","2","    3727.2","6","","","      8.61","6","     13.90","6","      3.31","6"
"USC00067361","1888","41.31667","-73.08333","18.0","DERBY SHELTON, CT US","    215.1","","     215.1","6","","","","","","","         8","6","       161","6","        57","6","       110","6","         3","6","         2"," ","  -21.7","6,0122, ","","","   35.6","6,0623, ","0.0","6,0929","-2.8","6,1030","-7.2","6,1119","-7.2","6,1119","-9.4","6,1121","-1.1","6,0425","-2.2","6,0424","-10.0","6,0325","-10.0","6,0325","-10.0","6,0325","    4121.8","8","    4121.8","6","","","      7.52","6","     12.63","6","      2.42","6"
"USC00067361","1889","41.31667","-73.08333","18.0","DERBY SHELTON, CT US","    262.7","","     262.7","6","","","","","","","         0","6","       132","6","        25","6","       125","6","         0","6","","","  -17.2","6,0223, ","","","   31.7","6,0510, ","0.0","6,1007","-2.2","6,1106","-5.6","6,1115","-7.2","6,1116","-11.1","6,1203","0.0","6,0503","-2.2","6,0410","-6.1","6,0330","-7.8","6,0328","-11.1","6,0226","    3572.2","2","    3572.2","6","","","      9.66","6","     14.50","6","      4.83","6"
"USC00067361","1890","41.31667","-73.08333","18.0","DERBY SHELTON, CT US","    233.9","","     233.9","6","","","","","","","         1","6","       138","6","        28","6","       113","6","         3","6","","","  -17.8","6,1228, ","","","   33.9","6,0708, ","0.0","6,1021","-2.2","6,1104","-4.4","6,1105","-9.4","6,1123","-9.4","6,1123","0.0","6,0425","-2.2","6,0419","-6.7","6,0401","-6.7","6,0401","-11.7","6,0320","    3313.3","3","    3313.3","6","","","      9.15","6","     14.31","6","      4.00","6"
