"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"GMW00034074","1963","49.11667","9.78333","399.3","SCHWAEBISCH HALL, GM","       79","","   178"," ,X,0203,+"
"GMW00034074","1964","49.11667","9.78333","399.3","SCHWAEBISCH HALL, GM","       26","","   127"," ,X,1206,+"
