"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN001090500","1951","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        58","I","        53","I","         9","I","","","","","","","","","","","",""," 105.4"," ,I,0612, ","","","    821.9"," ,I","","","","","",""
"IN001090500","1952","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        64","I","        52","I","         3","I","","","","","","","","","","","","","  33.5"," ,I,0825, ","","","    565.2"," ,I","","","","","",""
"IN001090500","1953","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        77","I","        58","I","        20","I","","","","","","","","","","","",""," 140.7"," ,I,0620, ","","","   1412.6"," ,I","","","","","",""
"IN001090500","1954","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        65","I","        48","I","         9","I","","","","","","","","","","","","","  67.1"," ,I,0708, ","","","    804.9"," ,I","","","","","",""
"IN001090500","1955","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        94","I","        70","I","        14","I","","","","","","","","","","","","","  97.0"," ,I,0626, ","","","   1107.2"," ,I","","","","","",""
"IN001090500","1956","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        87","I","        58","I","        13","I","","","","","","","","","","","",""," 127.0"," ,I,0626, ","","","   1247.5"," ,I","","","","","",""
"IN001090500","1957","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        82","I","        63","I","        11","I","","","","","","","","","","","","","  69.9"," ,I,0706, ","","","    982.4"," ,I","","","","","",""
"IN001090500","1958","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        91","I","        66","I","        15","I","","","","","","","","","","","","","  75.0"," ,I,0708, ","","","   1126.3"," ,I","","","","","",""
"IN001090500","1959","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        86","I","        69","I","        16","I","","","","","","","","","","","",""," 115.2"," ,I,0724, ","","","   1315.9"," ,I","","","","","",""
"IN001090500","1960","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        74","I","        60","I","        17","I","","","","","","","","","","","","","  86.0"," ,I,0727, ","","","   1266.5"," ,I","","","","","",""
"IN001090500","1961","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        93","I","        76","I","        17","I","","","","","","","","","","","","","  70.6"," ,I,0712, ","","","   1374.1"," ,I","","","","","",""
"IN001090500","1962","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        79","I","        67","I","        20","I","","","","","","","","","","","","","  75.0"," ,I,0707, ","","","   1360.1"," ,I","","","","","",""
"IN001090500","1963","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        75","I","        63","I","        19","I","","","","","","","","","","","","","  84.0"," ,I,0816, ","","","   1256.2"," ,I","","","","","",""
"IN001090500","1964","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        72","I","        59","I","        14","I","","","","","","","","","","","","","  84.2"," ,I,0819, ","","","   1125.9"," ,I","","","","","",""
"IN001090500","1965","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        57","I","        49","I","        13","I","","","","","","","","","","","",""," 122.6"," ,I,0720, ","","","    990.4"," ,I","","","","","",""
"IN001090500","1966","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        66","I","        50","I","        17","I","","","","","","","","","","","",""," 120.6"," ,I,0905, ","","","   1346.1"," ,I","","","","","",""
"IN001090500","1967","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        72","I","        52","I","        14","I","","","","","","","","","","","",""," 113.2"," ,I,0613, ","","","   1084.5"," ,I","","","","","",""
"IN001090500","1968","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        85","I","        53","I","         6","I","","","","","","","","","","","","","  72.7"," ,I,0906, ","","","    870.4"," ,I","","","","","",""
"IN001090500","1969","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        97","I","        68","I","        14","I","","","","","","","","","","","",""," 128.0"," ,I,0920, ","","","   1152.3"," ,I","","","","","",""
"IN001090500","1970","18.767","79.433","156.0","RAMGUNDAM, IN","","","","","        78","I","        52","I","        12","I","","","","","","","","","","","","","  71.0"," ,I,0607, ","","","   1009.8"," ,I","","","","","",""
