"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00040983","1947","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        14","6","         9","6","         0","6","","","","","","","","","","","","","","","","","","","","","","","  21.3"," ,6,1204, ","","","","","","","","","","","","","","","","","","","","","     90.4"," ,6","","","","","","","",""
"USC00040983","1948","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        17","0","        11","0","         1","0","","","","","","","","","","","","","","","","","","","","","","","  48.0"," ,0,1017, ","","","","","","","","","","","","","","","","","","","","","    120.0"," ,0","","","","","","","",""
"USC00040983","1949","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        21","0","         8","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","     0","T,0,0111, ","     0","T,0,0111, ","  24.6"," ,0,0112, ","","","","","","","","","","","","","","","","","","","","","     97.1"," ,0","        0","T,0","","","","","",""
"USC00040983","1951","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        23","0","        16","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  27.9"," ,0,0827, ","","","","","","","","","","","","","","","","","","","","","    170.1"," ,0","        0"," ,0","","","","","",""
"USC00040983","1952","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        26","0","        16","0","         2","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  38.4"," ,0,0118, ","","","","","","","","","","","","","","","","","","","","","    201.8"," ,0","        0"," ,0","","","","","",""
"USC00040983","1953","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        10","0","         3","0","         0","0","","","","","","","","","","","","","","","","","","","","","","","  14.2"," ,0,0302, ","","","","","","","","","","","","","","","","","","","","","     34.4"," ,0","","","","","","","",""
"USC00040983","1954","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        21","0","        13","0","         0","0","        0","","         0","0","","","","","","","","","","","         1"," ","","","     0"," ,0,1231,+","     0","T,0,0713, ","  23.9"," ,0,0120, ","","","","","","","","","","","","","","","","","","","","","    132.7"," ,0","        0","T,0","","","","","",""
"USC00040983","1955","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        18","0","        11","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  46.2"," ,0,0805, ","","","","","","","","","","","","","","","","","","","","","    135.1"," ,0","        0"," ,0","","","","","",""
"USC00040983","1957","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        24","0","         9","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  25.9"," ,0,0108, ","","","","","","","","","","","","","","","","","","","","","     92.7"," ,0","        0"," ,0","","","","","",""
"USC00040983","1958","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        26","0","        13","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0","T,0,1116, ","  39.1"," ,0,0204, ","","","","","","","","","","","","","","","","","","","","","    185.8"," ,0","        0","T,0","","","","","",""
"USC00040983","1959","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        24","0","        14","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  30.5"," ,0,0222, ","","","","","","","","","","","","","","","","","","","","","    160.5"," ,0","        0"," ,0","","","","","",""
"USC00040983","1960","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        20","0","        13","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  16.0"," ,0,1105, ","","","","","","","","","","","","","","","","","","","","","    110.4"," ,0","        0"," ,0","","","","","",""
"USC00040983","1961","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        15","0","         8","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  12.7"," ,0,1215, ","","","","","","","","","","","","","","","","","","","","","     55.7"," ,0","        0"," ,0","","","","","",""
"USC00040983","1963","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        18","0","        13","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.7"," ,0,1018, ","","","","","","","","","","","","","","","","","","","","","    174.0"," ,0","        0"," ,0","","","","","",""
"USC00040983","1964","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        22","0","        13","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.4"," ,0,1118, ","","","","","","","","","","","","","","","","","","","","","    112.3"," ,0","        0"," ,0","","","","","",""
"USC00040983","1965","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        31","0","        15","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  42.9"," ,0,1123, ","","","","","","","","","","","","","","","","","","","","","    204.7"," ,0","        0"," ,0","","","","","",""
"USC00040983","1966","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        20","0","        12","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  32.0"," ,0,0730, ","","","","","","","","","","","","","","","","","","","","","    128.9"," ,0","        0"," ,0","","","","","",""
"USC00040983","1967","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","","","","","        28","0","        14","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  21.6"," ,0,0830, ","","","","","","","","","","","","","","","","","","","","","    150.3"," ,0","        0"," ,0","","","","","",""
"USC00040983","1968","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","   2100.3","","    2100.3","0","        16","0","         7","0","         0","0","        0","","         0","0","         0","0","         3","0","         0","0","       315","0","       161","0","","","   -1.7","0,1221, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  20.6"," ,0,0402, ","   46.7","0,0622,+","-1.7","0,1221","","","","","","","","","","","","","","","","","     81.1"," ,0","        0"," ,0","     22.73","0","     30.53","0","     14.93","0"
"USC00040983","1969","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","   2104.0","","    2104.0","0","        32","0","        14","0","         1","0","        0","","         0","0","         0","0","         1","0","         0","0","       302","0","       162","0","","","    0.0","0,1230, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  27.4"," ,0,1110, ","   48.3","0,0805, ","0.0","0,1230","","","","","","","","","","","","","     586.9","9","     586.9","0","    147.9"," ,0","        0"," ,0","     22.58","0","     30.51","0","     14.65","0"
"USC00040983","1970","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","   2066.2","","    2066.2","0","        23","0","        15","0","         0","0","        0","","         0","0","         0","0","         5","0","         0","0","       306","0","       158","0","","","   -3.3","0,0103, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  24.6"," ,0,0817, ","   48.9","0,0626, ","","","","","","","-1.7","0,0130","-2.8","0,0106","","","","","     504.7","7","     504.7","0","    145.3"," ,0","        0"," ,0","     22.39","0","     30.29","0","     14.49","0"
"USC00040983","1971","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","   1981.0","","    1981.0","0","        24","0","         9","0","         0","0","        0","","         0","0","         0","0","         7","0","         0","0","       291","0","       156","0","","","   -6.7","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+","   6.9"," ,0,1228, ","   47.8","0,0714,+","","","","","","","-1.1","0,0303","-3.3","0,0108","-6.7","0,0105","-6.7","0,0105","     647.9","9","     647.9","0","     60.9"," ,0","        0"," ,0","     21.66","0","     29.81","0","     13.52","0"
"USC00040983","1972","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","   2117.2","","    2117.2","0","        21","0","        11","0","         0","0","        0","","         0","0","         0","0","         8","0","         0","0","       312","0","       179","0","         4"," ","   -3.9","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  16.0"," ,0,1112, ","   47.8","0,0705, ","-1.1","0,1212","","","","","-2.2","0,0420","-2.2","0,0420","","","","","     653.7","7","     653.7","0","     87.4"," ,0","        0"," ,0","     22.51","0","     30.77","0","     14.24","0"
"USC00040983","1973","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","   2074.8","","    2074.8","0","        29","0","        12","0","         0","0","        0","","         0","0","         0","0","         4","0","         0","0","       295","0","       175","0","","","   -1.1","0,0106, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  14.7"," ,0,0211, ","   48.3","0,0628, ","","","","","","","0.0","0,0126","","","","","","","     738.8","8","     738.8","0","     82.4"," ,0","        0"," ,0","     22.22","0","     30.52","0","     13.93","0"
"USC00040983","1974","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","   2212.2","","    2212.2","0","        22","0","        13","0","         3","0","        0","","         0","0","         0","0","         5","0","         0","0","       314","0","       170","0","","","   -3.9","0,0103, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  45.2"," ,0,0108, ","   47.8","0,0628, ","0.0","0,1224","","","","","-3.9","0,0103","-3.9","0,0103","","","","","     562.5","5","     562.5","0","    196.4"," ,0","        0"," ,0","     22.71","0","     30.78","0","     14.63","0"
"USC00040983","1975","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","   2021.9","","    2021.9","0","        27","0","        10","0","         0","0","        0","","         0","0","         0","0","         3","0","         0","0","       304","0","       152","0","","","    0.0","0,0201,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  20.6"," ,0,0909, ","   47.8","0,0805, ","","","","","","","0.0","0,0201","","","","","","","     663.7","7","     663.7","0","    127.4"," ,0","        0"," ,0","     22.09","0","     30.21","0","     13.97","0"
"USC00040983","1976","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","   1963.9","","    1963.9","0","        30","0","        16","0","         3","0","        0","","         0","0","         0","0","         3","0","         0","0","       322","0","       164","0","","","   -1.7","0,0103, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  53.1"," ,0,0911, ","   47.2","0,0708,+","0.0","0,1129","","","","","-1.7","0,0103","","","","","","","     524.1","1","     524.1","0","    246.8"," ,0","        0"," ,0","     22.33","0","     30.61","0","     14.04","0"
"USC00040983","1977","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","   2123.2","","    2123.2","0","        27","0","        14","0","         1","0","        0","","         0","0","         0","0","         2","0","         0","0","       323","0","       174","0","","","   -2.2","0,0318, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  69.3"," ,0,0817, ","   48.9","0,0805, ","","","","","","","-2.2","0,0318","-2.2","0,0318","","","","","     520.2","2","     520.2","0","    198.2"," ,0","        0"," ,0","     22.92","0","     31.22","0","     14.62","0"
"USC00040983","1978","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","   2126.2","","    2126.2","0","        49","0","        29","0","         2","0","        0","","         0","0","         0","0","         3","0","         0","0","       282","0","       170","0","","","   -2.8","0,1209, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  38.1"," ,0,0301, ","   46.7","0,0721,+","-0.6","0,1207","-2.8","0,1209","","","","","","","","","","","     476.1","1","     476.1","0","    354.9"," ,0","        0"," ,0","     22.25","0","     30.40","0","     14.09","0"
"USC00040983","1979","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","   2096.7","","    2096.7","0","        38","0","        14","0","         2","0","        0","","         0","0","         0","0","         4","0","         0","0","       301","0","       175","0","","","   -1.7","0,0129, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  35.1"," ,0,0201, ","   47.2","0,0629,+","","","","","","","0.0","0,0201","","","","","","","     792.8","8","     792.8","0","    211.1"," ,0","        0"," ,0","     22.27","0","     30.64","0","     13.90","0"
"USC00040983","1980","33.2559","-116.4036","246.9","BORREGO DESERT PARK, CA US","   2005.9","","    2005.9","0","        36","0","        25","0","         4","0","        0","","         0","0","         0","0","         0","0","         0","0","       328","0","       161","0","","","    2.8","0,1209, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  43.9"," ,0,0214, ","   47.8","0,0729, ","","","","","","","","","","","","","","","     451.8","8","     451.8","0","    362.4"," ,0","        0"," ,0","     22.69","0","     31.09","0","     14.28","0"
