"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ET000063471","1953","9.6","41.85","1260.0","DIREDAWA, ET","","","","","        78","Q","        49","Q","         6","Q","         0","Q","         0","Q","","","","","","","    8.1","Q,1212, ","  52.1"," ,Q,1221, ","","","","","","","    616.2"," ,Q","","","","","     16.74","Q"
"ET000063471","1954","9.6","41.85","1260.0","DIREDAWA, ET","","","","","        85","Q","        58","Q","         8","Q","","","","","         0","Q","       365","Q","       143","Q","","","  67.0"," ,Q,0904, ","   38.4","Q,0607, ","","","","","    714.4"," ,Q","","","     31.51","Q","",""
"ET000063471","1955","9.6","41.85","1260.0","DIREDAWA, ET","","","","","        79","Q","        59","Q","         5","Q","         0","Q","         0","Q","","","","","","","   10.6","Q,0301, ","  39.0"," ,Q,0829, ","","","","","","","    649.6"," ,Q","","","","","     18.03","Q"
"ET000063471","1956","9.6","41.85","1260.0","DIREDAWA, ET","   2362.1","","    2362.1","Q","        78","Q","        59","Q","        17","Q","         0","Q","         0","Q","         0","Q","       365","Q","       142","Q","   10.5","Q,0714, "," 115.0"," ,Q,0330, ","   38.5","Q,0605, ","       0.0","0","       0.0","Q","   1125.9"," ,Q","     24.84","Q","     31.51","Q","     18.16","Q"
"ET000063471","1957","9.6","41.85","1260.0","DIREDAWA, ET","","","","","        72","Q","        46","Q","         9","Q","         0","Q","         0","Q","","","","","","","    9.5","Q,1212, ","  97.0"," ,Q,1008, ","","","","","","","    819.6"," ,Q","","","","","     17.61","Q"
"ET000063471","1958","9.6","41.85","1260.0","DIREDAWA, ET","","","","","        75","Q","        55","Q","         7","Q","         0","Q","         0","Q","","","","","","","   10.6","Q,1108, ","  69.2"," ,Q,0209, ","","","","","","","    829.6"," ,Q","","","","","     19.21","Q"
"ET000063471","1959","9.6","41.85","1260.0","DIREDAWA, ET","","","","","        45","Q","        37","Q","         4","Q","","","","","","","","","","","","","  47.0"," ,Q,0803, ","","","","","","","    459.7"," ,Q","","","","","",""
"ET000063471","1961","9.6","41.85","1260.0","DIREDAWA, ET","","","","","        56","Q","        49","Q","         7","Q","","","","","","","","","","","","","  49.0"," ,Q,0702, ","","","","","","","    784.7"," ,Q","","","","","",""
"ET000063471","1962","9.6","41.85","1260.0","DIREDAWA, ET","","","","","        45","Q","        36","Q","         5","Q","","","","","","","","","","","","","  42.0"," ,Q,0726, ","","","","","","","    469.6"," ,Q","","","","","",""
"ET000063471","1963","9.6","41.85","1260.0","DIREDAWA, ET","","","","","        51","Q","        41","Q","         9","Q","","","","","         0","Q","       363","Q","       190","Q","","","  50.0"," ,Q,0810, ","   37.5","Q,0612,+","","","","","    711.4"," ,Q","","","     31.97","Q","",""
"ET000063471","1964","9.6","41.85","1260.0","DIREDAWA, ET","","","","","        78","Q","        51","Q","        12","Q","","","","","         0","Q","       361","Q","       108","Q","","","  61.4"," ,Q,1217, ","   36.4","Q,0614, ","","","","","    817.6"," ,Q","","","     30.88","Q","",""
"ET000063471","1965","9.6","41.85","1260.0","DIREDAWA, ET","   2320.3","","    2320.3","Q","        61","Q","        24","Q","         4","Q","         0","Q","         0","Q","         0","Q","       364","Q","       149","Q","   10.4","Q,0126, ","  57.0"," ,Q,0418, ","   36.5","Q,0624, ","       1.1","1","       1.1","Q","    398.1"," ,Q","     24.71","Q","     31.24","Q","     18.18","Q"
"ET000063471","1966","9.6","41.85","1260.0","DIREDAWA, ET","   2388.2","","    2388.2","Q","        63","Q","        40","Q","         4","Q","         0","Q","         0","Q","         0","Q","       364","Q","       173","Q","    9.5","Q,1231, ","  28.0"," ,Q,0224, ","   37.7","Q,1129, ","       0.0","0","       0.0","Q","    453.7"," ,Q","     24.88","Q","     31.35","Q","     18.41","Q"
"ET000063471","1967","9.6","41.85","1260.0","DIREDAWA, ET","","","","","        92","Q","        66","Q","         7","Q","","","","","         0","Q","       361","Q","        85","Q","","","  47.6"," ,Q,1113, ","   35.5","Q,0526,+","       0.8","8","       0.8","Q","    910.6"," ,Q","","","     30.04","Q","",""
"ET000063471","1968","9.6","41.85","1260.0","DIREDAWA, ET","   2094.0","","    2094.0","Q","        93","Q","        64","Q","         6","Q","         0","Q","         0","Q","         0","Q","       362","Q","       105","Q","    8.9","Q,0106,+","  85.0"," ,Q,0706, ","   36.0","Q,0613, ","","","","","    790.0"," ,Q","     24.03","Q","     30.21","Q","     17.85","Q"
"ET000063471","1969","9.6","41.85","1260.0","DIREDAWA, ET","   2431.9","","    2431.9","Q","        70","Q","        37","Q","         8","Q","         0","Q","         0","Q","         0","Q","       365","Q","       158","Q","    8.0","Q,0131, ","  62.5"," ,Q,0125, ","   37.0","Q,0618, ","       3.7","7","       3.7","Q","    597.5"," ,Q","     24.96","Q","     31.35","Q","     18.58","Q"
"ET000063471","1970","9.6","41.85","1260.0","DIREDAWA, ET","   2393.5","","    2393.5","Q","        56","Q","        43","Q","         7","Q","         0","Q","         0","Q","         0","Q","       360","Q","       133","Q","   11.0","Q,1228,+","  38.1"," ,Q,0309, ","   37.1","Q,0702, ","       0.0","0","       0.0","Q","    634.3"," ,Q","     24.95","Q","     31.12","Q","     18.79","Q"
"ET000063471","1971","9.6","41.85","1260.0","DIREDAWA, ET","   2365.1","","    2365.1","Q","        63","Q","        39","Q","         4","Q","         0","Q","         0","Q","         0","Q","       361","Q","       158","Q","   10.5","Q,0101, ","  44.6"," ,Q,0726, ","   37.2","Q,0531, ","       0.0","0","       0.0","Q","    420.6"," ,Q","     24.95","Q","     31.35","Q","     18.56","Q"
"ET000063471","1972","9.6","41.85","1260.0","DIREDAWA, ET","   2536.2","","    2536.2","Q","        63","Q","        43","Q","         4","Q","         0","Q","         0","Q","         0","Q","       366","Q","       158","Q","   12.0","Q,1030,+","  40.8"," ,Q,0418, ","   37.1","Q,0618, ","       0.4","4","       0.4","Q","    474.2"," ,Q","     25.28","Q","     31.48","Q","     19.07","Q"
"ET000063471","1973","9.6","41.85","1260.0","DIREDAWA, ET","   2685.7","","    2685.7","Q","        59","Q","        35","Q","         0","Q","         0","Q","         0","Q","         0","Q","       362","Q","       201","Q","   11.0","Q,0203, ","  23.0"," ,Q,0721, ","   37.3","Q,0609, ","       0.0","0","       0.0","Q","    385.1"," ,Q","     25.76","Q","     32.21","Q","     19.31","Q"
"ET000063471","1975","9.6","41.85","1260.0","DIREDAWA, ET","   2434.3","","    2434.3","Q","        72","Q","        53","Q","         5","Q","         0","Q","         0","Q","         0","Q","       363","Q","       142","Q","    9.4","Q,0109, ","  54.9"," ,Q,0410, ","   36.0","Q,0601,+","       0.0","0","       0.0","Q","    691.6"," ,Q","     25.02","Q","     31.26","Q","     18.78","Q"
"ET000063471","1976","9.6","41.85","1260.0","DIREDAWA, ET","   2550.1","","    2550.1","Q","        72","Q","        56","Q","         2","Q","         0","Q","         0","Q","         0","Q","       366","Q","       159","Q","    6.0","Q,1205, ","  30.4"," ,Q,0804, ","   37.0","Q,0610, ","       0.0","0","       0.0","Q","    583.8"," ,Q","     25.30","Q","     31.48","Q","     19.12","Q"
"ET000063471","1977","9.6","41.85","1260.0","DIREDAWA, ET","","","","","        71","Q","        51","Q","         6","Q","","","","","","","","","","","","","  80.9"," ,Q,0819, ","","","       1.3","3","       1.3","Q","    624.2"," ,Q","","","","","",""
"ET000063471","1978","9.6","41.85","1260.0","DIREDAWA, ET","","","","","        59","Q","        36","Q","         5","Q","","","","","","","","","","","","","  76.5"," ,Q,0227, ","","","","","","","    431.3"," ,Q","","","","","",""
"ET000063471","1979","9.6","41.85","1260.0","DIREDAWA, ET","   2452.2","","    2452.2","Q","        61","Q","        34","Q","         2","Q","         0","Q","         0","Q","         0","Q","       362","Q","       152","Q","   12.4","Q,1204, ","  87.0"," ,Q,1221, ","   36.2","Q,0623,+","","","","","    365.5"," ,Q","     25.07","Q","     31.01","Q","     19.13","Q"
"ET000063471","1980","9.6","41.85","1260.0","DIREDAWA, ET","   2725.2","","    2725.2","Q","        64","Q","        41","Q","         2","Q","         0","Q","         0","Q","         0","Q","       366","Q","       192","Q","   12.5","Q,1228,+","  79.2"," ,Q,0127, ","   36.6","Q,0616, ","       0.0","0","       0.0","Q","    450.1"," ,Q","     25.78","Q","     31.96","Q","     19.60","Q"
