"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"PEM00084686","1977","-13.536","-71.939","3310.1","TENIENTE ALEJANDRO VELASCO AS, PE","        70","S","        52","S","         2","S","         0","S","        55","S","   -6.0","S,0911, ","  50.0"," ,S,0628, ","0.0","S,0519","-3.0","S,0531","0.0","S,1019","-6.0","S,0911","-6.0","S,0911","    448.5"," ,S","      3.80","S"
"PEM00084686","1978","-13.536","-71.939","3310.1","TENIENTE ALEJANDRO VELASCO AS, PE","        77","S","        56","S","         0","S","","","","","","","  23.9"," ,S,1127,+","","","","","","","","","","","    495.9"," ,S","",""
"PEM00084686","1980","-13.536","-71.939","3310.1","TENIENTE ALEJANDRO VELASCO AS, PE","        74","S","        62","S","         2","S","","","","","","","  39.9"," ,S,0214, ","","","","","","","","","","","    608.8"," ,S","",""
"PEM00084686","1988","-13.536","-71.939","3310.1","TENIENTE ALEJANDRO VELASCO AS, PE","        91","S","        67","S","         1","S","","","","","","","  30.0"," ,S,0331, ","","","","","","","","","","","    549.1"," ,S","",""
"PEM00084686","1989","-13.536","-71.939","3310.1","TENIENTE ALEJANDRO VELASCO AS, PE","       104","S","        66","S","         2","S","","","","","","","  82.0"," ,S,1224, ","","","","","","","","","","","    619.9"," ,S","",""
"PEM00084686","1991","-13.536","-71.939","3310.1","TENIENTE ALEJANDRO VELASCO AS, PE","        90","S","        62","S","         3","S","","","","","","","  54.1"," ,S,0818, ","","","","","","","","","","","    646.0"," ,S","",""
"PEM00084686","1992","-13.536","-71.939","3310.1","TENIENTE ALEJANDRO VELASCO AS, PE","        94","S","        53","S","         1","S","","","","","","","  97.0"," ,S,0618, ","","","","","","","","","","","    617.9"," ,S","",""
"PEM00084686","1993","-13.536","-71.939","3310.1","TENIENTE ALEJANDRO VELASCO AS, PE","       132","S","        81","S","         2","S","","","","","","","  70.1"," ,S,1228, ","","","","","","","","","","","    765.4"," ,S","",""
"PEM00084686","1994","-13.536","-71.939","3310.1","TENIENTE ALEJANDRO VELASCO AS, PE","       118","S","        84","S","         2","S","","","","","","","  39.9"," ,S,0128, ","","","","","","","","","","","    835.4"," ,S","",""
"PEM00084686","1995","-13.536","-71.939","3310.1","TENIENTE ALEJANDRO VELASCO AS, PE","        90","S","        58","S","         3","S","","","","","","","  89.9"," ,S,1119, ","","","","","","","","","","","    660.0"," ,S","",""
"PEM00084686","1996","-13.536","-71.939","3310.1","TENIENTE ALEJANDRO VELASCO AS, PE","       115","S","        73","S","         0","S","","","","","","","  24.9"," ,S,0126, ","","","","","","","","","","","    651.4"," ,S","",""
"PEM00084686","1997","-13.536","-71.939","3310.1","TENIENTE ALEJANDRO VELASCO AS, PE","       125","S","        74","S","         4","S","","","","","",""," 102.1"," ,S,0104, ","","","","","","","","","","","    939.9"," ,S","",""
"PEM00084686","1998","-13.536","-71.939","3310.1","TENIENTE ALEJANDRO VELASCO AS, PE","        96","S","        48","S","         1","S","","","","","","","  39.9"," ,S,0127, ","","","","","","","","","","","    487.8"," ,S","",""
"PEM00084686","2003","-13.536","-71.939","3310.1","TENIENTE ALEJANDRO VELASCO AS, PE","       118","S","        60","S","         2","S","","","","","","","  35.1"," ,S,0404, ","","","","","","","","","","","    592.6"," ,S","",""
