"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MGM00044313","2005","47.617","118.617","688.0","KHALKH GOL, MG","       131","S","       100","S","        10","S","   36.5","S,0626, ","      6.43","S"
"MGM00044313","2007","47.617","118.617","688.0","KHALKH GOL, MG","       127","S","       117","S","        18","S","   40.6","S,0610, ","      8.82","S"
"MGM00044313","2009","47.617","118.617","688.0","KHALKH GOL, MG","       137","S","        97","S","         7","S","   34.7","S,0808, ","      6.37","S"
"MGM00044313","2010","47.617","118.617","688.0","KHALKH GOL, MG","       142","S","       110","S","        14","S","   38.5","S,0625, ","      6.27","S"
"MGM00044313","2011","47.617","118.617","688.0","KHALKH GOL, MG","       121","S","       102","S","         6","S","   38.3","S,0619, ","      6.26","S"
"MGM00044313","2014","47.617","118.617","688.0","KHALKH GOL, MG","       121","S","        97","S","         6","S","   36.7","S,0531, ","      7.75","S"
"MGM00044313","2015","47.617","118.617","688.0","KHALKH GOL, MG","       125","S","       105","S","         8","S","   35.0","S,0707, ","      7.79","S"
"MGM00044313","2018","47.617","118.617","688.0","KHALKH GOL, MG","       124","S","       112","S","         8","S","   36.2","S,0701, ","      7.22","S"
"MGM00044313","2019","47.617","118.617","688.0","KHALKH GOL, MG","       107","S","       100","S","        11","S","   37.5","S,0623, ","      8.69","S"
"MGM00044313","2020","47.617","118.617","688.0","KHALKH GOL, MG","       119","S","        92","S","         9","S","   37.0","S,0607, ","      7.57","S"
