"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SPE00156261","2008","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","    511.2","","     511.2","E","        81","E","        56","E","         6","E","         0","E","        22","E","         0","E","       187","E","        32","E","   -3.0","E,1212, ","  44.6"," ,E,1226, ","   36.8","E,0812, ","-0.3","E,1129","-2.4","E,1203","","","","","-0.2","E,0321","-2.4","E,0101","","","","","","","","","    693.3"," ,E","     15.35","E","     21.93","E","      8.78","E"
"SPE00156261","2009","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","    662.6","","     662.6","E","        72","E","        41","E","         3","E","         0","E","        30","E","         0","E","       198","E","        37","E","   -7.9","E,1220, ","  42.0"," ,E,0514, ","   40.1","E,0723, ","-0.7","E,1202","-4.1","E,1216","-4.7","E,1217","-7.9","E,1220","-0.1","E,0322","-2.2","E,0216","","","","","    1663.3","3","    1663.3","E","    452.6"," ,E","     15.85","E","     22.49","E","      9.22","E"
"SPE00156261","2010","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","    499.5","","     499.5","E","        81","E","        52","E","        11","E","         0","E","        54","E","         0","E","       172","E","        19","E","   -6.6","E,0311, ","  64.1"," ,E,0917, ","   37.1","E,0822, ","-0.4","E,1125","-3.2","E,1204","","","","","-1.2","E,0317","-2.8","E,0314","-6.6","E,0311","","","    1750.9","9","    1750.9","E","    880.6"," ,E","     14.40","E","     20.54","E","      8.26","E"
"SPE00156261","2011","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","    497.1","","     497.1","E","        78","E","        43","E","         8","E","         0","E","        21","E","         0","E","       201","E","        16","E","   -6.5","E,0125, ","  64.4"," ,E,0726, ","   35.7","E,0822, ","-0.2","E,1218","-3.3","E,1219","","","","","-0.2","E,0210","-4.2","E,0127","-4.4","E,0126","","","    1687.0","0","    1687.0","E","    808.1"," ,E","     15.68","E","     22.05","E","      9.32","E"
"SPE00156261","2012","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","    529.8","","     529.8","E","        67","E","        42","E","         6","E","         0","E","        52","E","         0","E","       185","E","        19","E","   -6.8","E,0212, ","  58.6"," ,E,0912, ","   36.9","E,0821, ","-1.0","E,1029","-2.2","E,1130","","","","","-0.3","E,0319","-2.4","E,0306","-5.1","E,0213","-6.8","E,0212","    1630.4","4","    1630.4","E","    546.2"," ,E","     15.01","E","     21.67","E","      8.34","E"
"SPE00156261","2013","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","    484.9","","     484.9","E","        85","E","        45","E","         5","E","         0","E","        51","E","         0","E","       183","E","        17","E","   -5.8","E,0224, ","  87.2"," ,E,1117, ","   35.7","E,0725, ","0.0","E,1123","-2.7","E,1128","","","","","-1.0","E,0316","-3.6","E,0226","-5.8","E,0224","","","    1755.2","2","    1755.2","E","    685.1"," ,E","     14.86","E","     21.28","E","      8.44","E"
"SPE00156261","2014","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","    476.1","","     476.1","E","        96","E","        49","E","         7","E","         0","E","        19","E","         0","E","       200","E","         5","E","   -2.7","E,1231, ","  74.0"," ,E,0822, ","   35.3","E,0613, ","-2.7","E,1231","-2.7","E,1231","","","","","-0.7","E,0324","","","","","","","    1522.1","1","    1522.1","E","    725.4"," ,E","     15.72","E","     22.05","E","      9.38","E"
"SPE00156261","2015","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","    574.3","","     574.3","E","        61","E","        33","E","         3","E","         0","E","        36","E","         0","E","       202","E","        19","E","   -4.8","E,0202, ","  33.7"," ,E,0321, ","   40.3","E,0705, ","-0.8","E,1123","-2.3","E,1124","","","","","0.0","E,0308","-2.9","E,0211","-4.8","E,0202","","","    1461.8","8","    1461.8","E","    394.6"," ,E","     15.65","E","     22.34","E","      8.95","E"
"SPE00156261","2016","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","    547.5","","     547.5","E","        70","E","        44","E","         6","E","         0","E","        24","E","         0","E","       179","E","        30","E","   -3.4","E,0117, ","  78.7"," ,E,0914, ","   36.6","E,0804, ","-0.8","E,1202","","","","","","","-0.5","E,0314","-2.6","E,0309","","","","","    1538.7","7","    1538.7","E","    603.8"," ,E","     15.56","E","     22.05","E","      9.08","E"
"SPE00156261","2017","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","    587.5","","     587.5","E","        60","E","        35","E","         3","E","         0","E","        40","E","         0","E","       209","E","        28","E","   -5.2","E,0119, ","  75.0"," ,E,0122, ","   36.8","E,0829, ","-2.4","E,1115","-2.4","E,1115","-4.5","E,1213","","","-0.4","E,0428","-5.2","E,0119","-5.2","E,0119","","","    1487.3","3","    1487.3","E","    409.5"," ,E","     15.51","E","     22.26","E","      8.76","E"
"SPE00156261","2018","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","    649.6","","     649.6","E","        93","E","        57","E","        11","E","         0","E","        22","E","         0","E","       194","E","        32","E","   -4.0","E,0209, ","  90.1"," ,E,1114, ","   37.4","E,0804, ","-0.6","E,1230","","","","","","","-0.8","E,0401","-2.8","E,0224","","","","","    1708.8","8","    1708.8","E","    966.4"," ,E","     15.83","E","     22.17","E","      9.48","E"
"SPE00156261","2020","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","    561.5","","     561.5","E","        78","E","        48","E","         9","E","         0","E","        21","E","         0","E","       193","E","        22","E","   -4.0","E,1227, ","  73.5"," ,E,0120, ","   37.5","E,0801, ","-1.7","E,1121","-2.2","E,1226","","","","","-0.9","E,0206","-2.5","E,0113","","","","","    1419.2","2","    1419.2","E","    778.0"," ,E","     15.73","E","     22.14","E","      9.32","E"
"SPE00156261","2021","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","    582.6","","     582.6","E","        70","E","        35","E","         5","E","         0","E","        31","E","         0","E","       185","E","        21","E","   -4.8","E,0104, ","  35.7"," ,E,0421, ","   38.8","E,0723, ","-0.5","E,1128","","","","","","","0.0","E,0408","-3.0","E,0112","-4.8","E,0104","","","    1669.6","6","    1669.6","E","    413.9"," ,E","     15.43","E","     21.76","E","      9.10","E"
"SPE00156261","2022","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","    832.6","","     832.6","E","        66","E","        29","E","         5","E","         0","E","        37","E","         0","E","       206","E","        65","E","   -4.7","E,0117,+","  69.4"," ,E,0312, ","   38.7","E,0722, ","-0.2","E,1201","","","","","","","-0.6","E,0405","-2.3","E,0131","-4.7","E,0117","","","    1591.6","6","    1591.6","E","    419.0"," ,E","     16.60","E","     23.36","E","      9.85","E"
"SPE00156261","2023","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","    768.7","","     768.7","E","        67","E","        31","E","         3","E","         0","E","        42","E","         0","E","       216","E","        38","E","   -5.2","E,0130, ","  33.1"," ,E,0507, ","   43.8","E,0718, ","-0.5","E,1207","-3.1","E,1218","","","","","0.0","E,0405","-3.1","E,0213","-5.2","E,0130","","","    1428.9","9","    1428.9","E","    360.8"," ,E","     16.36","E","     23.46","E","      9.25","E"
"SPE00156261","2024","41.9775","3.0353","29.0","LA BISBAL DEMPORDA, SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1313.8","8","    1313.8"," ","","","","","","","",""
