"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES"
"AYW00088702","1961","-83.4","174.75","59.1","BEARDMORE CAMP, AY","         2"," "
"AYW00088702","1962","-83.4","174.75","59.1","BEARDMORE CAMP, AY","        16"," "
"AYW00088702","1963","-83.4","174.75","59.1","BEARDMORE CAMP, AY","        12"," "
