"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ZI000067755","1965","-17.617","27.333","617.0","BINGA, ZI","   2216.1","","    2216.1","Q","         0","Q","         0","Q","         0","Q","       365","Q","        87","Q","   10.5","Q,0620, ","   38.9","Q,1102,+","       5.7","7","       5.7","Q","     24.61","Q","     29.57","Q","     19.66","Q"
"ZI000067755","1966","-17.617","27.333","617.0","BINGA, ZI","   2309.6","","    2309.6","Q","         0","Q","         0","Q","         0","Q","       364","Q","       100","Q","    9.8","Q,0728, ","   39.3","Q,1115, ","       3.0","0","       3.0","Q","     24.91","Q","     29.87","Q","     19.95","Q"
"ZI000067755","1967","-17.617","27.333","617.0","BINGA, ZI","   2434.1","","    2434.1","Q","         0","Q","         0","Q","         0","Q","       359","Q","        78","Q","   10.9","Q,0714, ","   39.8","Q,1006, ","       3.7","7","       3.7","Q","     24.93","Q","     29.79","Q","     20.07","Q"
"ZI000067755","1968","-17.617","27.333","617.0","BINGA, ZI","   2459.5","","    2459.5","Q","         0","Q","         0","Q","         0","Q","       362","Q","       113","Q","    7.7","Q,0616, ","   39.4","Q,1027,+","      25.1","1","      25.1","Q","     25.18","Q","     30.19","Q","     20.16","Q"
"ZI000067755","1969","-17.617","27.333","617.0","BINGA, ZI","   2407.2","","    2407.2","Q","         0","Q","         0","Q","         0","Q","       365","Q","        85","Q","   10.8","Q,0620, ","   40.1","Q,1126, ","       1.5","5","       1.5","Q","     24.80","Q","     29.74","Q","     19.86","Q"
"ZI000067755","1970","-17.617","27.333","617.0","BINGA, ZI","   2474.3","","    2474.3","Q","         0","Q","         0","Q","         0","Q","       365","Q","       117","Q","   11.7","Q,0704, ","   38.9","Q,1008, ","       0.0","0","       0.0","Q","     25.57","Q","     30.78","Q","     20.36","Q"
"ZI000067755","1971","-17.617","27.333","617.0","BINGA, ZI","   2532.5","","    2532.5","Q","         0","Q","         0","Q","         0","Q","       365","Q","       100","Q","   12.5","Q,0716, ","   39.0","Q,1102, ","       0.6","6","       0.6","Q","     25.04","Q","     30.11","Q","     19.96","Q"
"ZI000067755","1972","-17.617","27.333","617.0","BINGA, ZI","   2345.0","","    2345.0","Q","         0","Q","         0","Q","         0","Q","       366","Q","       110","Q","   10.5","Q,0621, ","   40.5","Q,1123, ","       1.6","6","       1.6","Q","     25.18","Q","     30.42","Q","     19.93","Q"
"ZI000067755","1973","-17.617","27.333","617.0","BINGA, ZI","   2880.0","","    2880.0","Q","         0","Q","         0","Q","         0","Q","       365","Q","       133","Q","   10.4","Q,0716, ","   38.9","Q,1028, ","       0.0","0","       0.0","Q","     25.84","Q","     30.80","Q","     20.87","Q"
"ZI000067755","1974","-17.617","27.333","617.0","BINGA, ZI","   2272.4","","    2272.4","Q","         0","Q","         0","Q","         0","Q","       365","Q","        65","Q","   10.4","Q,0614, ","   40.0","Q,1018, ","       2.6","6","       2.6","Q","     24.29","Q","     29.24","Q","     19.34","Q"
"ZI000067755","1975","-17.617","27.333","617.0","BINGA, ZI","   2332.8","","    2332.8","Q","         0","Q","         0","Q","         0","Q","       365","Q","        89","Q","    8.9","Q,0726, ","   40.2","Q,1026, ","       2.4","4","       2.4","Q","     24.93","Q","     30.14","Q","     19.71","Q"
"ZI000067755","1976","-17.617","27.333","617.0","BINGA, ZI","   2267.1","","    2267.1","Q","         0","Q","         0","Q","         0","Q","       365","Q","        82","Q","   10.4","Q,0813, ","   40.9","Q,1120, ","       6.6","6","       6.6","Q","     24.51","Q","     29.68","Q","     19.34","Q"
"ZI000067755","1977","-17.617","27.333","617.0","BINGA, ZI","   2547.8","","    2547.8","Q","         0","Q","         0","Q","         0","Q","       364","Q","       122","Q","   11.6","Q,0611, ","   40.3","Q,1019, ","       0.9","9","       0.9","Q","     25.69","Q","     30.97","Q","     20.41","Q"
"ZI000067755","1978","-17.617","27.333","617.0","BINGA, ZI","   2436.4","","    2436.4","Q","","","","","","","","","","","","","","","","","","","","","","","",""
"ZI000067755","1988","-17.617","27.333","617.0","BINGA, ZI","","","","","         0","Q","         0","Q","         0","Q","       358","Q","       104","Q","   10.6","Q,0711, ","   39.3","Q,1019, ","       3.9","9","       3.9","Q","     25.35","Q","     30.41","Q","     20.30","Q"
"ZI000067755","1989","-17.617","27.333","617.0","BINGA, ZI","   2391.4","","    2391.4","Q","         0","Q","         0","Q","         0","Q","       365","Q","        92","Q","    9.9","Q,0619, ","   40.0","Q,1221,+","       6.9","9","       6.9","Q","     25.08","Q","     30.11","Q","     20.04","Q"
