"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA001033485","1959","50.65","-128.0","42.0","HOLBERG PUMP HOUSE, BC CA","      1.4","","       1.4","C","","","","","","","","","         0","C","        55","C","         4","C","        18","C","         0","C","   -8.3","C,0103, ","","","","","   26.1","C,0731,+","0.0","C,1009","-2.8","C,1115","","","0.0","C,0511","-2.2","C,0212","-5.6","C,0211","-6.7","C,0104","    3382.6","6","    3382.6","C","","","","","      8.17","C","     11.19","C","      5.15","C"
"CA001033485","1962","50.65","-128.0","42.0","HOLBERG PUMP HOUSE, BC CA","      0.3","","       0.3","C","       237","C","       189","C","        51","C","         1","C","         0","C","        61","C","         6","C","        14","C","         0","C","   -6.7","C,0302,+","    76"," ,C,1226, "," 143.5"," ,C,0930, ","   25.6","C,0830,+","-0.6","C,1128","","","","","0.0","C,0507","-2.2","C,0328","-4.4","C,0311","-6.7","C,0302","","","","","   4362.8"," ,C","       76"," ,C","      8.14","C","     11.31","C","      4.98","C"
"CA001033485","1963","50.65","-128.0","42.0","HOLBERG PUMP HOUSE, BC CA","","","","","","","","","","","         8","C","         0","C","        49","C","         2","C","        28","C","         0","C","   -5.6","C,0131,+","    64"," ,C,0328, ","","","   27.8","C,0520, ","0.0","C,1027","-4.4","C,1119","-4.4","C,1119","0.0","C,0420","-2.2","C,0401","-5.0","C,0201","","","    3517.3","3","    3517.3","C","   4022.6"," ,C","      322"," ,C","      8.46","C","     11.68","C","      5.24","C"
"CA001033485","1965","50.65","-128.0","42.0","HOLBERG PUMP HOUSE, BC CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   3412.3"," ,C","","","","","","","",""
"CA001033485","1966","50.65","-128.0","42.0","HOLBERG PUMP HOUSE, BC CA","","","","","","","","","","","         9","C","","","","","","","","","","","","","   203"," ,C,1206, ","","","","","","","","","","","","","","","","","","","","","","","   4037.2"," ,C","      714"," ,C","","","","","",""
