"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00044698","1966","39.41667","-122.98333","534.0","LAKE PILLSBURY 2, CA US","    194.6","","     194.6","0","        77","0","        59","0","        15","0","        0","","         0","0","         0","0","       133","0","         0","0","       209","0","        70","0","  -11.7","0,0120, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 105.4"," ,0,0104, ","   40.0","0,0614, ","    1531.8","0","-1.1","0,0912","-6.1","0,1013","-6.1","0,1013","-6.7","0,1222","","","-0.6","0,0604","-2.2","0,0603","-4.4","0,0320","-8.3","0,0303","-9.4","0,0122","","","","","      9.32","0","     22.27","0","   1227.1"," ,0","        0"," ,0","     12.24","0","     22.59","0","      1.88","0","",""
"USC00044698","1967","39.41667","-122.98333","534.0","LAKE PILLSBURY 2, CA US","    310.6","","     310.6","0","        81","0","        58","0","        21","0","        0","","         0","0","         0","0","       150","0","         0","0","       180","0","        87","0","   -9.4","0,0307,+","     0"," ,0,1231,+","     0","T,0,1218,+"," 105.9"," ,0,0121, ","   40.0","0,0814, ","    1439.1","0","0.0","0,1014","-2.2","0,1015","-5.6","0,1126","-7.2","0,1213","-8.9","0,1217","0.0","0,0530","-2.8","0,0502","-4.4","0,0428","-9.4","0,0307","-9.4","0,0307","    2659.1","1","    2659.1","0","      9.32","0","     22.03","0","   1263.1"," ,0","        0","T,0","     12.19","0","     22.13","0","      2.25","0","      9741","0"
"USC00044698","1968","39.41667","-122.98333","534.0","LAKE PILLSBURY 2, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2229.2","2","    2229.2"," ","","","","","","","","","","","","","","","",""
