"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CSRI","1991","33.9778","-120.0778","395.6","SANTA ROSA ISLAND CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","    2339.5","5","    2339.5","U","","","","","",""
"USR0000CSRI","1992","33.9778","-120.0778","395.6","SANTA ROSA ISLAND CALIFORNIA, CA US","    111.1","","     111.1","U","         0","U","         0","U","         0","U","        86","U","         0","U","    2.8","U,1218, ","   31.1","U,0816, ","","","","","","","","","     13.69","U","     17.29","U","     10.10","U"
"USR0000CSRI","1996","33.9778","-120.0778","395.6","SANTA ROSA ISLAND CALIFORNIA, CA US","    131.1","","     131.1","U","         0","U","         0","U","         0","U","        87","U","         1","U","    1.1","U,0226, ","   32.2","U,1007, ","","","","","    1901.3","3","    1901.3","U","     12.97","U","     16.58","U","      9.36","U"
"USR0000CSRI","1997","33.9778","-120.0778","395.6","SANTA ROSA ISLAND CALIFORNIA, CA US","    122.7","","     122.7","U","         0","U","         0","U","         0","U","        74","U","         1","U","    4.4","U,0304,+","   33.9","U,0805, ","","","","","    2077.7","7","    2077.7","U","     13.53","U","     16.80","U","     10.26","U"
"USR0000CSRI","1998","33.9778","-120.0778","395.6","SANTA ROSA ISLAND CALIFORNIA, CA US","    122.4","","     122.4","U","         0","U","         1","U","         0","U","        61","U","         3","U","    0.0","U,1221, ","   33.9","U,0901,+","0.0","U,1221","","","    2081.8","8","    2081.8","U","     12.43","U","     15.54","U","      9.31","U"
"USR0000CSRI","2000","33.9778","-120.0778","395.6","SANTA ROSA ISLAND CALIFORNIA, CA US","     40.7","","      40.7","U","         0","U","         0","U","         0","U","        46","U","         1","U","    3.3","U,0306,+","   32.2","U,0912, ","","","","","","","","","     11.53","U","     14.99","U","      8.07","U"
"USR0000CSRI","2001","33.9778","-120.0778","395.6","SANTA ROSA ISLAND CALIFORNIA, CA US","     61.0","","      61.0","U","         0","U","         1","U","         0","U","        68","U","         0","U","    0.0","U,0213, ","   31.1","U,0930, ","","","0.0","U,0213","    2433.6","6","    2433.6","U","     12.09","U","     15.52","U","      8.66","U"
"USR0000CSRI","2002","33.9778","-120.0778","395.6","SANTA ROSA ISLAND CALIFORNIA, CA US","    111.7","","     111.7","U","         0","U","         0","U","         0","U","        68","U","         4","U","    1.1","U,0130,+","   33.3","U,0902, ","","","","","    2268.5","5","    2268.5","U","     12.61","U","     16.49","U","      8.74","U"
"USR0000CSRI","2003","33.9778","-120.0778","395.6","SANTA ROSA ISLAND CALIFORNIA, CA US","    126.5","","     126.5","U","         0","U","         0","U","         0","U","        81","U","         5","U","    3.9","U,0405, ","   33.9","U,1027,+","","","","","    2079.8","8","    2079.8","U","     13.25","U","     17.01","U","      9.49","U"
"USR0000CSRI","2004","33.9778","-120.0778","395.6","SANTA ROSA ISLAND CALIFORNIA, CA US","    136.5","","     136.5","U","         0","U","         0","U","         0","U","        94","U","         7","U","    4.4","U,0103, ","   35.0","U,0427, ","","","","","    1836.3","3","    1836.3","U","     13.76","U","     17.66","U","      9.87","U"
