"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"BDM00078016","1959","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1433.3","","    1433.3","X","       166","X","        92","X","        20","X","        0","","         0","X","         0","X","         0","X","         0","X","       275","X","         0","X","        14"," ","","","        25"," ","   10.0","X,0106, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  84.6"," ,X,0218, ","   31.7","X,0902, ","     133.8","8","     133.8","X","   1612.1"," ,X","        0"," ,X","     21.89","X","     23.64","X","     20.15","X","       225","X","      29.8","X"
"BDM00078016","1960","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1406.0","","    1406.0","X","       189","X","       119","X","        14","X","        0","","         0","X","         0","X","         0","X","         0","X","       257","X","         1","X","        15"," ","","","        27"," ","   10.6","X,0314,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  61.5"," ,X,0505, ","   32.2","X,0719, ","     167.1","1","     167.1","X","   1615.6"," ,X","        0"," ,X","     21.65","X","     23.50","X","     19.80","X","","","",""
"BDM00078016","1961","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1434.6","","    1434.6","X","       171","X","       102","X","        14","X","        0","","         0","X","         0","X","         0","X","         0","X","       247","X","         3","X","         5"," ","","","        23"," ","   10.6","X,0206, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  66.8"," ,X,0530, ","   32.2","X,0905,+","     168.6","6","     168.6","X","   1387.7"," ,X","        0"," ,X","     21.81","X","     23.62","X","     19.99","X","","","",""
"BDM00078016","1962","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1394.7","","    1394.7","X","       187","X","       116","X","        24","X","        0","","         0","X","         0","X","         0","X","         0","X","       270","X","         1","X","         8"," ","","","        34"," ","   10.0","X,1231,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  74.7"," ,X,1128, ","   32.8","X,0730, ","     120.3","3","     120.3","X","   1916.3"," ,X","        0"," ,X","     21.78","X","     23.60","X","     19.96","X","       293","X","      32.9","X"
"BDM00078016","1963","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1318.3","","    1318.3","X","       180","X","       112","X","        18","X","        0","","         0","X","         0","X","         0","X","         0","X","       245","X","         1","X","        25"," ","","","        21"," ","   10.0","X,0101, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  68.3"," ,X,0809, ","   32.2","X,0724, ","     172.1","1","     172.1","X","   1773.8"," ,X","        0"," ,X","     21.42","X","     23.15","X","     19.68","X","        90","X","      43.7","X"
"BDM00078016","1964","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1279.2","","    1279.2","X","       156","X","        94","X","        10","X","        0","","         0","X","         0","X","         0","X","         0","X","       243","X","         0","X","        15"," ","","","        21"," ","   10.0","X,0115, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  91.4"," ,X,0913, ","   30.0","X,0817, ","     211.7","7","     211.7","X","   1312.6"," ,X","        0"," ,X","     21.30","X","     22.96","X","     19.64","X","       230","X","      34.4","X"
"BDM00078016","1965","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1244.9","","    1244.9","X","       153","X","        95","X","        10","X","        0","","         0","X","         0","X","         0","X","         0","X","       233","X","         0","X","         7"," ","","","        31"," ","   10.6","X,0227, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  54.4"," ,X,1202, ","   30.6","X,0827,+","     186.9","9","     186.9","X","   1157.9"," ,X","        0"," ,X","     21.17","X","     22.87","X","     19.46","X","       290","X","      39.6","X"
"BDM00078016","1966","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1363.9","","    1363.9","X","       185","X","       100","X","        14","X","        0","","         0","X","         0","X","         0","X","         0","X","       235","X","         0","X","         1"," ","","","        25"," ","    9.4","X,0206, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  92.5"," ,X,1004, ","   31.1","X,0826, ","     222.7","7","     222.7","X","   1489.3"," ,X","        0"," ,X","     21.43","X","     23.06","X","     19.81","X","       300","X","      26.7","X"
"BDM00078016","1967","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1283.7","","    1283.7","X","       165","X","        97","X","        13","X","        0","","         0","X","         0","X","         0","X","         0","X","       243","X","         0","X","         7"," ","","","        32"," ","    8.9","X,0226, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 133.1"," ,X,1029, ","   30.0","X,0830,+","     164.4","4","     164.4","X","   1333.1"," ,X","        0"," ,X","     21.36","X","     23.07","X","     19.65","X","       270","X","      28.3","X"
"BDM00078016","1970","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        29"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDM00078016","1971","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1477.0","","    1477.0","X","       149","X","        89","X","        13","X","        0","","         0","X","         0","X","         0","X","         0","X","       255","X","         0","X","         1"," ","","","        34"," ","    8.3","X,0121,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  94.5"," ,X,0618, ","   31.7","X,0831, ","     162.5","5","     162.5","X","   1341.4"," ,X","        0"," ,X","     21.89","X","     24.04","X","     19.73","X","       270","X","      26.2","X"
"BDM00078016","1972","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1456.9","","    1456.9","X","       162","X","       101","X","        13","X","        0","","         0","X","         0","X","         0","X","         0","X","       303","X","         0","X","         8"," ","         2"," ","        27"," ","    9.4","X,0221, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  93.0"," ,X,0210, ","   31.1","X,0716, ","     129.7","7","     129.7","X","   1489.8"," ,X","        0"," ,X","     21.99","X","     24.13","X","     19.85","X","       270","X","      27.2","X"
"BDM00078016","1973","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1305.8","","    1305.8","X","       158","X","        84","X","        20","X","        0","","         0","X","         0","X","         0","X","         0","X","       271","X","         0","X","         4"," ","","","        31"," ","    8.9","X,0218, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  86.1"," ,X,0912, ","   31.1","X,0823,+","     110.4","4","     110.4","X","   1423.7"," ,X","        0"," ,X","     21.55","X","     23.78","X","     19.31","X","       190","X","      30.8","X"
"BDM00078016","1974","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1726.7","","    1726.7","X","       166","X","        94","X","        14","X","        0","","         0","X","         0","X","         0","X","         0","X","       332","X","         3","X","         3"," ","","","        39"," ","   11.7","X,0211, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  75.2"," ,X,0812, ","   32.2","X,0810,+","      70.8","8","      70.8","X","   1271.3"," ,X","        0"," ,X","     22.89","X","     25.26","X","     20.53","X","       250","X","      24.7","X"
"BDM00078016","1975","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1775.4","","    1775.4","X","       163","X","        79","X","         7","X","        0","","         0","X","         0","X","         0","X","         0","X","       324","X","         3","X","         1"," ","","","        29"," ","    9.4","X,0406, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  63.2"," ,X,0926, ","   32.8","X,0820, ","      68.6","6","      68.6","X","    944.5"," ,X","        0"," ,X","     22.99","X","     25.23","X","     20.75","X","       160","X","      28.3","X"
"BDM00078016","1976","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1706.6","","    1706.6","X","       162","X","        97","X","         9","X","        0","","         0","X","         0","X","         0","X","         0","X","       318","X","         8","X","         1"," ","","","        29"," ","    9.4","X,0208, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 110.7"," ,X,1012, ","   32.8","X,0820,+","      67.1","1","      67.1","X","   1218.7"," ,X","        0"," ,X","     22.78","X","     25.05","X","     20.51","X","       310","X","      33.9","X"
"BDM00078016","1977","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1611.1","","    1611.1","X","       168","X","       100","X","        18","X","        0","","         0","X","         0","X","         0","X","         0","X","       276","X","         2","X","         3"," ","","","        43"," ","    8.9","X,0123, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  95.0"," ,X,0927, ","   32.2","X,0815,+","     153.6","6","     153.6","X","   1567.3"," ,X","        0"," ,X","     22.29","X","     24.49","X","     20.10","X","       280","X","      29.8","X"
"BDM00078016","1978","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1656.7","","    1656.7","X","       190","X","       109","X","        15","X","        0","","         0","X","         0","X","         0","X","         0","X","       290","X","         0","X","        20"," ","         1"," ","        44"," ","   10.0","X,0223,+","     0"," ,X,1231,+","     0","T,X,0212, ","  81.0"," ,X,1011, ","   31.1","X,0811,+","     143.1","1","     143.1","X","   1393.3"," ,X","        0","T,X","     22.46","X","     24.49","X","     20.43","X","       320","X","      30.8","X"
"BDM00078016","1979","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1742.5","","    1742.5","X","       164","X","       102","X","         8","X","        0","","         0","X","         0","X","         0","X","         0","X","       305","X","         2","X","        12"," ","","","        35"," ","    8.3","X,0319, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  92.5"," ,X,0707, ","   32.8","X,0903, ","     110.0","0","     110.0","X","   1140.3"," ,X","        0"," ,X","     22.78","X","     25.08","X","     20.48","X","       290","X","      29.3","X"
"BDM00078016","1980","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1518.4","","    1518.4","X","       174","X","        98","X","        14","X","        0","","         0","X","         0","X","         0","X","         0","X","       302","X","         2","X","","","","","","","   11.1","X,0202, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 140.2"," ,X,0714, ","   32.2","X,0811,+","      83.7","7","      83.7","X","   1545.0"," ,X","        0"," ,X","     22.16","X","     24.37","X","     19.96","X","       190","X","      24.7","X"
"BDM00078016","1981","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1365.8","","    1365.8","X","       183","X","        99","X","        10","X","        0","","         0","X","         0","X","         0","X","         0","X","       270","X","         2","X","","","","","","","    7.8","X,0118, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  96.5"," ,X,0221, ","   32.2","X,0912,+","     242.3","3","     242.3","X","   1397.8"," ,X","        0"," ,X","     21.36","X","     23.73","X","     18.99","X","       210","X","      26.7","X"
"BDM00078016","1982","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1786.7","","    1786.7","X","       176","X","        95","X","        10","X","        0","","         0","X","         0","X","         0","X","         0","X","       332","X","        21","X","","","","","","","   11.1","X,0128, ","     0"," ,X,1231,+","     0","T,X,0223, "," 157.7"," ,X,0831, ","   32.2","X,0923,+","      95.2","2","      95.2","X","   1367.9"," ,X","        0","T,X","     23.04","X","     25.33","X","     20.75","X","       180","X","      21.1","X"
"BDM00078016","1983","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1662.9","","    1662.9","X","       189","X","       108","X","        21","X","        0","","         0","X","         0","X","         0","X","         0","X","       324","X","        19","X","","","","","","","   11.1","X,1227,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  94.7"," ,X,0925, ","   32.8","X,0823,+","      66.9","9","      66.9","X","   1897.8"," ,X","        0"," ,X","     22.65","X","     25.13","X","     20.17","X","       290","X","      24.2","X"
"BDM00078016","1984","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1568.8","","    1568.8","X","       173","X","       101","X","        19","X","        0","","         0","X","         0","X","         0","X","         0","X","       328","X","         0","X","","","","","","","   11.1","X,0105, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  97.0"," ,X,1107, ","   31.1","X,0906,+","      66.7","7","      66.7","X","   1581.9"," ,X","        0"," ,X","     22.43","X","     24.71","X","     20.15","X","       290","X","      23.6","X"
"BDM00078016","1985","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1558.6","","    1558.6","X","       177","X","       112","X","        17","X","        0","","         0","X","         0","X","         0","X","         0","X","       303","X","         0","X","","","","","","","   10.0","X,0326,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  72.6"," ,X,1024, ","   31.1","X,0901,+","     132.0","0","     132.0","X","   1608.8"," ,X","        0"," ,X","     22.25","X","     24.60","X","     19.89","X","       300","X","      26.2","X"
"BDM00078016","1986","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1563.6","","    1563.6","X","       181","X","       103","X","        21","X","        0","","         0","X","         0","X","         0","X","         0","X","       321","X","         0","X","         2"," ","","","         7"," ","   11.1","X,0214, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 107.4"," ,X,1018, ","   31.1","X,0829,+","      53.1","1","      53.1","X","   1769.7"," ,X","        0"," ,X","     22.42","X","     24.60","X","     20.24","X","","","",""
"BDM00078016","1987","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","       5.6","X","   1527.8","","    1527.8","X","       179","X","       101","X","         9","X","        0","","         0","X","         0","X","         0","X","         0","X","       294","X","         1","X","        18"," ","","","        23"," ","   10.0","X,0201, ","     0"," ,X,1231,+","     0","T,X,0314, "," 105.4"," ,X,0707, ","   32.2","X,0921, ","     133.1","1","     133.1","X","   1423.7"," ,X","        0","T,X","     22.09","X","     24.22","X","     19.96","X","       290","X","      51.9","X"
"BDM00078016","1988","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","   1929.4","","    1929.4","X","       178","X","       114","X","        19","X","        0","","         0","X","         0","X","         0","X","         0","X","       325","X","        40","X","        23"," ","","","        25"," ","    8.9","X,0316,+","     0"," ,X,1231,+","     0","T,X,0316, ","  71.1"," ,X,1011, ","   32.8","X,0910,+","     109.1","1","     109.1","X","   1710.2"," ,X","        0","T,X","     23.32","X","     25.89","X","     20.75","X","       290","X","      34.4","X"
"BDM00078016","1989","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","       5.1","X","   1989.5","","    1989.5","X","       168","X","        88","X","        13","X","        0","","         0","X","         0","X","         0","X","         0","X","       349","X","        12","X","         1"," ","","","        24"," ","    7.8","X,0105, ","     0"," ,X,1231,+","     0","T,X,0105, ","  81.0"," ,X,1024, ","   33.9","X,0820, ","      31.3","3","      31.3","X","   1302.6"," ,X","        0","T,X","     23.70","X","     26.21","X","     21.18","X","       180","X","      38.6","X"
"BDM00078016","1990","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","       5.5","X","   1802.8","","    1802.8","X","       138","X","        78","X","        12","X","        0","","         0","X","         0","X","         0","X","         0","X","       339","X","         5","X","         2"," ","","","        24"," ","   10.0","X,0308, ","     0"," ,X,1231,+","     0","T,X,0308, ","  54.9"," ,X,0617, ","   32.2","X,0804,+","      39.7","7","      39.7","X","   1108.1"," ,X","        0","T,X","     23.13","X","     25.50","X","     20.76","X","       130","X","      25.2","X"
"BDM00078016","1991","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","       5.7","X","   1852.1","","    1852.1","X","       154","X","        99","X","        12","X","        0","","         0","X","         0","X","         0","X","         0","X","       335","X","        26","X","         1"," ","","","         3"," ","    7.8","X,0312, ","     0"," ,X,1231,+","     0","T,X,0312, ","  57.4"," ,X,0314, ","   32.8","X,0822,+","      58.6","6","      58.6","X","   1160.6"," ,X","        0","T,X","     23.22","X","     25.69","X","     20.75","X","       350","X","      30.8","X"
"BDM00078016","1992","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","       5.8","X","   1756.7","","    1756.7","X","       185","X","       105","X","        14","X","        0","","         0","X","         0","X","         0","X","         0","X","       338","X","        20","X","         6"," ","         1"," ","        25"," ","    8.9","X,0202, ","     0"," ,X,1231,+","     0","T,X,0202,+","  73.4"," ,X,1211, ","   32.2","X,0822,+","      74.9","9","      74.9","X","   1454.3"," ,X","        0","T,X","     22.93","X","     25.40","X","     20.45","X","       260","X","      28.8","X"
"BDM00078016","1993","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","       5.5","X","   1850.9","","    1850.9","X","       168","X","       105","X","        16","X","        0","","         0","X","         0","X","         0","X","         0","X","       339","X","         8","X","         3"," ","","","        32"," ","    7.8","X,0203, ","     0"," ,X,1231,+","     0","T,X,0220, ","  89.2"," ,X,1025, ","   32.2","X,0929,+","      66.6","6","      66.6","X","   1532.1"," ,X","        0","T,X","     23.20","X","     25.69","X","     20.73","X","       240","X","      25.7","X"
"BDM00078016","1994","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","       5.2","X","   1987.5","","    1987.5","X","       170","X","       109","X","        19","X","        0","","         0","X","         0","X","         0","X","         0","X","       344","X","        53","X","         3"," ","","","        27"," ","   12.2","X,0228, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  77.5"," ,X,1026, ","   32.8","X,0903,+","      26.0","0","      26.0","X","   1644.2"," ,X","        0"," ,X","     23.68","X","     26.25","X","     21.10","X","       200","X","      29.8","X"
"BDM00078016","1995","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","","","","","       162","S","        92","S","        14","S","","","","","","","","","","","","","","","         3"," ","","","        10"," ","","","","","","","  98.0"," ,S,1001, ","","","","","","","   1383.3"," ,S","","","","","","","","","","","",""
"BDM00078016","1996","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","","","","","       164","S","        82","S","        13","S","","","","","","","","","","","","","","","","","","","","","","","","","",""," 160.8"," ,S,0602, ","","","","","","","   1412.5"," ,S","","","","","","","","","","","",""
"BDM00078016","1998","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","","","","","       180","S","       104","S","        13","S","","","","","","","","","","","","","","","","","","","","","","","","","","","  62.2"," ,S,0620, ","","","","","","","   1455.0"," ,S","","","","","","","","","","","",""
"BDM00078016","2005","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","","","","","       188","S","       108","S","        11","S","","","","","","","","","","","","","","","","","","","","","","","","","",""," 108.2"," ,S,0804, ","","","","","","","   1375.4"," ,S","","","","","","","","","","","",""
"BDM00078016","2006","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","","","","","       184","S","        95","S","        15","S","","","","","","","","","","","","","","","","","","","","","","","","","",""," 117.1"," ,S,0725, ","","","","","","","   1484.9"," ,S","","","","","","","","","","","",""
"BDM00078016","2007","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","","","","","       168","S","        97","S","        15","S","","","","","","","","","","","","","","","","","","","","","","","","","","","  80.8"," ,S,0514, ","","","","","","","   1424.6"," ,S","","","","","","","","","","","",""
"BDM00078016","2008","32.3667","-64.6833","6.1","L F WADE INTERNATIONAL AIRPORT KINDLEY FIELD, BD","","","","","","","       166","S","        97","S","        14","S","","","","","","","","","","","","","","","","","","","","","","","","","","","  81.3"," ,S,0715, ","","","","","","","   1457.5"," ,S","","","","","","","","","","","",""
