"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FRM00007207","1931","47.2942","-3.2181","34.0","BELLE ILE LE TALUT, FR","     12.3","","      12.3","E","       148","E","        84","E","         2","E","         0","E","         9","E","         0","E","        12","E","         0","E","   -2.2","E,0309, ","  35.0"," ,E,0817,+","   26.0","E,0701, ","-0.4","E,1219","","","","","-1.2","E,0311","-2.2","E,0309","","","","","","","    2067.7","7","    2067.7","E","    737.6"," ,E","     11.94","E","     14.16","E","      9.71","E"
"FRM00007207","1932","47.2942","-3.2181","34.0","BELLE ILE LE TALUT, FR","     79.3","","      79.3","E","       127","E","        61","E","         2","E","         0","E","        11","E","         1","E","        39","E","         0","E","   -6.2","E,0211, ","  30.0"," ,E,1011, ","   28.4","E,0810, ","0.0","E,1210","","","","","-1.6","E,0229","-3.2","E,0214","-5.0","E,0212","","","","","    2462.9","9","    2462.9","E","    491.5"," ,E","     11.93","E","     14.23","E","      9.64","E"
"FRM00007207","1933","47.2942","-3.2181","34.0","BELLE ILE LE TALUT, FR","    101.1","","     101.1","E","       135","E","        66","E","         1","E","         0","E","        22","E","         2","E","        42","E","         0","E","   -6.2","E,1212, ","  40.3"," ,E,0815, ","   31.4","E,0810, ","-2.6","E,1204","-2.6","E,1204","-6.2","E,1212","-0.2","E,0220","-3.0","E,0127","-5.0","E,0125","","","","","    2136.6","6","    2136.6","E","    598.9"," ,E","     11.95","E","     14.48","E","      9.42","E"
"FRM00007207","1934","47.2942","-3.2181","34.0","BELLE ILE LE TALUT, FR","     67.3","","      67.3","E","       142","E","        95","E","         1","E","         0","E","         4","E","         0","E","        31","E","         1","E","   -2.0","E,0203, ","  38.3"," ,E,0709, ","   33.0","E,0708, ","","","","","","","-1.4","E,0227","","","","","","","","","    2410.6","6","    2410.6","E","    790.3"," ,E","     12.21","E","     14.51","E","      9.91","E"
"FRM00007207","1935","47.2942","-3.2181","34.0","BELLE ILE LE TALUT, FR","     44.6","","      44.6","E","       151","E","       103","E","         2","E","         0","E","        10","E","         0","E","        32","E","         0","E","   -4.8","E,0310,+","  54.2"," ,E,0711, ","   28.0","E,0807, ","-0.6","E,1213","","","","","-1.0","E,0311","-4.8","E,0310","-4.8","E,0310","","","","","    2211.5","5","    2211.5","E","    937.2"," ,E","     11.88","E","     14.13","E","      9.62","E"
"FRM00007207","1936","47.2942","-3.2181","34.0","BELLE ILE LE TALUT, FR","     29.1","","      29.1","E","       126","E","        74","E","         1","E","         0","E","         3","E","         0","E","        18","E","         0","E","   -2.0","E,0208, ","  43.2"," ,E,0210, ","   27.0","E,0826,+","-1.0","E,1211","","","","","-2.0","E,0208","","","","","","","","","    2192.8","8","    2192.8","E","    707.7"," ,E","     12.00","E","     14.22","E","      9.78","E"
"FRM00007207","1937","47.2942","-3.2181","34.0","BELLE ILE LE TALUT, FR","     53.2","","      53.2","E","       135","E","        83","E","         0","E","         0","E","         3","E","         0","E","        34","E","         0","E","   -2.0","E,1231, ","  24.1"," ,E,1117, ","   29.4","E,0805, ","0.0","E,1228","","","","","","","","","","","","","","","    2200.2","2","    2200.2","E","    728.1"," ,E","     12.47","E","     14.75","E","     10.18","E"
"FRM00007207","1938","47.2942","-3.2181","34.0","BELLE ILE LE TALUT, FR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2286.7","7","    2286.7"," ","","","","","","","",""
"FRM00007207","1947","47.2942","-3.2181","34.0","BELLE ILE LE TALUT, FR","","","","","       131","E","        74","E","         1","E","","","","","","","","","","","","","  26.7"," ,E,1228, ","","","","","","","","","","","","","","","","","","","","","","","    499.1"," ,E","","","","","",""
"FRM00007207","1948","47.2942","-3.2181","34.0","BELLE ILE LE TALUT, FR","","","","","       134","E","        65","E","         0","E","","","","","","","","","","","","","  20.4"," ,E,0821, ","","","","","","","","","","","","","","","","","","","","","","","    525.6"," ,E","","","","","",""
