"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"PE000084752","1977","-16.332","-71.567","2520.0","AREQUIPA, PE","        23","I","        10","I","         1","I","","","","","","","  26.9"," ,I,0313, ","    103.3"," ,I","",""
"PE000084752","1978","-16.332","-71.567","2520.0","AREQUIPA, PE","         8","I","         3","I","         0","I","         0","I","         0","I","    1.0","I,0709, ","   9.9"," ,I,1129, ","     21.5"," ,I","      7.57","I"
"PE000084752","1979","-16.332","-71.567","2520.0","AREQUIPA, PE","         8","I","         2","I","         0","I","         0","I","         0","I","    2.0","I,0617, ","   7.9"," ,I,1110, ","     20.0"," ,I","      7.58","I"
"PE000084752","1980","-16.332","-71.567","2520.0","AREQUIPA, PE","        11","I","         2","I","         0","I","         0","I","         0","I","    2.0","I,0726, ","   7.1"," ,I,0218, ","     24.2"," ,I","      7.76","I"
"PE000084752","1987","-16.332","-71.567","2520.0","AREQUIPA, PE","         9","I","         3","I","         0","I","","","","","","","  24.9"," ,I,0122, ","     49.9"," ,I","",""
"PE000084752","1988","-16.332","-71.567","2520.0","AREQUIPA, PE","        20","I","         5","I","         0","I","","","","","","","   9.9"," ,I,0310, ","     50.9"," ,I","",""
"PE000084752","1992","-16.332","-71.567","2520.0","AREQUIPA, PE","         5","I","         1","I","         0","I","","","","","","","   4.1"," ,I,1226, ","      8.6"," ,I","",""
"PE000084752","1993","-16.332","-71.567","2520.0","AREQUIPA, PE","        14","I","         5","I","         0","I","","","","","","","  11.9"," ,I,0115, ","     41.0"," ,I","",""
"PE000084752","1994","-16.332","-71.567","2520.0","AREQUIPA, PE","        28","I","        13","I","         1","I","","","","","","","  31.0"," ,I,0628, ","    120.0"," ,I","",""
"PE000084752","1995","-16.332","-71.567","2520.0","AREQUIPA, PE","        22","I","        18","I","         9","I","","","","","","","  82.0"," ,I,0228, ","    619.4"," ,I","",""
"PE000084752","1996","-16.332","-71.567","2520.0","AREQUIPA, PE","        24","I","        13","I","         6","I","         0","I","         0","I","    0.9","I,0906, ","  75.9"," ,I,0124, ","    418.8"," ,I","      7.37","I"
"PE000084752","1997","-16.332","-71.567","2520.0","AREQUIPA, PE","        38","I","        19","I","         4","I","","","","","","","  77.0"," ,I,0805, ","    374.6"," ,I","",""
"PE000084752","2003","-16.332","-71.567","2520.0","AREQUIPA, PE","         7","I","         2","I","         1","I","","","","","","","  59.9"," ,I,0531, ","     67.8"," ,I","",""
"PE000084752","2018","-16.332","-71.567","2520.0","AREQUIPA, PE","","","","","","","         0","S","         0","S","    4.6","S,0531, ","","","","","      9.17","S"
