"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00410861","1968","30.53333","-104.13333","1756.9","BLOYS CAMPGROUND, TX US","","","","","","","","","","","         5"," ","","","","","","","","","",""
"USC00410861","1969","30.53333","-104.13333","1756.9","BLOYS CAMPGROUND, TX US","        52","0","        33","0","         3","0","        0","","         0","0","","","     0"," ,0,1231,+","    10"," ,0,1229, ","  40.6"," ,0,0707, ","    395.3"," ,0","       10"," ,0"
"USC00410861","1970","30.53333","-104.13333","1756.9","BLOYS CAMPGROUND, TX US","        65","0","        47","0","         7","0","        0","","         0","0","        17"," ","     0","T,0,0312, ","     0","T,0,0321,+","  55.9"," ,0,0805, ","    610.4"," ,0","        0","T,0"
"USC00410861","1971","30.53333","-104.13333","1756.9","BLOYS CAMPGROUND, TX US","        48","0","        38","0","         1","0","        0","","         0","0","        33"," ","     0"," ,0,1231,+","     0","T,0,1210,+","  31.2"," ,0,0815, ","    415.7"," ,0","        0","T,0"
"USC00410861","1972","30.53333","-104.13333","1756.9","BLOYS CAMPGROUND, TX US","        68","0","        52","0","         8","0","        0","","         0","0","        47"," ","     0","T,0,0201,+","     0","T,0,1124,+","  49.5"," ,0,0921, ","    678.5"," ,0","        0","T,0"
"USC00410861","1973","30.53333","-104.13333","1756.9","BLOYS CAMPGROUND, TX US","        51","0","        42","0","         3","0","","","","","        27"," ","","","","","  33.8"," ,0,0811, ","    438.1"," ,0","",""
"USC00410861","1974","30.53333","-104.13333","1756.9","BLOYS CAMPGROUND, TX US","        56","0","        46","0","         6","0","","","","","        41"," ","","","","","  51.8"," ,0,0917, ","    593.5"," ,0","",""
"USC00410861","1975","30.53333","-104.13333","1756.9","BLOYS CAMPGROUND, TX US","        50","0","        40","0","         3","0","","","         0","0","        35"," ","","","     0","T,0,1229,+","  57.4"," ,0,0724, ","    410.8"," ,0","        0","T,0"
"USC00410861","1976","30.53333","-104.13333","1756.9","BLOYS CAMPGROUND, TX US","        72","0","        51","0","         6","0","","","","","        64"," ","","","","","  47.2"," ,0,0712, ","    530.2"," ,0","",""
"USC00410861","1977","30.53333","-104.13333","1756.9","BLOYS CAMPGROUND, TX US","        45","0","        37","0","         0","0","        0","","         0","0","        44"," ","     0"," ,0,1231,+","     0","T,0,1129,+","  22.4"," ,0,0906, ","    343.5"," ,0","        0","T,0"
