"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CCOU","1996","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","   1018.0","","    1018.0","U","         0","U","        11","U","         0","U","       200","U","        89","U","   -2.2","U,0226,+","   42.2","U,0811,+","0.0","U,1202","","","","","","","0.0","U,0228","-2.2","U,0226","","","    1337.0","0","    1337.0","U","     16.88","U","     23.13","U","     10.64","U"
"USR0000CCOU","1997","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","    844.9","","     844.9","U","         0","U","         6","U","         0","U","       206","U","        73","U","   -5.6","U,0114,+","   43.3","U,0807, ","-0.6","U,1221","","","","","","","0.0","U,0304","-5.6","U,0114","-5.6","U,0114","    1446.6","6","    1446.6","U","     16.56","U","     22.96","U","     10.16","U"
"USR0000CCOU","1998","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","    789.8","","     789.8","U","         0","U","        22","U","         0","U","       168","U","        62","U","   -7.2","U,1221, ","   42.8","U,0813,+","-0.6","U,1203","-2.2","U,1206","-5.0","U,1220","-7.2","U,1221","0.0","U,0415","","","","","    1956.1","1","    1956.1","U","     14.90","U","     20.71","U","      9.09","U"
"USR0000CCOU","1999","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1899.5","5","    1899.5","U","","","","","",""
"USR0000CCOU","2000","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","    921.8","","     921.8","U","         0","U","         7","U","         0","U","       195","U","        88","U","    0.0","U,1116,+","   41.1","U,0802,+","0.0","U,1111","","","","","","","0.0","U,0224","","","","","","","","","     16.29","U","     22.84","U","      9.74","U"
"USR0000CCOU","2001","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","   1122.8","","    1122.8","U","         0","U","        19","U","         0","U","       219","U","       110","U","   -1.1","U,0403, ","   42.8","U,0808, ","0.0","U,1127","","","","","","","0.0","U,0409","","","","","    1620.8","8","    1620.8","U","     16.99","U","     23.75","U","     10.24","U"
"USR0000CCOU","2003","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","   1106.3","","    1106.3","U","         0","U","         7","U","         0","U","       189","U","       107","U","   -1.1","U,1227, ","   45.0","U,0729, ","0.0","U,1122","","","","","","","0.0","U,0405","","","","","    1515.9","9","    1515.9","U","     16.78","U","     23.65","U","      9.92","U"
"USR0000CCOU","2004","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","   1004.4","","    1004.4","U","         0","U","         8","U","         0","U","       205","U","       103","U","   -2.2","U,0103, ","   40.6","U,0811, ","0.0","U,1204","","","","","","","0.0","U,0131","-2.2","U,0103","","","    1564.4","4","    1564.4","U","     16.85","U","     23.76","U","      9.93","U"
"USR0000CCOU","2005","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","    897.7","","     897.7","U","         0","U","        13","U","         0","U","       205","U","        76","U","   -1.1","U,1217,+","   43.3","U,0716, ","0.0","U,1127","","","","","","","0.0","U,0113","","","","","    1686.3","3","    1686.3","U","     16.39","U","     22.96","U","      9.82","U"
"USR0000CCOU","2006","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","   1049.3","","    1049.3","U","         0","U","        28","U","         0","U","       195","U","       100","U","   -4.4","U,0311, ","   43.9","U,0722,+","0.0","U,1128","","","","","","","0.0","U,0417","-4.4","U,0311","-4.4","U,0311","    1700.7","7","    1700.7","U","     16.36","U","     23.05","U","      9.66","U"
"USR0000CCOU","2007","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","    970.8","","     970.8","U","         0","U","        22","U","         0","U","       223","U","       104","U","   -3.9","U,0114, ","   43.3","U,0802, ","0.0","U,1130","","","","","","","0.0","U,0418","-3.9","U,0114","","","    1441.6","6","    1441.6","U","     16.93","U","     24.30","U","      9.57","U"
"USR0000CCOU","2008","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","   1133.8","","    1133.8","U","         0","U","        33","U","         0","U","       212","U","       109","U","   -2.8","U,1217,+","   45.6","U,0709, ","0.0","U,1208","-2.8","U,1216","","","","","0.0","U,0421","","","","","    1674.7","7","    1674.7","U","     17.01","U","     24.03","U","      9.99","U"
"USR0000CCOU","2009","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","   1046.1","","    1046.1","U","         0","U","        22","U","         0","U","       208","U","        98","U","   -4.4","U,1209,+","   43.9","U,0719, ","-0.6","U,1206","-4.4","U,1207","-4.4","U,1207","","","0.0","U,0415","","","","","    1532.4","4","    1532.4","U","     16.66","U","     23.54","U","      9.79","U"
"USR0000CCOU","2010","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","    847.8","","     847.8","U","         0","U","        15","U","         0","U","       187","U","        81","U","   -1.7","U,1124, ","   41.7","U,0825, ","-0.6","U,1123","","","","","","","0.0","U,0405","","","","","    1856.9","9","    1856.9","U","     15.50","U","     21.79","U","      9.21","U"
"USR0000CCOU","2011","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","    892.5","","     892.5","U","         0","U","        21","U","         0","U","       183","U","        87","U","   -3.3","U,0226, ","   39.4","U,0923, ","0.0","U,1119","","","","","","","0.0","U,0408","-3.3","U,0226","","","    1850.5","5","    1850.5","U","     15.89","U","     22.40","U","      9.38","U"
"USR0000CCOU","2012","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1645.1","1","    1645.1","U","","","","","",""
"USR0000CCOU","2014","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","   1099.8","","    1099.8","U","         0","U","         2","U","         0","U","       222","U","        85","U","    0.0","U,1230,+","   40.6","U,0714, ","0.0","U,1230","","","","","","","0.0","U,0203","","","","","    1065.7","7","    1065.7","U","     18.15","U","     23.85","U","     12.44","U"
"USR0000CCOU","2015","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","   1059.2","","    1059.2","U","         0","U","         7","U","         0","U","       219","U","        80","U","   -1.1","U,1228, ","   41.1","U,0730, ","0.0","U,1224","","","","","","","","","","","","","    1127.8","8","    1127.8","U","     17.77","U","     23.43","U","     12.12","U"
"USR0000CCOU","2016","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","    993.0","","     993.0","U","         0","U","        10","U","         0","U","       189","U","        80","U","   -1.7","U,0101, ","   41.1","U,0728, ","0.0","U,1206","","","","","","","0.0","U,0102","","","","","    1528.7","7","    1528.7","U","     16.80","U","     22.00","U","     11.60","U"
"USR0000CCOU","2017","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","   1144.8","","    1144.8","U","         0","U","         7","U","         0","U","       183","U","        87","U","   -2.2","U,0106, ","   42.2","U,0801, ","","","","","","","","","0.0","U,0305","-2.2","U,0106","","","    1759.7","7","    1759.7","U","     17.00","U","     22.31","U","     11.69","U"
"USR0000CCOU","2018","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","   1020.6","","    1020.6","U","         0","U","         9","U","         0","U","       206","U","        79","U","   -2.2","U,0219, ","   42.2","U,0726, ","","","","","","","","","-0.6","U,0304","-2.2","U,0219","","","    1457.2","2","    1457.2","U","     17.19","U","     22.74","U","     11.64","U"
"USR0000CCOU","2019","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","    933.9","","     933.9","U","         0","U","        15","U","         0","U","       189","U","        68","U","   -2.2","U,0210,+","   40.0","U,0815, ","0.0","U,1127","","","","","","","-0.6","U,0222","-2.2","U,0210","","","    1608.0","0","    1608.0","U","     16.22","U","     21.33","U","     11.11","U"
"USR0000CCOU","2020","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","   1269.2","","    1269.2","U","         0","U","         3","U","         0","U","       203","U","        99","U","    0.0","U,0316,+","   42.2","U,0906, ","","","","","","","","","0.0","U,0316","","","","","    1482.6","6","    1482.6","U","     17.97","U","     23.73","U","     12.20","U"
"USR0000CCOU","2021","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","   1244.8","","    1244.8","U","         0","U","         9","U","         0","U","       204","U","        93","U","   -1.7","U,0126, ","   44.4","U,0710, ","-0.6","U,1219","","","","","","","0.0","U,0310","","","","","    1324.1","1","    1324.1","U","     17.63","U","     23.43","U","     11.85","U"
"USR0000CCOU","2022","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","   1155.6","","    1155.6","U","         0","U","         8","U","         0","U","       193","U","        88","U","   -1.1","U,1202,+","   43.3","U,0905, ","-1.1","U,1202","","","","","","","0.0","U,0305","","","","","    1447.6","6","    1447.6","U","     17.44","U","     23.33","U","     11.55","U"
"USR0000CCOU","2023","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","    957.8","","     957.8","U","         0","U","        19","U","         0","U","       178","U","        65","U","   -2.8","U,0223, ","   41.7","U,0716, ","","","","","","","","","-0.6","U,0404","-2.8","U,0223","","","    1900.2","2","    1900.2","U","     16.03","U","     21.33","U","     10.73","U"
"USR0000CCOU","2024","39.0189","-122.4119","635.5","CO LINE CALIFORNIA, CA US","   1236.7","","    1236.7","U","         0","U","         4","U","         0","U","       188","U","        96","U","   -0.6","U,0204,+","   43.9","U,0706, ","","","","","","","","","0.0","U,0302","","","","","    1549.5","5","    1549.5","U","     17.28","U","     22.70","U","     11.86","U"
