"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GQC00914025","1953","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   3087.2","","    3087.2","0","       205","0","       128","0","        21","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","        12"," ","        10"," ","   20.6","0,0409, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 216.2"," ,0,1014, ","   31.7","0,1129, ","","","","","   2506.5"," ,0","        0"," ,0","     26.79","0","     28.99","0","     24.58","0"
"GQC00914025","1954","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   3050.1","","    3050.1","0","       217","0","       133","0","        23","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","        11"," ","        21"," ","   21.1","0,0213, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 124.0"," ,0,0914, ","   32.2","0,0805, ","       0.0","0","       0.0","0","   1961.7"," ,0","        0"," ,0","     26.69","0","     28.99","0","     24.38","0"
"GQC00914025","1955","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   2865.0","","    2865.0","0","       251","0","       156","0","        11","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","         6"," ","        20"," ","   20.6","0,0306, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  64.8"," ,0,0609, ","   30.6","0,0908,+","       0.0","0","       0.0","0","   1873.2"," ,0","        0"," ,0","     26.18","0","     28.01","0","     24.35","0"
"GQC00914025","1956","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   2756.6","","    2756.6","0","       263","0","       126","0","        12","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","","","","","   21.1","0,0213,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  48.5"," ,0,0207, ","   31.1","0,1107, ","       0.0","0","       0.0","0","   1588.1"," ,0","        0"," ,0","     25.87","0","     27.71","0","     24.02","0"
"GQC00914025","1957","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   2885.2","","    2885.2","0","       215","0","       122","0","        13","0","        0","","         0","0","         0","0","         0","0","         0","0","       362","0","         0","0","         4"," ","        12"," ","   21.1","0,0207, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 128.3"," ,0,1006, ","   31.7","0,1101, ","       0.0","0","       0.0","0","   1596.7"," ,0","        0"," ,0","     26.32","0","     28.22","0","     24.43","0"
"GQC00914025","1958","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   2884.2","","    2884.2","0","       195","0","       110","0","        14","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","        21"," ","        10"," ","   21.7","0,0209,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  84.3"," ,0,0716, ","   31.1","0,0706, ","       0.0","0","       0.0","0","   1688.1"," ,0","        0"," ,0","     26.23","0","     27.94","0","     24.52","0"
"GQC00914025","1959","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","","","","","","","","","","","","","","","","","","","","","","","","","        46"," ","        14"," ","","","","","","","","","","","       0.0","0","       0.0","0","","","","","","","","","",""
"GQC00914025","1960","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   2750.8","","    2750.8","0","       252","0","       146","0","        21","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","       112"," ","        14"," ","   21.1","0,0820, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  95.8"," ,0,0819, ","   28.9","0,1012,+","","","","","   2207.9"," ,0","        0"," ,0","     25.85","0","     27.26","0","     24.44","0"
"GQC00914025","1961","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","","","","","","","","","","","","","","","","","","","","","","","","","       161"," ","         9"," ","","","","","","","","","","","","","","","","","","","","","","","",""
"GQC00914025","1962","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","","","","","","","","","","","","","","","","","","","","","","","","","        76"," ","        21"," ","","","","","","","","","","","","","","","","","","","","","","","",""
"GQC00914025","1963","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   2744.3","","    2744.3","0","       271","0","       181","0","        33","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         0","0","        46"," ","        31"," ","   18.9","0,0114, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 227.6"," ,0,0429, ","   31.1","0,0904, ","","","","","   3800.6"," ,0","        0"," ,0","     25.87","0","     27.84","0","     23.89","0"
"GQC00914025","1964","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   2813.3","","    2813.3","0","       263","0","       159","0","        20","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","         7"," ","","","   21.1","0,0205, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 130.8"," ,0,0517, ","   30.6","0,1022, ","       0.0","0","       0.0","0","   2250.6"," ,0","        0"," ,0","     26.02","0","     27.90","0","     24.13","0"
"GQC00914025","1965","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   2935.8","","    2935.8","0","       231","0","       126","0","        18","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","   20.6","0,0313, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 118.6"," ,0,0913, ","   31.1","0,1102, ","       0.0","0","       0.0","0","   1901.3"," ,0","        0"," ,0","     26.37","0","     28.38","0","     24.37","0"
"GQC00914025","1966","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   2983.3","","    2983.3","0","       242","0","       125","0","        18","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","","","","","   21.1","0,0306, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 106.9"," ,0,0908, ","   33.9","0,1007, ","       0.0","0","       0.0","0","   1904.3"," ,0","        0"," ,0","     26.50","0","     28.51","0","     24.49","0"
"GQC00914025","1967","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   2957.5","","    2957.5","0","       269","0","       181","0","        28","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         3","0","","","","","   21.7","0,0318, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 154.7"," ,0,0912, ","   32.8","0,0802, ","       0.0","0","       0.0","0","   2887.7"," ,0","        0"," ,0","     26.43","0","     28.27","0","     24.60","0"
"GQC00914025","1968","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   2949.0","","    2949.0","0","       243","0","       144","0","        26","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","","","","","   21.7","0,0213,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 120.1"," ,0,1022, ","   30.6","0,1024,+","       0.0","0","       0.0","0","   2327.3"," ,0","        0"," ,0","     26.39","0","     28.31","0","     24.47","0"
"GQC00914025","1969","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   3150.7","","    3150.7","0","       249","0","       133","0","        17","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","   21.1","0,0301,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 263.9"," ,0,1016, ","   31.7","0,0922, ","       0.0","0","       0.0","0","   1971.2"," ,0","        0"," ,0","     26.96","0","     28.86","0","     25.05","0"
"GQC00914025","1970","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   3213.4","","    3213.4","0","       248","0","       145","0","        17","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         3","0","","","","","   22.8","0,0917,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 157.0"," ,0,0121, ","   32.2","0,0712,+","       0.0","0","       0.0","0","   2024.2"," ,0","        0"," ,0","     27.16","0","     29.06","0","     25.26","0"
"GQC00914025","1971","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   2845.6","","    2845.6","0","       302","0","       181","0","        27","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","   21.7","0,0805,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 157.5"," ,0,0804, ","   30.0","0,0909,+","       0.0","0","       0.0","0","   2752.3"," ,0","        0"," ,0","     26.13","0","     27.97","0","     24.29","0"
"GQC00914025","1972","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   2829.1","","    2829.1","0","       251","0","       150","0","        24","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","","","","","   21.1","0,0724,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 104.1"," ,0,0923, ","   30.0","0,1201,+","       0.0","0","       0.0","0","   2418.5"," ,0","        0"," ,0","     26.06","0","     27.92","0","     24.21","0"
"GQC00914025","1973","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   3036.9","","    3036.9","0","       246","0","       142","0","        21","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","   21.7","0,0204, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 128.0"," ,0,1005, ","   31.7","0,1123, ","       0.0","0","       0.0","0","   2036.1"," ,0","        0"," ,0","     26.65","0","     28.58","0","     24.71","0"
"GQC00914025","1974","13.57611","144.92806","190.2","ANDERSEN AFB GUAM, GU GQ","   3070.3","","    3070.3","0","       262","0","       164","0","        34","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","   22.2","0,0921,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 137.7"," ,0,0427, ","   31.1","0,0402, ","       0.0","0","       0.0","0","   2824.6"," ,0","        0"," ,0","     26.75","0","     28.71","0","     24.78","0"
