"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA001167008","1990","51.1667","-119.8167","1145.0","SAMATOSUM MOUNTAIN MINE, BC CA","","","","","","","","","","","        74","C","        57","C","         0","C","","","","","   32.0","C,0711, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      8.96","C","",""
"CA001167008","1991","51.1667","-119.8167","1145.0","SAMATOSUM MOUNTAIN MINE, BC CA","     11.4","","      11.4","C","        36","C","         8","C","       185","C","        69","C","        45","C","         0","C","  -27.0","C,0106,+","   186"," ,C,1103, ","   28.5","C,0817,+","-1.0","C,1004","-6.0","C,1017","-6.0","C,1017","-7.0","C,1025","-10.0","C,1026","0.0","C,0502","-5.0","C,0425","-5.0","C,0425","-8.0","C,0327","-12.0","C,0326","","","","","    660.5"," ,C","     2641"," ,C","      4.48","C","      9.00","C","     -0.05","C"
"CA001167008","1992","51.1667","-119.8167","1145.0","SAMATOSUM MOUNTAIN MINE, BC CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4543.4","4","    4543.4","C","","","","","","","","","",""
