"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00021353","2002","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","   1946.7","","    1946.7","0","         7","0","         7","0","         3","0","        0","","         0","0","         0","0","         2","0","         0","0","       298","0","       157","0","","","   -3.9","0,0131, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  38.1"," ,0,1023, ","   44.4","0,0708,+","","","","","","","-1.1","0,0303","-3.9","0,0131","","","","","     630.9","9","     630.9","0","    129.6"," ,0","        0"," ,0","     22.12","0","     30.37","0","     13.87","0"
"USC00021353","2003","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","   1905.2","","    1905.2","0","        27","0","        26","0","         8","0","        0","","         0","0","         0","0","         3","0","         0","0","       278","0","       151","0","","","   -3.3","0,1228, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  88.9"," ,0,0826, ","   45.0","0,0714,+","0.0","0,1123","-3.3","0,1228","","","","","","","","","","","     601.8","8","     601.8","0","    540.3"," ,0","        0"," ,0","     22.04","0","     29.13","0","     14.96","0"
"USC00021353","2004","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","   1741.7","","    1741.7","0","","","","","","","        0","","         0","0","         0","0","         3","0","         0","0","       260","0","       147","0","","","   -1.7","0,1130, ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   41.7","0,0809,+","-1.7","0,1130","","","","","0.0","0,0213","","","","","","","     723.5","5","     723.5","0","","","        0"," ,0","     21.14","0","     28.22","0","     14.05","0"
"USC00021353","2005","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","     771.9","9","     771.9","0","","","        0"," ,0","","","","","",""
"USC00021353","2006","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","   1786.2","","    1786.2","0","        18","0","        18","0","         3","0","        0","","         0","0","         0","0","         5","0","         0","0","       289","0","       140","0","","","   -2.2","0,1130, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  49.8"," ,0,0907, ","   45.0","0,0721, ","-2.2","0,1130","-2.2","0,1130","","","","","","","","","","","","","","","    219.8"," ,0","        0"," ,0","     21.68","0","     29.14","0","     14.22","0"
"USC00021353","2007","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","",""
"USC00021353","2009","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","   1900.6","","    1900.6","0","        16","0","        16","0","         4","0","        0","","         0","0","         0","0","         0","0","         0","0","       292","0","       137","0","         1"," ","    0.6","0,1226,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  68.6"," ,0,1207, ","   43.9","0,0727, ","","","","","","","","","","","","","","","","","","","    241.4"," ,0","        0"," ,0","     21.92","0","     29.17","0","     14.66","0"
"USC00021353","2010","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","","","","","        31","0","        31","0","         4","0","        0","","         0","0","","","","","","","","","","","","","","","     0","T,0,1230, ","     0","T,0,1230, ","  90.2"," ,0,0121, ","","","","","","","","","","","","","","","","","     835.9","9","     835.9","0","    415.6"," ,0","        0","T,0","","","","","",""
"USC00021353","2011","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","   1992.1","","    1992.1","7","        15","7","        15","7","         2","7","","","","","         0","7","         7","7","         0","7","       282","7","       155","7","","","   -5.6","7,0203, ","","","","","  38.1"," ,7,1212, ","   43.9","7,0823,+","-2.2","7,1206","-2.2","7,1206","","","0.0","K,0210","-4.4","K,0204","-4.4","K,0204","","","","","","","    178.9"," ,7","","","     21.38","7","     28.65","7","     14.12","7"
"USC00021353","2012","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","   2127.5","","    2127.5","7","        15","7","        15","7","         2","7","        0","","         0","7","         0","7","         6","7","         0","7","       303","7","       164","7","         7"," ","   -3.9","7,1229, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  53.3"," ,7,0823, ","   43.9","7,0808, ","-0.6","7,1220","-3.9","7,1229","","","","","","","","","","","     740.4","4","     740.4","7","    218.4"," ,7","        0"," ,7","     22.37","7","     29.68","7","     15.05","7"
"USC00021353","2013","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","","","","","        18","7","        18","7","         3","7","        0","","         0","7","","","","","         0","7","       284","7","       127","7","         4"," ","","","     0"," ,7,1231,+","     0","T,7,0211, ","  40.6"," ,7,0126, ","   45.6","7,0628, ","","","","","","","","","","","","","","","     754.3","3","     754.3"," ","    285.8"," ,7","        0","T,7","","","     28.23","7","",""
"USC00021353","2014","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","   1896.2","","    1896.2","7","        21","7","        20","7","         5","7","        0","","         0","7","         0","7","         1","7","         0","7","       314","7","       148","7","         7"," ","    0.0","7,1226, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  82.6"," ,7,0813, ","   42.8","7,0722, ","0.0","7,1226","","","","","","","","","","","","","","","","","    366.2"," ,7","        0"," ,7","     22.24","7","     29.28","7","     15.19","7"
"USC00021353","2015","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","   2000.7","","    2000.7","7","        37","7","        37","7","         2","7","        0","","         0","7","         0","7","         5","7","         0","7","       308","7","       143","7","        11"," ","   -2.8","7,0103, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  49.5"," ,7,0130, ","   43.9","7,0815, ","-0.6","7,1229","","","","","0.0","7,0104","-2.8","7,0103","","","","","     471.1","1","     471.1","7","    397.8"," ,7","        0"," ,7","     22.24","7","     29.13","7","     15.35","7"
"USC00021353","2016","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","","","","","        30","7","        30","7","         5","7","        0","","         0","7","","","","","","","","","","","        13"," ","","","     0"," ,7,1231,+","     0"," ,7,1231,+","  57.2"," ,7,1222, ","","","","","","","","","","","","","","","","","","","","","    418.2"," ,7","        0"," ,7","","","","","",""
"USC00021353","2017","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","     514.9","9","     514.9","7","","","","","","","","","",""
"USC00021353","2018","33.9826","-112.3628","606.6","CASTLE HOT SPRINGS, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
