"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CGOO","2002","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    479.8","","     479.8","U","         0","U","        33","U","         0","U","       268","U","        74","U","   -3.9","U,0130, ","   42.2","U,0901, ","0.0","U,1210","","","0.0","U,0319","-2.8","U,0314","","","    1244.7","7","    1244.7","U","     16.17","U","     25.64","U","      6.71","U"
"USR0000CGOO","2003","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    661.8","","     661.8","U","         0","U","        15","U","         0","U","       256","U","       100","U","   -2.8","U,1227, ","   40.0","U,0922,+","0.0","U,1105","-2.8","U,1227","-1.7","U,0406","","","","","    1159.9","9","    1159.9","U","     16.96","U","     25.79","U","      8.13","U"
"USR0000CGOO","2004","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    498.0","","     498.0","U","         0","U","        16","U","         0","U","       262","U","        78","U","   -2.2","U,1201, ","   40.0","U,0901, ","-2.2","U,1201","-2.2","U,1201","0.0","U,0215","","","","","    1106.9","9","    1106.9","U","     16.55","U","     25.56","U","      7.55","U"
"USR0000CGOO","2005","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1173.7","7","    1173.7","U","","","","","",""
"USR0000CGOO","2007","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    607.7","","     607.7","U","         0","U","        22","U","         0","U","       267","U","        89","U","   -5.6","U,0114, ","   41.7","U,0901, ","0.0","U,1214","","","0.0","U,0302","-3.3","U,0118","-4.4","U,0117","    1072.8","8","    1072.8","U","     16.85","U","     25.71","U","      7.99","U"
"USR0000CGOO","2008","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    835.0","","     835.0","U","         0","U","        12","U","         0","U","       262","U","       119","U","   -1.7","U,0215, ","   42.2","U,0621, ","-0.6","U,1219","","","0.0","U,0317","","","","","    1183.1","1","    1183.1","U","     17.61","U","     26.10","U","      9.11","U"
"USR0000CGOO","2009","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    717.5","","     717.5","U","         0","U","        11","U","         0","U","       267","U","        98","U","   -1.1","U,0211,+","   42.8","U,0829, ","0.0","U,1210","","","0.0","U,0311","","","","","     968.0","0","     968.0","U","     17.40","U","     26.07","U","      8.72","U"
"USR0000CGOO","2010","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    480.0","","     480.0","U","         0","U","         6","U","         0","U","       244","U","        55","U","   -2.8","U,1231, ","   42.8","U,0825, ","0.0","U,1125","-2.8","U,1231","0.0","U,0124","","","","","    1165.0","0","    1165.0","U","     16.30","U","     24.48","U","      8.12","U"
"USR0000CGOO","2012","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    739.5","","     739.5","U","         0","U","        20","U","         0","U","       286","U","        96","U","   -2.8","U,0118, ","   41.7","U,1001, ","0.0","U,1212","","","0.0","U,0320","-2.8","U,0118","","","    1079.6","6","    1079.6","U","     17.57","U","     26.68","U","      8.45","U"
"USR0000CGOO","2013","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    756.7","","     756.7","U","         0","U","         9","U","         0","U","       254","U","        28","U","   -2.8","U,0111, ","   38.3","U,0629, ","","","","","0.0","U,0221","-2.8","U,0111","","","     977.6","6","     977.6","U","     17.84","U","     23.72","U","     11.96","U"
"USR0000CGOO","2014","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    995.8","","     995.8","U","         0","U","         0","U","         0","U","       271","U","        46","U","    1.7","U,1231, ","   38.9","U,0914, ","","","","","","","","","","","     638.7","7","     638.7","U","     19.48","U","     25.01","U","     13.94","U"
"USR0000CGOO","2015","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    966.6","","     966.6","U","         0","U","         0","U","         0","U","       264","U","        35","U","    1.7","U,0101, ","   39.4","U,0909, ","","","","","","","","","","","     581.8","8","     581.8","U","     19.13","U","     24.40","U","     13.87","U"
"USR0000CGOO","2016","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    885.7","","     885.7","U","         0","U","         0","U","         0","U","       249","U","        38","U","    3.3","U,1217,+","   41.1","U,0620, ","","","","","","","","","","","     793.6","6","     793.6","U","     18.75","U","     24.16","U","     13.33","U"
"USR0000CGOO","2017","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","   1003.2","","    1003.2","U","         0","U","         0","U","         0","U","       261","U","        52","U","    2.8","U,0125, ","   41.7","U,0831, ","","","","","","","","","","","     828.4","4","     828.4","U","     19.13","U","     24.53","U","     13.72","U"
"USR0000CGOO","2018","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    886.4","","     886.4","U","         0","U","         0","U","         0","U","       260","U","        42","U","    1.1","U,0220, ","   44.4","U,0706, ","","","","","","","","","","","     621.1","1","     621.1","U","     18.79","U","     24.35","U","     13.23","U"
"USR0000CGOO","2019","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    760.7","","     760.7","U","         0","U","         0","U","         0","U","       209","U","        52","U","    1.1","U,0222, ","   37.2","U,0610, ","","","","","","","","","","","     975.8","8","     975.8","U","     17.49","U","     22.76","U","     12.22","U"
"USR0000CGOO","2020","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","   1055.3","","    1055.3","U","         0","U","         0","U","         0","U","       242","U","        67","U","    3.5","U,0327, ","   45.6","U,0905, ","","","","","","","","","","","     897.0","0","     897.0","U","     18.97","U","     24.54","U","     13.41","U"
"USR0000CGOO","2021","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    862.8","","     862.8","U","         0","U","         0","U","         0","U","       241","U","        50","U","    1.7","U,0126, ","   36.7","U,0921,+","","","","","","","","","","","     823.2","2","     823.2","U","     18.15","U","     23.82","U","     12.47","U"
"USR0000CGOO","2022","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    967.6","","     967.6","U","         0","U","         0","U","         0","U","       252","U","        57","U","    1.7","U,0224, ","   41.7","U,0905, ","","","","","","","","","","","     761.7","7","     761.7","U","     18.88","U","     24.49","U","     13.27","U"
"USR0000CGOO","2023","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    730.8","","     730.8","U","         0","U","         0","U","         0","U","       202","U","        44","U","    1.7","U,0215, ","   37.8","U,0829, ","","","","","","","","","","","    1204.2","2","    1204.2","U","     17.33","U","     22.37","U","     12.28","U"
"USR0000CGOO","2024","33.0736","-116.8458","466.3","GOOSE VALLEY CALIFORNIA, CA US","    928.6","","     928.6","U","         0","U","         0","U","         0","U","       237","U","        63","U","    3.3","U,0108, ","   43.3","U,0906, ","","","","","","","","","","","     910.2","2","     910.2","U","     18.36","U","     23.93","U","     12.79","U"
