"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"LAW00041062","1967","19.9","103.13333","1311.2","PHU CUM LS 50, LA","        84"," ","         4"," "
"LAW00041062","1968","19.9","103.13333","1311.2","PHU CUM LS 50, LA","        90"," ","         3"," "
