"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00123027","1946","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","","","","","","","","","","","         2"," ","","","","","","","","","",""
"USC00123027","1947","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       111","6","        71","6","        10","6","","","","","","","","","","","  47.2"," ,6,0715, ","    893.0"," ,6","",""
"USC00123027","1948","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       118","0","        75","0","         8","0","","","","","","","","","","","  43.2"," ,0,0102, ","    888.3"," ,0","",""
"USC00123027","1949","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       113","0","        76","0","        10","0","       13","","         2","0","","","    76"," ,0,0112, ","    25"," ,0,0317,+","  62.7"," ,0,1012, ","   1086.1"," ,0","       50"," ,0"
"USC00123027","1950","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       131","0","        92","0","        11","0","       53","","","","","","   178"," ,0,1130,+","",""," 100.8"," ,0,0901, ","   1281.8"," ,0","",""
"USC00123027","1951","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       130","0","        79","0","        10","0","       48","","","","","","   203"," ,0,1220,+","","","  88.9"," ,0,0609, ","   1141.6"," ,0","",""
"USC00123027","1952","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       109","0","        76","0","        10","0","       22","","","","","","   178"," ,0,0207, ","","","  71.4"," ,0,0723, ","   1013.6"," ,0","",""
"USC00123027","1953","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       112","0","        70","0","         2","0","","","         9","0","","","","","    99"," ,0,0217, ","  53.3"," ,0,0304, ","    701.0"," ,0","      499"," ,0"
"USC00123027","1954","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       121","0","        76","0","        11","0","       17","","         3","0","","","   102"," ,0,0226,+","    38"," ,0,0105, ","  63.0"," ,0,0819, ","   1105.7"," ,0","      155"," ,0"
"USC00123027","1955","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       100","0","        64","0","         9","0","       36","","         4","0","","","   102"," ,0,0327,+","    76"," ,0,1119, ","  95.5"," ,0,0715, ","    964.2"," ,0","      177"," ,0"
"USC00123027","1956","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       112","0","        66","0","         5","0","       41","","        13","0","","","   127"," ,0,0202,+","   102"," ,0,0316,+","  49.5"," ,0,0429, ","    779.7"," ,0","      737"," ,0"
"USC00123027","1957","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       121","0","        80","0","         8","0","       39","","","","","","   127"," ,0,0409,+","","","  63.0"," ,0,0628, ","   1046.8"," ,0","",""
"USC00123027","1958","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       112","0","        64","0","         8","0","       26","","","","","","   102"," ,0,1128, ","","","  52.8"," ,0,0710, ","    809.5"," ,0","",""
"USC00123027","1959","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       125","0","        82","0","        10","0","","","","","","","","","","","  63.5"," ,0,0625, ","   1015.4"," ,0","",""
"USC00123027","1960","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       120","0","        73","0","         5","0","       37","","        10","0","","","   178"," ,0,1222,+","   152"," ,0,0226, ","  44.5"," ,0,0612, ","    721.8"," ,0","      675"," ,0"
"USC00123027","1961","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       137","0","        75","0","         7","0","       36","","        11","0","","","   178"," ,0,1224, ","   152"," ,0,1224, ","  58.4"," ,0,0806, ","    930.5"," ,0","      770"," ,0"
"USC00123027","1962","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       109","0","        63","0","         4","0","       35","","        14","0","","","   102"," ,0,0224, ","   102"," ,0,0224, ","  32.5"," ,0,0826, ","    648.1"," ,0","      683"," ,0"
"USC00123027","1963","41.1","-85.11667","225.6","FORT WAYNE DISP PLANT, IN US","       108","0","        63","0","         4","0","       44","","        18","0","","","   178"," ,0,0302,+","   127"," ,0,0224, ","  41.4"," ,0,0720, ","    696.2"," ,0","     1007"," ,0"
