"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CYUR","2003","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    284.8","","     284.8","U","         0","U","         8","U","         0","U","       146","U","        33","U","   -1.7","U,0207, ","   41.1","U,0728,+","0.0","U,1101","","","","","-0.6","U,0226","","","","","","","     13.45","U","     19.42","U","      7.48","U"
"USR0000CYUR","2004","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    258.1","","     258.1","U","         0","U","         6","U","         0","U","       159","U","        33","U","   -0.6","U,1204,+","   38.9","U,0808, ","-0.6","U,1121","","","","","0.0","U,0103","","","    1966.5","5","    1966.5","U","     13.71","U","     19.96","U","      7.46","U"
"USR0000CYUR","2005","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    305.8","","     305.8","U","         0","U","        10","U","         0","U","       161","U","        42","U","   -0.6","U,1217, ","   41.1","U,0726, ","0.0","U,1215","","","","","0.0","U,0113","","","    1975.9","9","    1975.9","U","     13.92","U","     20.29","U","      7.54","U"
"USR0000CYUR","2007","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1978.2","2","    1978.2","U","","","","","",""
"USR0000CYUR","2008","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    331.3","","     331.3","U","         0","U","        31","U","         0","U","       173","U","        48","U","   -2.8","U,0122, ","   44.4","U,0708, ","0.0","U,1012","","","","","0.0","U,0420","-2.2","U,0124","","","","","     13.50","U","     20.76","U","      6.24","U"
"USR0000CYUR","2009","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    585.9","","     585.9","U","         0","U","         8","U","         0","U","       215","U","        74","U","   -5.0","U,1208,+","   43.9","U,0818, ","-1.7","U,1205","-3.3","U,1206","-5.0","U,1207","0.0","U,0103","","","    1235.1","1","    1235.1","U","     16.23","U","     23.27","U","      9.20","U"
"USR0000CYUR","2010","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    259.7","","     259.7","U","         0","U","         6","U","         0","U","       169","U","        34","U","   -1.1","U,1125,+","   43.3","U,0825, ","-0.6","U,1123","","","","","-1.1","U,0409","","","    1993.7","7","    1993.7","U","     13.70","U","     19.98","U","      7.42","U"
"USR0000CYUR","2011","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    279.4","","     279.4","U","         0","U","        18","U","         0","U","       150","U","        39","U","   -2.8","U,0226, ","   43.3","U,0910, ","0.0","U,1201","","","","","0.0","U,0227","-2.8","U,0226","    2056.2","2","    2056.2","U","     13.35","U","     20.01","U","      6.68","U"
"USR0000CYUR","2012","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    308.9","","     308.9","U","         0","U","        15","U","         0","U","       176","U","        45","U","   -2.2","U,0117, ","   41.7","U,0813, ","0.0","U,1218","","","","","0.0","U,0319","-2.2","U,0117","    1989.9","9","    1989.9","U","     13.86","U","     20.59","U","      7.12","U"
"USR0000CYUR","2013","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    375.3","","     375.3","U","         0","U","        22","U","         1","U","       194","U","        55","U","   -3.9","U,1208,+","   42.8","U,0909, ","0.0","U,1121","-2.2","U,1204","","","0.0","U,0323","-2.2","U,0114","    1729.8","8","    1729.8","U","     14.41","U","     21.92","U","      6.90","U"
"USR0000CYUR","2015","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    495.5","","     495.5","U","         0","U","        10","U","         0","U","       215","U","        66","U","   -2.2","U,1127, ","   47.2","U,0729, ","-1.1","U,1126","-2.2","U,1127","","","-0.6","U,0223","","","    1254.5","5","    1254.5","U","     15.86","U","     23.44","U","      8.28","U"
"USR0000CYUR","2016","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    453.4","","     453.4","U","         0","U","        10","U","         0","U","       191","U","        73","U","   -2.2","U,0102,+","   42.8","U,0728, ","0.0","U,1207","","","","","0.0","U,0201","-2.2","U,0102","    1529.8","8","    1529.8","U","     15.12","U","     22.22","U","      8.02","U"
"USR0000CYUR","2017","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    428.3","","     428.3","U","         0","U","         9","U","         0","U","       167","U","        51","U","   -1.7","U,0106,+","   42.8","U,0801, ","","","","","","","0.0","U,0305","","","    1926.4","4","    1926.4","U","     14.27","U","     20.73","U","      7.81","U"
"USR0000CYUR","2018","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    317.5","","     317.5","U","         0","U","        11","U","         0","U","       189","U","        45","U","   -1.7","U,0227,+","   38.3","U,0926,+","0.0","U,1108","","","","","0.0","U,0302","","","    1804.9","9","    1804.9","U","     14.42","U","     21.41","U","      7.42","U"
"USR0000CYUR","2019","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    349.3","","     349.3","U","         0","U","        13","U","         0","U","       190","U","        41","U","   -1.7","U,0222, ","   41.1","U,0826, ","0.0","U,1128","","","","","-1.7","U,0222","","","    1767.6","6","    1767.6","U","     14.26","U","     20.98","U","      7.54","U"
"USR0000CYUR","2020","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    449.5","","     449.5","U","         0","U","         8","U","         0","U","       199","U","        57","U","   -1.7","U,1109, ","   43.3","U,0907, ","-0.6","U,1108","","","","","-0.6","U,0316","","","    1732.1","1","    1732.1","U","     14.91","U","     22.13","U","      7.69","U"
"USR0000CYUR","2021","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    452.1","","     452.1","U","         0","U","         6","U","         0","U","       185","U","        67","U","   -1.1","U,0316, ","   41.7","U,0619, ","0.0","U,1226","","","","","0.0","U,0330","","","    1738.4","4","    1738.4","U","     14.57","U","     21.79","U","      7.35","U"
"USR0000CYUR","2023","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    433.1","","     433.1","U","         0","U","        18","U","         0","U","       170","U","        51","U","   -3.9","U,0130, ","   42.8","U,0815, ","","","","","","","0.0","U,0308","-3.9","U,0130","","","","","     14.26","U","     20.91","U","      7.59","U"
"USR0000CYUR","2024","41.2897","-123.8575","150.9","YUROK CALIFORNIA, CA US","    493.8","","     493.8","U","         0","U","         0","U","         0","U","       183","U","        72","U","    0.6","U,0405,+","   47.2","U,0706, ","","","","","","","","","","","    1662.1","1","    1662.1","U","     14.96","U","     21.90","U","      8.02","U"
