"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CCAT","2002","37.4681","-120.1106","365.8","CATHEYS VALLEY CALIFORNIA, CA US","   1198.9","","    1198.9","U","         0","U","         6","U","         0","U","       206","U","        92","U","    0.0","U,1225,+","   41.7","U,0711, ","0.0","U,1225","","","0.0","U,0131","    1370.5","5","    1370.5","U","     17.93","U","     23.67","U","     12.20","U"
"USR0000CCAT","2003","37.4681","-120.1106","365.8","CATHEYS VALLEY CALIFORNIA, CA US","   1213.2","","    1213.2","U","         0","U","         6","U","         0","U","       184","U","       106","U","   -0.6","U,1227,+","   41.7","U,0717, ","-0.6","U,1122","","","0.0","U,0118","    1376.7","7","    1376.7","U","     17.66","U","     23.92","U","     11.39","U"
"USR0000CCAT","2004","37.4681","-120.1106","365.8","CATHEYS VALLEY CALIFORNIA, CA US","   1062.6","","    1062.6","U","         0","U","         8","U","         0","U","       207","U","        97","U","   -0.6","U,0104, ","   40.6","U,0811, ","0.0","U,1130","","","0.0","U,0105","    1305.5","5","    1305.5","U","     17.27","U","     23.45","U","     11.09","U"
"USR0000CCAT","2005","37.4681","-120.1106","365.8","CATHEYS VALLEY CALIFORNIA, CA US","    982.3","","     982.3","U","         0","U","         3","U","         0","U","       210","U","        82","U","    0.0","U,1217,+","   41.1","U,0716,+","0.0","U,1216","","","0.0","U,0115","    1589.3","3","    1589.3","U","     17.33","U","     23.48","U","     11.17","U"
"USR0000CCAT","2006","37.4681","-120.1106","365.8","CATHEYS VALLEY CALIFORNIA, CA US","","","","","         0","U","         7","U","","","","","","","   -0.6","U,0220,+","","","0.0","U,1129","","","0.0","U,0312","    1364.7","7","    1364.7","U","","","","","     11.34","U"
"USR0000CCAT","2008","37.4681","-120.1106","365.8","CATHEYS VALLEY CALIFORNIA, CA US","   1199.4","","    1199.4","U","         0","U","         6","U","         0","U","       208","U","       107","U","    0.0","U,1226,+","   42.8","U,0710, ","0.0","U,1214","","","0.0","U,0129","    1465.8","8","    1465.8","U","     17.64","U","     24.02","U","     11.27","U"
"USR0000CCAT","2010","37.4681","-120.1106","365.8","CATHEYS VALLEY CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","    1655.0","0","    1655.0","U","","","","","",""
"USR0000CCAT","2012","37.4681","-120.1106","365.8","CATHEYS VALLEY CALIFORNIA, CA US","   1176.6","","    1176.6","U","         0","U","         4","U","         0","U","       200","U","       106","U","   -1.1","U,0117,+","   41.7","U,0811, ","-0.6","U,1219","","","-0.6","U,0118","    1414.5","5","    1414.5","U","     17.77","U","     23.75","U","     11.79","U"
"USR0000CCAT","2013","37.4681","-120.1106","365.8","CATHEYS VALLEY CALIFORNIA, CA US","   1085.9","","    1085.9","U","         0","U","        12","U","         0","U","       225","U","        85","U","   -3.3","U,1208, ","   41.1","U,0608, ","-0.6","U,1204","-3.3","U,1208","-0.6","U,0115","    1287.7","7","    1287.7","U","     17.77","U","     23.92","U","     11.63","U"
"USR0000CCAT","2014","37.4681","-120.1106","365.8","CATHEYS VALLEY CALIFORNIA, CA US","   1245.9","","    1245.9","U","         0","U","         1","U","         0","U","       236","U","       102","U","   -1.1","U,1231, ","   40.6","U,0801, ","-1.1","U,1231","","","","","    1067.8","8","    1067.8","U","     19.00","U","     24.96","U","     13.04","U"
