"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FMC00914325","1963","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","",""
"FMC00914325","1964","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","       145","0","       106","0","        31","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 110.2"," ,0,0513, ","","","","","","","   2139.5"," ,0","        0"," ,0","","","","","",""
"FMC00914325","1965","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","",""
"FMC00914325","1966","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","",""
"FMC00914325","1967","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","",""
"FMC00914325","1969","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","        0"," ,0","","","","","",""
"FMC00914325","1971","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","   3489.9","","    3489.9","0","       200","0","       142","0","        27","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","       166","0","","","   20.0","0,1104,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  53.6"," ,0,0702, ","   36.1","0,0519, ","","","","","   2220.8"," ,0","        0"," ,0","     27.92","0","     31.62","0","     24.22","0"
"FMC00914325","1972","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","0","","","","","","","","","",""
"FMC00914325","2001","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","       240","0","       165","0","        52","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 109.5"," ,0,1013, ","","","","","","","   3624.7"," ,0","        0"," ,0","","","","","",""
"FMC00914325","2002","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","       241","0","       165","0","        46","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 128.8"," ,0,0316, ","","","","","","","   3682.3"," ,0","        0"," ,0","","","","","",""
