"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00026468","1946","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    576.4","","     576.4","6","        44","6","        19","6","         1","6","","","         2","6","         0","6","       144","6","         4","6","       205","6","        64","6","","","","","  -15.0","6,0122, ","","","    89"," ,6,0118, ","  39.4"," ,6,0918, ","   36.7","6,0807,+","0.0","6,1008","-3.3","6,1012","-5.0","6,1101","-6.7","6,1213","-11.1","6,1219","-0.6","6,0410","-5.0","6,0405","-5.0","6,0405","-6.7","6,0227","-9.4","6,0215","    2603.2","2","    2603.2","6","    190.2"," ,6","      197"," ,6","     12.97","6","     21.57","6","      4.36","6","",""
"USC00026468","1947","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    563.9","","     563.9","6","        37","6","        18","6","         1","6","","","","","         1","6","       138","6","         5","6","       192","6","        56","6","","","","","  -17.8","6,0116, ","","","","","  35.8"," ,6,1013, ","   36.7","6,0728, ","0.0","6,1023","-3.9","6,1104","-5.0","6,1106","-8.3","6,1107","-11.7","6,1211","-0.6","6,0424","-2.2","6,0411","-4.4","6,0315","-7.2","6,0313","-8.9","6,0301","    2524.9","9","    2524.9","6","    217.3"," ,6","","","     12.64","6","     21.25","6","      4.03","6","",""
"USC00026468","1948","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    588.9","","     588.9","0","","","","","","","","","","","         2","0","       146","0","         4","0","       194","0","        66","0","         3"," ","        15"," ","  -20.0","0,0213, ","","","","","","","   36.7","0,0902,+","0.0","0,1101","-7.2","0,1105","-7.2","0,1105","-7.2","0,1105","-10.6","0,1119","-1.7","6,0425","-2.8","6,0413","-5.0","6,0401","-6.7","6,0326","-8.9","6,0310","    2728.8","8","    2728.8","0","","","","","     12.54","0","     21.15","0","      3.93","0","",""
"USC00026468","1949","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    537.3","","     537.3","0","        57","0","        24","0","         2","0","        8","","         6","0","         7","0","       144","0","        17","0","       191","0","        53","0","         3"," ","        30"," ","  -21.1","0,0106, ","    51"," ,0,0107,+","    51"," ,0,1019,+","  50.3"," ,0,0808, ","   37.2","0,0717,+","0.0","0,1009","-2.8","0,1020","-4.4","0,1021","-10.6","0,1211","-10.6","0,1211","-2.2","0,0411","-2.2","0,0411","-4.4","0,0405","-7.2","0,0324","-9.4","0,0215","    2704.4","4","    2704.4","0","    253.9"," ,0","      256"," ,0","     12.22","0","     20.58","0","      3.85","0","",""
"USC00026468","1950","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    459.1","","     459.1","0","        32","0","        13","0","         0","0","        1","","         1","0","         0","0","       122","0","         1","0","       221","0","        55","0","","","        25"," ","  -16.1","0,0106, ","    51"," ,0,0129, ","    38"," ,0,0129, ","  13.2"," ,0,0718, ","   37.8","0,0629, ","-2.8","0,1104","-2.8","0,1104","-10.6","0,1110","-10.6","0,1110","-10.6","0,1110","-1.1","0,0509","-3.9","0,0505","-6.7","0,0326","-6.7","0,0326","-10.6","0,0127","    2428.5","5","    2428.5","0","     98.0"," ,0","       38"," ,0","     13.66","0","     23.00","0","      4.32","0","",""
"USC00026468","1951","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","","","","","        47","0","        21","0","         1","0","","","         4","0","","","","","","","","","","","         4"," ","        21"," ","","","","","   152"," ,0,0130, ","  37.6"," ,0,0828, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    190.7"," ,0","      389"," ,0","","","","","","","",""
"USC00026468","1952","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    589.4","","     589.4","0","        63","0","        31","0","         0","0","       17","","         2","0","         4","0","       133","0","         8","0","       198","0","        66","0","         7"," ","        37"," ","  -21.1","0,1129, ","   229"," ,0,1124, ","   229"," ,0,1124, ","  22.4"," ,0,0921, ","   37.2","0,0703, ","-1.1","0,1104","-2.8","0,1110","-9.4","0,1117","-9.4","0,1117","-9.4","0,1117","0.0","0,0429","-2.2","0,0402","-6.7","0,0324","-6.7","0,0324","-9.4","0,0323","    2607.4","4","    2607.4","0","    300.1"," ,0","      500"," ,0","     12.51","0","     20.65","0","      4.37","0","",""
"USC00026468","1953","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","        22"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2656.1","1","    2656.1","0","","","","","","","","","","","",""
"USC00026468","1954","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","         6"," ","        35"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00026468","1955","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    529.6","","     529.6","0","        52","0","        23","0","         1","0","        4","","         5","0","         0","0","       141","0","         5","0","       195","0","        51","0","         1"," ","        27"," ","  -14.4","0,0123, ","    76"," ,0,1202, ","    64"," ,0,1202, ","  33.5"," ,0,0613, ","   36.1","0,0709,+","-1.1","0,1007","-3.9","0,1028","-4.4","0,1109","-9.4","0,1116","-9.4","0,1116","-1.7","0,0516","-3.3","0,0503","-4.4","0,0413","-8.3","0,0404","-11.1","0,0322","    2686.0","0","    2686.0","0","    216.8"," ,0","      196"," ,0","     12.60","0","     21.33","0","      3.87","0","",""
"USC00026468","1956","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    576.6","","     576.6","0","        41","0","        19","0","         0","0","","","         6","0","         4","0","       139","0","         4","0","       200","0","        73","0","","","        21"," ","  -21.1","0,0204,+","","","   152"," ,0,0201, ","  12.7"," ,0,1029, ","   38.9","0,0709, ","-6.1","0,1025","-6.1","0,1025","-6.1","0,1025","-6.7","0,1102","-11.1","0,1115","-2.2","0,0415","-2.2","0,0415","-5.0","0,0404","-8.9","0,0316","-8.9","0,0316","    2294.3","3","    2294.3","0","    144.4"," ,0","      415"," ,0","     12.68","0","     21.84","0","      3.51","0","",""
"USC00026468","1957","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","","","","","        82","0","        38","0","         0","0","        0","","         1","0","","","","","","","","","","","         3"," ","        34"," ","","","     0","T,0,0401,+","    25"," ,0,0128, ","  22.9"," ,0,1012, ","","","","","","","","","","","","","","","","","","","","","","","    2561.0","0","    2561.0","0","    254.3"," ,0","       46"," ,0","","","","","","","",""
"USC00026468","1958","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    664.8","","     664.8","0","        79","0","        36","0","         1","0","","","         3","0","         0","0","       134","0","         1","0","       195","0","        70","0","","","         2"," ","  -12.2","0,1118,+","","","    76"," ,0,1117, ","  28.4"," ,0,0805, ","   38.9","0,0712,+","-2.2","0,1022","-2.2","0,1022","-5.6","0,1116","-12.2","0,1117","-12.2","0,1117","-1.1","0,0414","-2.8","0,0406","-6.1","0,0405","-8.9","0,0310","-8.9","0,0310","","","","","    303.5"," ,0","      165"," ,0","     13.35","0","     21.68","0","      5.03","0","",""
"USC00026468","1959","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","","","","","        59","0","        25","0","         2","0","        0","","         0","0","         0","0","       129","0","","","","","","","","","","","  -15.0","0,0104, ","     0"," ,0,1231,+","     0","T,0,1029,+","  37.1"," ,0,1030, ","","","0.0","0,1030","-2.8","0,1105","-5.0","0,1106","-11.1","0,1127","-11.1","0,1127","-0.6","0,0505","-3.3","0,0410","-4.4","0,0320","-7.2","0,0316","-8.9","0,0307","","","","","    233.6"," ,0","        0","T,0","","","","","      4.46","0","",""
"USC00026468","1960","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    614.2","","     614.2","0","        46","0","        22","0","         0","0","","","         2","0","         6","0","       127","0","        20","0","       197","0","        82","0","","","","","  -21.1","0,0118, ","","","   305"," ,0,1208, ","  15.0"," ,0,1015, ","   37.8","0,0728,+","-4.4","0,1031","-4.4","0,1031","-4.4","0,1031","-7.8","0,1116","-17.2","0,1209","-0.6","0,0520","-3.3","0,0424","-4.4","0,0423","-7.8","0,0317","-9.4","0,0225","    2647.6","6","    2647.6","0","    148.6"," ,0","      330"," ,0","     12.36","0","     20.92","0","      3.80","0","",""
"USC00026468","1961","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    518.8","","     518.8","0","        42","0","        19","0","         0","0","","","         3","0","         0","0","       151","0","         5","0","       186","0","        58","0","         1"," ","","","  -14.4","0,1212, ","","","    89"," ,0,1113, ","  11.9"," ,0,0816, ","   38.9","0,0624, ","-1.7","0,1010","-2.2","0,1029","-5.0","0,1115","-7.8","0,1122","-14.4","0,1212","0.0","0,0513","-2.8","0,0426","-5.0","0,0309","-8.3","0,0301","-10.0","0,0227","    2639.7","7","    2639.7","0","    187.0"," ,0","      215"," ,0","     12.11","0","     20.68","0","      3.55","0","",""
"USC00026468","1962","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    477.2","","     477.2","0","        41","0","        21","0","         0","0","","","         2","0","         0","0","       135","0","         6","0","       199","0","        63","0","        14"," ","        15"," ","  -16.7","0,0111, ","","","    25"," ,0,0227,+","  21.3"," ,0,0629, ","   38.3","0,0815, ","-1.1","0,1107","-4.4","0,1108","-4.4","0,1108","-7.2","0,1211","-11.1","0,1225","-0.6","0,0522","-2.2","0,0501","-5.0","0,0401","-9.4","0,0314","-9.4","0,0314","    2928.8","8","    2928.8","0","    178.1"," ,0","      105"," ,0","     12.25","0","     20.85","0","      3.66","0","",""
"USC00026468","1963","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    554.8","","     554.8","0","        46","0","        25","0","         0","0","        3","","         5","0","         4","0","       126","0","        10","0","       201","0","        50","0","         2"," ","        17"," ","  -23.9","0,0120,+","   102"," ,0,0211, ","   102"," ,0,0211, ","  24.4"," ,0,0211, ","   38.3","0,0701, ","-0.6","0,1101","-6.1","0,1117","-6.1","0,1117","-6.7","0,1203","-11.1","0,1206","-0.6","0,0428","-2.8","0,0427","-4.4","0,0422","-8.3","0,0316","-9.4","0,0305","    2537.7","7","    2537.7","0","    192.8"," ,0","      364"," ,0","     12.74","0","     21.33","0","      4.15","0","",""
"USC00026468","1964","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    472.6","","     472.6","0","        59","0","        26","0","         1","0","        1","","         4","0","         2","0","       161","0","         1","0","       193","0","        46","0","","","        13"," ","  -18.3","0,0114, ","    25"," ,0,1114, ","   140"," ,0,1230, ","  27.4"," ,0,0724, ","   37.8","0,0707, ","-0.6","0,1025","-3.3","0,1104","-4.4","0,1114","-8.3","0,1120","-9.4","0,1208","-0.6","0,0509","-3.9","0,0508","-4.4","0,0426","-8.3","0,0326","-10.0","0,0325","    2835.7","7","    2835.7","0","    227.0"," ,0","      367"," ,0","     11.73","0","     20.45","0","      3.00","0","",""
"USC00026468","1965","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    419.3","","     419.3","0","        59","0","        35","0","         0","0","       11","","         7","0","         1","0","       133","0","         3","0","       186","0","        43","0","","","         8"," ","  -17.8","0,0212, ","    51"," ,0,0108, ","    89"," ,0,0325,+","  18.3"," ,0,1210, ","   36.7","0,0808, ","-0.6","0,1023","-2.2","0,1120","-6.7","0,1127","-6.7","0,1127","-8.9","0,1129","0.0","0,0510","-2.8","0,0508","-5.6","0,0321","-8.9","0,0320","-8.9","0,0320","    2706.8","8","    2706.8","0","    224.3"," ,0","      449"," ,0","     12.13","0","     20.33","0","      3.93","0","",""
"USC00026468","1966","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    563.3","","     563.3","0","        55","0","        29","0","         1","0","        3","","         5","0","         2","0","       129","0","         8","0","       211","0","        55","0","","","        23"," ","  -19.4","0,1229, ","   102"," ,0,0226, ","   178"," ,0,0226, ","  32.0"," ,0,0727, ","   38.3","0,0706, ","-3.3","0,1014","-3.3","0,1014","-5.6","0,1110","-6.7","0,1127","-10.0","0,1210","-3.9","0,0420","-3.9","0,0420","-6.1","0,0405","-12.2","0,0305","-12.2","0,0305","    2527.9","9","    2527.9","0","    248.5"," ,0","      424"," ,0","     12.66","0","     21.35","0","      3.96","0","",""
"USC00026468","1967","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    503.5","","     503.5","0","        54","0","        26","0","         1","0","       19","","         9","0","         7","0","       145","0","        16","0","       204","0","        50","0","","","        38"," ","  -19.4","0,0109, ","   356"," ,0,1214, ","   229"," ,0,1213, ","  29.2"," ,0,0806, ","   37.8","0,0702, ","-1.7","0,1016","-3.3","0,1030","-4.4","0,1124","-7.2","0,1202","-8.9","0,1209","-1.1","0,0506","-5.6","0,0501","-5.6","0,0501","-9.4","0,0306","-9.4","0,0306","    2582.7","7","    2582.7","0","    239.5"," ,0","      745"," ,0","     12.28","0","     21.18","0","      3.39","0","",""
"USC00026468","1968","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    418.2","","     418.2","0","        56","0","        28","0","         2","0","       41","","         5","0","         3","0","       141","0","        17","0","       188","0","        44","0","","","        18"," ","  -22.8","0,1223,+","   102"," ,0,1224,+","   102"," ,0,1221, ","  42.7"," ,0,0806, ","   37.8","0,0721,+","-0.6","0,1017","-3.3","0,1106","-5.0","0,1111","-8.3","0,1127","-10.6","0,1130","0.0","0,0507","-2.8","0,0419","-4.4","0,0407","-10.0","0,0125","-10.0","0,0125","    2863.5","5","    2863.5","0","    282.4"," ,0","      287"," ,0","     11.46","0","     19.79","0","      3.12","0","",""
"USC00026468","1969","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    569.5","","     569.5","0","        62","0","        34","0","         1","0","","","         3","0","         0","0","       149","0","         1","0","       185","0","        57","0","","","        29"," ","  -14.4","0,1231, ","","","    76"," ,0,0305, ","  29.0"," ,0,0905, ","   38.3","0,0701, ","-2.8","0,1005","-2.8","0,1005","-4.4","0,1102","-7.2","0,1119","-12.2","0,1230","0.0","0,0508","-3.9","0,0427","-5.6","0,0326","-6.7","0,0325","-9.4","0,0323","    2740.6","6","    2740.6","0","    260.4"," ,0","      214"," ,0","     12.61","0","     21.09","0","      4.13","0","",""
"USC00026468","1970","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    530.4","","     530.4","0","        50","0","        23","0","         1","0","        0","","         2","0","         2","0","       175","0","         3","0","       174","0","        64","0","","","         7"," ","  -17.8","0,0103,+","     0"," ,0,1231,+","    25"," ,0,1222,+","  49.0"," ,0,0906, ","   40.0","0,0626, ","-2.2","0,1008","-2.2","0,1008","-6.1","0,1026","-8.9","0,1028","-8.9","0,1028","0.0","0,0510","-2.2","0,0502","-4.4","0,0430","-7.8","0,0404","-11.7","0,0203","    2758.2","2","    2758.2","0","    208.5"," ,0","       50"," ,0","     12.06","0","     21.30","0","      2.82","0","",""
"USC00026468","1971","34.7994","-109.885","1659.9","PETRIFIED FOREST NATIONAL PARK, AZ US","    528.9","","     528.9","0","        42","0","        24","0","         1","0","","","","","         7","0","       161","0","        10","0","       184","0","        66","0","","","        34"," ","  -32.8","0,0106, ","","","","","  61.0"," ,0,0929, ","   39.4","0,0712, ","0.0","0,1018","-7.8","0,1030","-7.8","0,1030","-7.8","0,1030","-11.7","0,1205","0.0","0,0523","-2.8","0,0427","-7.2","0,0419","-7.2","0,0419","-11.1","0,0319","    2864.7","7","    2864.7","0","    212.1"," ,0","","","     11.66","0","     20.77","0","      2.55","0","",""
