"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA006075435","2004","51.3","-80.6167","9.0","MOOSONEE RCS, ON CA","     36.4","","      36.4","C","       190","C","        88","C","         1","C","      159","","        93","C","       231","C","       129","C","        42","C","         0","C","  -39.8","C,1226, ","   790"," ,C,0321,+","  26.6"," ,C,1030, ","   30.9","C,0727, ","-0.3","C,0830","-2.2","C,1017","-9.6","C,1018","-9.6","C,1018","-9.6","C,1018","-0.8","C,0612","-2.3","C,0610","-4.5","C,0523","-9.5","C,0503","-9.5","C,0503","","","","","    803.6"," ,C","     -1.23","C","      4.58","C","     -7.05","C","","","",""
"CA006075435","2005","51.3","-80.6167","9.0","MOOSONEE RCS, ON CA","    111.6","","     111.6","C","       178","C","        80","C","         4","C","","","        94","C","       193","C","       130","C","        69","C","         8","C","  -40.4","C,0117, ","","","  40.7"," ,C,1006, ","   36.8","C,0711, ","-0.1","C,1008","-2.6","C,1010","-7.1","C,1105","-7.1","C,1105","-13.3","C,1114","-0.8","C,0706","-6.1","C,0512","-6.1","C,0512","-8.2","C,0421","-13.0","C,0411","    6744.8","8","    6744.8","C","    800.5"," ,C","      0.72","C","      6.81","C","     -5.36","C","","","",""
"CA006075435","2006","51.3","-80.6167","9.0","MOOSONEE RCS, ON CA","     58.5","","      58.5","C","       198","C","        87","C","         0","C","","","        56","C","       210","C","       112","C","        68","C","         3","C","  -41.1","C,0214, ","","","  21.9"," ,C,0314, ","   35.6","C,0714, ","-0.5","C,0825","-2.4","C,1026","-5.8","C,1103","-12.5","C,1104","-12.5","C,1104","-1.2","C,0701","-3.0","C,0527","-4.5","C,0428","-7.5","C,0426","-13.4","C,0407","    6191.6","6","    6191.6","C","    777.3"," ,C","      1.64","C","      7.49","C","     -4.21","C","","","",""
"CA006075435","2007","51.3","-80.6167","9.0","MOOSONEE RCS, ON CA","     78.5","","      78.5","C","","","","","","","","","        99","C","       209","C","       126","C","        58","C","         5","C","  -38.3","C,0308, ","","","","","   35.7","C,0613, ","-0.1","C,0912","-2.5","C,1015","-5.7","C,1030","-7.4","C,1107","-9.8","C,1108","-2.1","C,0624","-4.4","C,0606","-4.4","C,0606","-9.0","C,0520","-9.0","C,0520","    6457.9","9","    6457.9","C","","","      0.06","C","      5.77","C","     -5.65","C","","","",""
"CA006075435","2008","51.3","-80.6167","9.0","MOOSONEE RCS, ON CA","     52.3","","      52.3","C","","","","","","","","","        99","C","       197","C","       130","C","        56","C","         1","C","  -36.7","C,1220,+","","","","","   32.4","C,0901, ","-1.2","C,0918","-2.8","C,0922","-6.1","C,1021","-7.9","C,1022","-10.2","C,1118","-1.4","C,0612","-8.0","C,0501","-8.0","C,0501","-8.0","C,0501","-11.5","C,0414","    6693.0","0","    6693.0","C","","","     -0.02","C","      5.53","C","     -5.57","C","","","",""
"CA006075435","2009","51.3","-80.6167","9.0","MOOSONEE RCS, ON CA","     70.2","","      70.2","C","","","","","","","","","        90","C","       215","C","       121","C","        56","C","         1","C","  -36.6","C,0113, ","","","","","   32.7","C,0623, ","-0.4","C,0828","-3.3","C,1013","-7.9","C,1015","-7.9","C,1015","-9.5","C,1016","-0.2","C,0613","-2.3","C,0601","-5.5","C,0518","-9.2","C,0426","-9.2","C,0426","    6963.7","7","    6963.7","C","","","     -0.15","C","      5.31","C","     -5.62","C","","","",""
"CA006075435","2012","51.3","-80.6167","9.0","MOOSONEE RCS, ON CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    6026.6","6","    6026.6"," ","","","","","","","","","","","",""
"CA006075435","2013","51.3","-80.6167","9.0","MOOSONEE RCS, ON CA","     49.6","","      49.6","C","","","","","","","","","        81","C","       214","C","       126","C","        55","C","         2","C","  -38.9","C,0208, ","","","","","   32.7","C,0820,+","-0.7","C,0916","-2.6","C,1005","-5.0","C,1021","-9.6","C,1103","-9.6","C,1103","-2.6","C,0621","-2.6","C,0621","-4.7","C,0527","-8.4","C,0510","-11.8","C,0425","","","","","","","     -0.87","C","      4.71","C","     -6.45","C","","","",""
"CA006075435","2014","51.3","-80.6167","9.0","MOOSONEE RCS, ON CA","     67.8","","      67.8","C","       308","C","        87","C","         5","C","","","       108","C","       208","C","       152","C","        58","C","         1","C","  -37.4","C,0228, ","","","  39.8"," ,C,0722, ","   33.3","C,0629, ","-0.7","C,0916","-3.1","C,0930","-6.2","C,1031","-8.3","C,1101","-17.4","C,1108","-0.5","C,0626","-3.1","C,0520","-5.1","C,0507","-8.3","C,0428","-18.9","C,0417","    7058.9","9","    7058.9","C","   1059.1"," ,C","     -1.08","C","      4.72","C","     -6.88","C","","","",""
"CA006075435","2015","51.3","-80.6167","9.0","MOOSONEE RCS, ON CA","     81.8","","      81.8","C","       248","C","        74","C","         0","C","","","        92","C","       210","C","       115","C","        74","C","         1","C","  -37.6","C,0208, ","","","  18.0"," ,C,0906, ","   34.1","C,0729, ","0.0","C,0924","-2.3","C,1001","-5.0","C,1017","-7.9","C,1026","-15.0","C,1123","-2.5","C,0531","-2.5","C,0531","-5.9","C,0424","-11.8","C,0415","-11.8","C,0415","    6982.1","1","    6982.1","C","    693.5"," ,C","      0.41","C","      6.07","C","     -5.26","C","","","",""
