"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00513104","1964","22.13278","-159.37028","246.9","KANEHA RESERVOIR 109, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   3300.9"," ,0","        0"," ,0"
"USC00513104","1965","22.13278","-159.37028","246.9","KANEHA RESERVOIR 109, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   3746.6"," ,0","        0"," ,0"
"USC00513104","1966","22.13278","-159.37028","246.9","KANEHA RESERVOIR 109, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1968.7"," ,0","        0"," ,0"
"USC00513104","1967","22.13278","-159.37028","246.9","KANEHA RESERVOIR 109, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   3166.5"," ,0","        0"," ,0"
"USC00513104","1968","22.13278","-159.37028","246.9","KANEHA RESERVOIR 109, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   3261.3"," ,0","        0"," ,0"
"USC00513104","1969","22.13278","-159.37028","246.9","KANEHA RESERVOIR 109, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2561.5"," ,0","        0"," ,0"
"USC00513104","1970","22.13278","-159.37028","246.9","KANEHA RESERVOIR 109, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2225.6"," ,0","        0"," ,0"
"USC00513104","1971","22.13278","-159.37028","246.9","KANEHA RESERVOIR 109, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00513104","1972","22.13278","-159.37028","246.9","KANEHA RESERVOIR 109, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2612.6"," ,0","        0"," ,0"
"USC00513104","1973","22.13278","-159.37028","246.9","KANEHA RESERVOIR 109, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2104.0"," ,0","        0"," ,0"
"USC00513104","1974","22.13278","-159.37028","246.9","KANEHA RESERVOIR 109, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2593.1"," ,0","        0"," ,0"
"USC00513104","1975","22.13278","-159.37028","246.9","KANEHA RESERVOIR 109, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1871.9"," ,0","        0"," ,0"
"USC00513104","1976","22.13278","-159.37028","246.9","KANEHA RESERVOIR 109, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
