"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MGM00044287","1998","46.133","100.683","1859.0","BAYANHONGOR, MG","        97","S","        75","S","         1","S","   33.0","S,0702, ","      8.52","S"
"MGM00044287","2001","46.133","100.683","1859.0","BAYANHONGOR, MG","       102","S","        78","S","         0","S","   31.5","S,0801,+","      7.63","S"
"MGM00044287","2002","46.133","100.683","1859.0","BAYANHONGOR, MG","       130","S","        88","S","         0","S","   32.0","S,0730,+","      7.57","S"
"MGM00044287","2003","46.133","100.683","1859.0","BAYANHONGOR, MG","       139","S","        53","S","         0","S","   28.0","S,0614, ","      6.03","S"
"MGM00044287","2004","46.133","100.683","1859.0","BAYANHONGOR, MG","       113","S","        66","S","         1","S","   33.0","S,0720, ","      8.44","S"
"MGM00044287","2005","46.133","100.683","1859.0","BAYANHONGOR, MG","       118","S","        68","S","         1","S","   33.4","S,0715, ","      7.06","S"
"MGM00044287","2006","46.133","100.683","1859.0","BAYANHONGOR, MG","        96","S","        79","S","         1","S","   32.2","S,0703, ","      9.07","S"
"MGM00044287","2007","46.133","100.683","1859.0","BAYANHONGOR, MG","       110","S","        78","S","         0","S","   31.2","S,0608, ","      8.64","S"
"MGM00044287","2008","46.133","100.683","1859.0","BAYANHONGOR, MG","       107","S","        82","S","         1","S","   32.6","S,0805, ","      8.21","S"
"MGM00044287","2009","46.133","100.683","1859.0","BAYANHONGOR, MG","       119","S","        75","S","         0","S","   30.6","S,0630, ","      8.13","S"
"MGM00044287","2010","46.133","100.683","1859.0","BAYANHONGOR, MG","       121","S","        86","S","         5","S","   37.4","S,0623, ","      7.20","S"
"MGM00044287","2011","46.133","100.683","1859.0","BAYANHONGOR, MG","       133","S","        75","S","         0","S","   31.5","S,0716, ","      6.83","S"
"MGM00044287","2012","46.133","100.683","1859.0","BAYANHONGOR, MG","       136","S","        83","S","         1","S","   32.6","S,0630, ","      6.48","S"
"MGM00044287","2013","46.133","100.683","1859.0","BAYANHONGOR, MG","       110","S","        75","S","         0","S","   29.6","S,0705, ","      8.47","S"
"MGM00044287","2015","46.133","100.683","1859.0","BAYANHONGOR, MG","       118","S","        81","S","         0","S","   30.9","S,0723, ","      8.50","S"
"MGM00044287","2016","46.133","100.683","1859.0","BAYANHONGOR, MG","       114","S","        68","S","         3","S","   32.7","S,0803,+","      7.47","S"
"MGM00044287","2017","46.133","100.683","1859.0","BAYANHONGOR, MG","       119","S","        98","S","         6","S","   33.2","S,0716, ","      9.43","S"
"MGM00044287","2018","46.133","100.683","1859.0","BAYANHONGOR, MG","       107","S","        83","S","         0","S","   31.0","S,0614, ","      8.50","S"
"MGM00044287","2019","46.133","100.683","1859.0","BAYANHONGOR, MG","       111","S","        89","S","         0","S","   30.0","S,0712, ","      8.73","S"
"MGM00044287","2020","46.133","100.683","1859.0","BAYANHONGOR, MG","       105","S","       100","S","         0","S","   29.6","S,0722, ","      8.59","S"
"MGM00044287","2022","46.133","100.683","1859.0","BAYANHONGOR, MG","       114","S","       102","S","         2","S","   32.9","S,0624, ","      8.38","S"
"MGM00044287","2023","46.133","100.683","1859.0","BAYANHONGOR, MG","       108","S","        76","S","         1","S","   34.2","S,0729, ","      8.83","S"
