"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GME00123958","1931","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       146","E","        85","E","         2","E","","","","","","","","","","","","","","","","","  39.1"," ,E,0825, ","","","","","","","","","","","","","","","","","","","    765.9"," ,E","","","","","",""
"GME00123958","1932","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       147","E","        94","E","         0","E","","","","","","","","","","","","","","","","","  24.6"," ,E,0628, ","","","","","","","","","","","","","","","","","","","    724.7"," ,E","","","","","",""
"GME00123958","1933","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       109","E","        73","E","         1","E","","","","","","","","","","","","","","","","","  38.1"," ,E,0819, ","","","","","","","","","","","","","","","","","","","    596.0"," ,E","","","","","",""
"GME00123958","1934","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       115","E","        66","E","         1","E","","","","","","","","","","","","","","","","","  31.6"," ,E,0628, ","","","","","","","","","","","","","","","","","","","    537.1"," ,E","","","","","",""
"GME00123958","1935","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       145","E","        79","E","         3","E","","","","","","","","","","","","","","","","","  44.0"," ,E,0424, ","","","","","","","","","","","","","","","","","","","    763.3"," ,E","","","","","",""
"GME00123958","1936","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       166","E","        91","E","         3","E","","","","","","","","","","","","","","","","","  75.4"," ,E,0417, ","","","","","","","","","","","","","","","","","","","    851.9"," ,E","","","","","",""
"GME00123958","1937","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       152","E","        87","E","         0","E","","","","","","","","","","","","","","","","","  25.1"," ,E,0220, ","","","","","","","","","","","","","","","","","","","    668.4"," ,E","","","","","",""
"GME00123958","1938","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       140","E","        81","E","         2","E","","","","","","","","","","","","","","","","","  59.4"," ,E,0812, ","","","","","","","","","","","","","","","","","","","    703.7"," ,E","","","","","",""
"GME00123958","1939","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       173","E","       100","E","         0","E","","","","","","","","","","","","","","","","","  18.5"," ,E,0404, ","","","","","","","","","","","","","","","","","","","    798.9"," ,E","","","","","",""
"GME00123958","1940","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       164","E","        90","E","         2","E","","","","","","","","","","","","","","","","","  38.6"," ,E,0725, ","","","","","","","","","","","","","","","","","","","    783.8"," ,E","","","","","",""
"GME00123958","1941","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       177","E","        93","E","         4","E","","","","","","","","","","","","","","","","","  65.6"," ,E,0713, ","","","","","","","","","","","","","","","","","","","    824.0"," ,E","","","","","",""
"GME00123958","1942","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       129","E","        73","E","         1","E","","","","","","","","","","","","","","","","","  26.3"," ,E,0124, ","","","","","","","","","","","","","","","","","","","    613.8"," ,E","","","","","",""
"GME00123958","1943","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       141","E","        79","E","         0","E","","","","","","","","","","","","","","","","","  20.2"," ,E,0721, ","","","","","","","","","","","","","","","","","","","    591.1"," ,E","","","","","",""
"GME00123958","1944","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       153","E","       107","E","         0","E","","","","","","","","","","","","","","","","","  22.0"," ,E,1112, ","","","","","","","","","","","","","","","","","","","    778.6"," ,E","","","","","",""
"GME00123958","1946","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       137","E","        81","E","         0","E","","","","","","","","","","","","","","","","","  25.1"," ,E,0526, ","","","","","","","","","","","","","","","","","","","    638.8"," ,E","","","","","",""
"GME00123958","1947","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","        93","E","        66","E","         1","E","","","","","","","","","","","","","","","","","  41.2"," ,E,1227, ","","","","","","","","","","","","","","","","","","","    539.3"," ,E","","","","","",""
"GME00123958","1948","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       134","E","        83","E","         5","E","","","","","","","","","","","","","","","","","  36.1"," ,E,0627, ","","","","","","","","","","","","","","","","","","","    809.1"," ,E","","","","","",""
"GME00123958","1949","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       124","E","        67","E","         4","E","","","","","","","","","","","","","","","",""," 108.5"," ,E,0519, ","","","","","","","","","","","","","","","","","","","    803.0"," ,E","","","","","",""
"GME00123958","1950","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       154","E","        89","E","         2","E","","","","","","","","","","","","","","","","","  30.2"," ,E,1103, ","","","","","","","","","","","","","","","","","","","    798.6"," ,E","","","","","",""
"GME00123958","1951","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       141","E","        79","E","         2","E","","","","","","","","","","","","","","","","","  48.9"," ,E,0804, ","","","","","","","","","","","","","","","","","","","    706.9"," ,E","","","","","",""
"GME00123958","1952","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       163","E","        92","E","         0","E","","","","","","","","","","","","","","","","","  22.1"," ,E,1106, ","","","","","","","","","","","","","","","","","","","    720.9"," ,E","","","","","",""
"GME00123958","1953","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       118","E","        50","E","         0","E","","","","","","","","","","","","","","","","","  19.6"," ,E,0717, ","","","","","","","","","","","","","","","","","","","    433.9"," ,E","","","","","",""
"GME00123958","1954","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       162","E","        78","E","         2","E","","","","","","","","","","","","","","","","","  30.0"," ,E,0822, ","","","","","","","","","","","","","","","","","","","    709.9"," ,E","","","","","",""
"GME00123958","1955","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       156","E","        76","E","         0","E","","","","","","","","","","","","","","","","","  25.3"," ,E,1230, ","","","","","","","","","","","","","","","","","","","    635.0"," ,E","","","","","",""
"GME00123958","1956","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       176","E","        95","E","         3","E","","","","","","","","","","","","","","","","","  43.3"," ,E,0302, ","","","","","","","","","","","","","","","","","","","    833.3"," ,E","","","","","",""
"GME00123958","1957","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       153","E","        86","E","         1","E","","","","","","","","","","","","","","","","","  30.4"," ,E,0324, ","","","","","","","","","","","","","","","","","","","    674.9"," ,E","","","","","",""
"GME00123958","1958","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       170","E","        89","E","         1","E","","","","","","","","","","","","","","","","","  41.5"," ,E,0811, ","","","","","","","","","","","","","","","","","","","    764.8"," ,E","","","","","",""
"GME00123958","1959","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       107","E","        59","E","         3","E","","","","","","","","","","","","","","","","","  47.8"," ,E,0809, ","","","","","","","","","","","","","","","","","","","    567.4"," ,E","","","","","",""
"GME00123958","1960","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       174","E","        82","E","         2","E","","","","","","","","","","","","","","","","","  48.5"," ,E,0826, ","","","","","","","","","","","","","","","","","","","    735.9"," ,E","","","","","",""
"GME00123958","1961","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       165","E","        96","E","         3","E","","","","","","","","","","","","","","","","","  57.0"," ,E,0602, ","","","","","","","","","","","","","","","","","","","    777.1"," ,E","","","","","",""
"GME00123958","1962","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       151","E","        78","E","         1","E","","","","","","","","","","","","","","","","","  38.0"," ,E,0212, ","","","","","","","","","","","","","","","","","","","    597.8"," ,E","","","","","",""
"GME00123958","1963","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       126","E","        65","E","         0","E","","","","","","","","","","","","","","","","","  24.4"," ,E,0814, ","","","","","","","","","","","","","","","","","","","    593.7"," ,E","","","","","",""
"GME00123958","1964","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       136","E","        68","E","         0","E","","","","","","","","","","","","","","","","","  22.3"," ,E,0519, ","","","","","","","","","","","","","","","","","","","    572.4"," ,E","","","","","",""
"GME00123958","1965","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       182","E","       111","E","         1","E","","","","","","","","","","","","","","","","","  27.4"," ,E,0730, ","","","","","","","","","","","","","","","","","","","    894.0"," ,E","","","","","",""
"GME00123958","1966","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       176","E","       103","E","         2","E","","","","","","","","","","","","","","","","","  30.6"," ,E,0722, ","","","","","","","","","","","","","","","","","","","    833.1"," ,E","","","","","",""
"GME00123958","1967","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       162","E","        88","E","         2","E","","","","","","","","","","","","","","","","","  28.6"," ,E,0921, ","","","","","","","","","","","","","","","","","","","    767.5"," ,E","","","","","",""
"GME00123958","1968","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       184","E","        88","E","         3","E","","","","","","","","","","","","","","","","","  49.5"," ,E,0830, ","","","","","","","","","","","","","","","","","","","    818.4"," ,E","","","","","",""
"GME00123958","1969","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       164","E","        77","E","         1","E","","","","","","","","","","","","","","","","","  38.6"," ,E,0820, ","","","","","","","","","","","","","","","","","","","    630.3"," ,E","","","","","",""
"GME00123958","1970","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       192","E","       101","E","         2","E","","","","","","","","","","","","","","","","","  48.1"," ,E,0622, ","","","","","","","","","","","","","","","","","","","    791.7"," ,E","","","","","",""
"GME00123958","1971","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       135","E","        56","E","         4","E","","","","","","","","","","","","","","","","","  42.4"," ,E,0522, ","","","","","","","","","","","","","","","","","","","    572.2"," ,E","","","","","",""
"GME00123958","1972","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       135","E","        58","E","         4","E","","","","","","","","","","","","","","","","","  59.3"," ,E,0724, ","","","","","","","","","","","","","","","","","","","    612.3"," ,E","","","","","",""
"GME00123958","1973","50.2192","7.9142","397.0","HOLZHAUSEN A.D. HAIDE, GM","","","","","       147","E","        63","E","         0","E","","","","","","","","","","","","","","","","","  16.4"," ,E,1016, ","","","","","","","","","","","","","","","","","","","    487.4"," ,E","","","","","",""
