"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN017010300","1901","21.517","86.933","20.0","BALASORE, IN","       101","I","        77","I","        17","I","","","","","","","","","","","",""," 110.7"," ,I,0921, ","","","   1441.7"," ,I","","","","","",""
"IN017010300","1902","21.517","86.933","20.0","BALASORE, IN","        97","I","        69","I","        21","I","","","","","","","","","","","",""," 108.0"," ,I,0804, ","","","   1412.7"," ,I","","","","","",""
"IN017010300","1903","21.517","86.933","20.0","BALASORE, IN","       113","I","        85","I","        28","I","","","","","","","","","","","",""," 131.3"," ,I,1029, ","","","   2014.1"," ,I","","","","","",""
"IN017010300","1904","21.517","86.933","20.0","BALASORE, IN","       120","I","        85","I","        16","I","","","","","","","","","","","","","  72.4"," ,I,0617, ","","","   1317.4"," ,I","","","","","",""
"IN017010300","1905","21.517","86.933","20.0","BALASORE, IN","       136","I","        90","I","        14","I","","","","","","","","","","","","","  99.8"," ,I,0712, ","","","   1333.7"," ,I","","","","","",""
"IN017010300","1906","21.517","86.933","20.0","BALASORE, IN","       116","I","        85","I","        18","I","","","","","","","","","","","",""," 106.2"," ,I,0912, ","","","   1555.5"," ,I","","","","","",""
"IN017010300","1907","21.517","86.933","20.0","BALASORE, IN","       100","I","        73","I","        14","I","","","","","","","","","","","","","  66.8"," ,I,0619, ","","","   1179.9"," ,I","","","","","",""
"IN017010300","1908","21.517","86.933","20.0","BALASORE, IN","        98","I","        62","I","        17","I","","","","","","","","","","","","","  85.1"," ,I,0112, ","","","   1150.0"," ,I","","","","","",""
"IN017010300","1909","21.517","86.933","20.0","BALASORE, IN","       113","I","        79","I","        20","I","","","","","","","","","","","","","  60.2"," ,I,0921, ","","","   1447.0"," ,I","","","","","",""
"IN017010300","1910","21.517","86.933","20.0","BALASORE, IN","        99","I","        72","I","        12","I","","","","","","","","","","","","","  98.8"," ,I,0702, ","","","   1154.4"," ,I","","","","","",""
"IN017010300","1911","21.517","86.933","20.0","BALASORE, IN","        99","I","        66","I","        13","I","","","","","","","","","","","","","  70.4"," ,I,0709, ","","","   1094.3"," ,I","","","","","",""
"IN017010300","1912","21.517","86.933","20.0","BALASORE, IN","        94","I","        67","I","        17","I","","","","","","","","","","","",""," 120.4"," ,I,1101, ","","","   1381.3"," ,I","","","","","",""
"IN017010300","1913","21.517","86.933","20.0","BALASORE, IN","       114","I","        86","I","        29","I","","","","","","","","","","","",""," 196.3"," ,I,0725, ","","","   2271.3"," ,I","","","","","",""
