"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00365987","1912","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","","","","","","","","","","","        25"," ","","","","","","","","","",""
"USC00365987","1913","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       154","6","        83","6","         7","6","","","","","        19"," ","","","","","  49.0"," ,6,0326, ","   1030.6"," ,6","",""
"USC00365987","1914","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       131","6","        78","6","         6","6","","","","","        16"," ","","","","","  36.6"," ,6,0605, ","    921.1"," ,6","",""
"USC00365987","1915","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       143","6","        91","6","         9","6","","","","","         6"," ","","","","","  50.8"," ,6,0704, ","   1138.8"," ,6","",""
"USC00365987","1916","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       150","6","        96","6","         1","6","","","","","        11"," ","","","","","  28.4"," ,6,0812, ","    921.7"," ,6","",""
"USC00365987","1917","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       132","6","        83","6","        11","6","","","","","        17"," ","","","","","  45.7"," ,6,0529, ","   1020.0"," ,6","",""
"USC00365987","1918","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       110","6","        84","6","         6","6","","","","","        59"," ","","","","","  46.7"," ,6,0521, ","    893.8"," ,6","",""
"USC00365987","1919","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       123","6","        93","6","         8","6","","","","","        44"," ","","","","","  38.9"," ,6,0509, ","   1162.2"," ,6","",""
"USC00365987","1920","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","","","","","","","","","","","        39"," ","","","","","","","","","",""
"USC00365987","1932","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","","","","","","","","","","","        19"," ","","","","","","","","","",""
"USC00365987","1933","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       143","6","        84","6","         7","6","","","","","        71"," ","","","","","  37.1"," ,6,0703, ","    968.8"," ,6","",""
"USC00365987","1934","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","","","","","","","","","","","        56"," ","","","","","","","","","",""
"USC00365987","1935","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       145","6","        99","6","         8","6","","","","","        72"," ","","","","","  61.7"," ,6,0802, ","   1142.0"," ,6","",""
"USC00365987","1936","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       152","6","        84","6","         9","6","","","","","        58"," ","","","","","  58.2"," ,6,0318, ","   1048.1"," ,6","",""
"USC00365987","1937","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       151","6","        92","6","        11","6","","","","","        73"," ","","","","","  55.9"," ,6,0811, ","   1183.9"," ,6","",""
"USC00365987","1938","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       150","6","       100","6","         5","6","","","","","        95"," ","","","","","  43.2"," ,6,0627, ","   1061.4"," ,6","",""
"USC00365987","1939","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       151","6","        89","6","         6","6","","","","","        72"," ","","","","","  47.0"," ,6,0623, ","    936.2"," ,6","",""
"USC00365987","1940","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       141","6","        90","6","         7","6","","","","","        76"," ","","","","","  48.8"," ,6,0611, ","   1100.4"," ,6","",""
"USC00365987","1941","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       129","6","        74","6","         6","6","","","","","        89"," ","","","","","  84.8"," ,6,0816, ","    957.1"," ,6","",""
"USC00365987","1942","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","","","","","","","","","","","        70"," ","","","","","","","","","",""
"USC00365987","1943","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","","","","","","","","","","","        77"," ","","","","","","","","","",""
"USC00365987","1944","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","","","","","","","","","","","        81"," ","","","","","","","","","",""
"USC00365987","1945","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       171","6","       120","6","        10","6","","","","","        79"," ","","","","","  43.4"," ,6,0322, ","   1324.8"," ,6","",""
"USC00365987","1946","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       140","6","        81","6","         4","6","","","","","        94"," ","","","","","  44.5"," ,6,0818, ","    905.6"," ,6","",""
"USC00365987","1947","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       147","6","        91","6","         6","6","","","","","        69"," ","","","","","  45.0"," ,6,0518, ","   1034.0"," ,6","",""
"USC00365987","1948","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","","","","","","","","","         7","0","        11"," ","","","   203"," ,0,0125, ","","","","","      609"," ,0"
"USC00365987","1949","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       151","0","        92","0","         6","0","       18","","         7","0","","","   152"," ,0,0203,+","   107"," ,0,0131, ","  44.2"," ,0,0731, ","    957.0"," ,0","      432"," ,0"
"USC00365987","1950","40.9","-79.48333","246.9","MOSGROVE LOCK 8, PA US","       171","0","       115","0","         5","0","","","","","","","","","","","  27.9"," ,0,1126,+","   1221.1"," ,0","",""
