"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ID000096145","2011","3.2","106.25","3.0","TAREMPA, ID","         0","S","         0","S","","","","","","","   19.2","S,0210, ","","","","","     22.84","S"
"ID000096145","2015","3.2","106.25","3.0","TAREMPA, ID","","","","","         0","S","       342","S","       144","S","","","   35.2","S,0519,+","     31.47","S","",""
"ID000096145","2018","3.2","106.25","3.0","TAREMPA, ID","","","","","         0","S","       329","S","       113","S","","","   35.6","S,0607, ","     31.35","S","",""
"ID000096145","2019","3.2","106.25","3.0","TAREMPA, ID","","","","","         0","S","       334","S","       152","S","","","   36.1","S,0902, ","     31.83","S","",""
"ID000096145","2023","3.2","106.25","3.0","TAREMPA, ID","","","","","         0","S","       347","S","       172","S","","","   36.6","S,0525, ","     31.63","S","",""
