"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00093097","2011","32.83972","-105.99056","1280.2","ALAMOGORDO WHITE SANDS REGIONAL AIRPORT, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","         7"," ","         1"," ","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093097","2012","32.83972","-105.99056","1280.2","ALAMOGORDO WHITE SANDS REGIONAL AIRPORT, NM US","       3.1","W","   1053.0","","    1053.0","W","        28","W","         5","W","         0","W","        0","","         0","W","         0","W","        88","W","         0","W","       244","W","       116","W","         4"," ","         1"," ","        36"," ","   -9.9","W,1229, ","     0"," ,W,1231,+","     0"," ,W,1231,+","   9.7"," ,W,0706, ","   38.9","W,0630,+","-2.1","W,1027","-2.7","W,1112","-4.9","W,1113","-7.7","W,1211","-9.9","W,1229","-3.8","W,0321","-3.8","W,0321","-4.9","W,0309","","","","","","","","","     46.9"," ,W","        0"," ,W","     16.94","W","     25.37","W","      8.50","W","       360","W","      15.7","W"
"USW00093097","2013","32.83972","-105.99056","1280.2","ALAMOGORDO WHITE SANDS REGIONAL AIRPORT, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","         7"," ","         3"," ","        11"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1722.2","2","    1722.2"," ","","","","","","","","","","","","","",""
"USW00093097","2014","32.83972","-105.99056","1280.2","ALAMOGORDO WHITE SANDS REGIONAL AIRPORT, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","         2"," ","        47"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093097","2015","32.83972","-105.99056","1280.2","ALAMOGORDO WHITE SANDS REGIONAL AIRPORT, NM US","       3.2","W","   1061.2","","    1061.2","W","        43","W","        19","W","         0","W","        0","","         0","W","         0","W","        78","W","         0","W","       226","W","       112","W","        18"," ","         6"," ","        52"," ","   -7.7","W,0124, ","     0"," ,W,1231,+","     0","T,W,0226, ","  19.8"," ,W,0707, ","   38.9","W,0622,+","0.0","W,1106","-3.8","W,1122","-7.1","W,1217","-7.1","W,1217","","","0.0","W,0417","-4.9","W,0306","-4.9","W,0306","-7.7","W,0124","","","","","","","    169.9"," ,W","        0","T,W","     16.78","W","     24.41","W","      9.14","W","        20","W","      15.7","W"
"USW00093097","2016","32.83972","-105.99056","1280.2","ALAMOGORDO WHITE SANDS REGIONAL AIRPORT, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","         6"," ","         2"," ","        59"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093097","2017","32.83972","-105.99056","1280.2","ALAMOGORDO WHITE SANDS REGIONAL AIRPORT, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","         5"," ","         2"," ","        46"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093097","2018","32.83972","-105.99056","1280.2","ALAMOGORDO WHITE SANDS REGIONAL AIRPORT, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","         8"," ","         2"," ","        42"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093097","2019","32.83972","-105.99056","1280.2","ALAMOGORDO WHITE SANDS REGIONAL AIRPORT, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","        11"," ","         8"," ","        34"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093097","2020","32.83972","-105.99056","1280.2","ALAMOGORDO WHITE SANDS REGIONAL AIRPORT, NM US","","","","","","","        35","W","        18","W","         0","W","","","","","","","","","","","","","","","         6"," ","         1"," ","        13"," ","","","","","","","  21.3"," ,W,0817, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    149.3"," ,W","","","","","","","","","","","",""
