"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TU000017062","1929","40.9667","29.0831","33.0","ISTANBUL, TU","    528.0","","     528.0","G","         0","G","        55","G","         8","G","       156","G","        13","G","   -8.2","G,0203, ","   33.3","G,0822, ","0.0","G,1224","","","","","","","-1.0","G,0421","-2.4","G,0319","-4.8","G,0318","-7.8","G,0211","","","","","","","     13.76","G","     18.16","G","      9.37","G"
"TU000017062","1930","40.9667","29.0831","33.0","ISTANBUL, TU","    447.5","","     447.5","G","         0","G","        10","G","         0","G","       156","G","         7","G","   -2.7","G,0211, ","   34.4","G,0808, ","","","","","","","","","-0.8","G,0308","-2.5","G,0303","","","","","","","    1794.0","0","    1794.0","G","     14.73","G","     18.88","G","     10.58","G"
"TU000017062","1931","40.9667","29.0831","33.0","ISTANBUL, TU","    585.0","","     585.0","G","         0","G","        34","G","         0","G","       160","G","        13","G","   -3.0","G,1225, ","   36.9","G,0914, ","-0.2","G,1127","-3.0","G,1225","","","","","-0.6","G,0403","-2.2","G,0321","","","","","","","    1796.4","4","    1796.4","G","     14.28","G","     18.82","G","      9.74","G"
"TU000017062","1932","40.9667","29.0831","33.0","ISTANBUL, TU","    747.5","","     747.5","G","         0","G","        37","G","         1","G","       184","G","        17","G","   -7.6","G,0206, ","   35.6","G,0718, ","","","","","","","","","-1.0","G,0401","-2.4","G,0330","-4.5","G,0227","-7.2","G,0207","","","    2247.8","8","    2247.8","G","     15.01","G","     20.08","G","      9.94","G"
"TU000017062","1933","40.9667","29.0831","33.0","ISTANBUL, TU","    290.8","","     290.8","G","         0","G","        34","G","         2","G","       156","G","         3","G","   -8.4","G,1224, ","   33.1","G,0823, ","-0.4","G,1201","-3.2","G,1222","-7.4","G,1223","-7.4","G,1223","-0.2","G,0329","-2.6","G,0314","","","","","","","    1851.0","0","    1851.0","G","     13.46","G","     17.81","G","      9.10","G"
"TU000017062","1934","40.9667","29.0831","33.0","ISTANBUL, TU","    548.1","","     548.1","G","         0","G","        19","G","         2","G","       172","G","        10","G","   -5.4","G,0223, ","   36.4","G,0724, ","-0.4","G,1230","","","","","","","-5.4","G,0223","-5.4","G,0223","-5.4","G,0223","","","","","    1964.1","1","    1964.1","G","     14.77","G","     18.99","G","     10.54","G"
"TU000017062","1935","40.9667","29.0831","33.0","ISTANBUL, TU","    487.4","","     487.4","G","         0","G","        22","G","         0","G","       166","G","         5","G","   -3.4","G,0215, ","   34.5","G,0829, ","","","","","","","","","-1.0","G,0321","-3.4","G,0215","","","","","","","    1954.9","9","    1954.9","G","     14.25","G","     18.55","G","      9.96","G"
"TU000017062","1936","40.9667","29.0831","33.0","ISTANBUL, TU","    495.1","","     495.1","G","         0","G","         9","G","         0","G","       144","G","         5","G","   -8.0","G,0213, ","   33.1","G,0907, ","-0.3","G,1126","","","","","","","-0.2","G,0214","-8.0","G,0213","-8.0","G,0213","-8.0","G,0213","","","    1608.5","5","    1608.5","G","     14.79","G","     18.85","G","     10.73","G"
"TU000017062","1937","40.9667","29.0831","33.0","ISTANBUL, TU","    584.6","","     584.6","G","         0","G","        19","G","         0","G","       159","G","        11","G","   -7.1","G,0126, ","   34.8","G,0923,+","-0.5","G,1202","","","","","","","-0.4","G,0304","-2.5","G,0127","-7.1","G,0126","-7.1","G,0126","","","    1928.9","9","    1928.9","G","     15.07","G","     19.21","G","     10.94","G"
"TU000017062","1938","40.9667","29.0831","33.0","ISTANBUL, TU","    566.7","","     566.7","G","         0","G","        25","G","         0","G","       152","G","         7","G","   -4.0","G,0225, ","   37.5","G,0901, ","","","","","","","","","-0.3","G,0330","-2.4","G,0315","","","","","","","    1967.7","7","    1967.7","G","     14.26","G","     18.29","G","     10.22","G"
