"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000HMAK","1994","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2152.3","","    2152.3","U","         0","U","         0","U","         0","U","       361","U","         0","U","   15.6","U,0130, ","   31.1","U,0831, ","       0.0","0","       0.0","U","     24.33","U","     26.68","U","     21.98","U"
"USR0000HMAK","1996","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2356.5","","    2356.5","U","         0","U","         0","U","         0","U","       366","U","         0","U","   15.0","U,0328,+","   31.1","U,0831,+","       0.0","0","       0.0","U","     24.76","U","     27.53","U","     22.00","U"
"USR0000HMAK","1997","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2241.4","","    2241.4","U","         0","U","         0","U","         0","U","       363","U","         0","U","   16.7","U,0124, ","   31.1","U,1008,+","       0.0","0","       0.0","U","     24.52","U","     27.17","U","     21.87","U"
"USR0000HMAK","1999","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2105.8","","    2105.8","U","         0","U","         0","U","         0","U","       361","U","         0","U","   16.1","U,1227,+","   29.4","U,1019, ","       0.0","0","       0.0","U","     24.14","U","     26.68","U","     21.60","U"
"USR0000HMAK","2000","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2251.5","","    2251.5","U","         0","U","         0","U","         0","U","       366","U","         0","U","   16.7","U,0206,+","   29.4","U,1019,+","       0.0","0","       0.0","U","     24.48","U","     26.97","U","     21.99","U"
"USR0000HMAK","2001","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2309.7","","    2309.7","U","         0","U","         0","U","         0","U","       365","U","         0","U","   16.7","U,0207, ","   30.0","U,1126,+","       0.0","0","       0.0","U","     24.65","U","     27.26","U","     22.05","U"
"USR0000HMAK","2002","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2278.9","","    2278.9","U","         0","U","         0","U","         0","U","       365","U","         0","U","   16.1","U,0208, ","   30.6","U,0919,+","       0.0","0","       0.0","U","     24.56","U","     27.45","U","     21.67","U"
"USR0000HMAK","2004","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2765.0","","    2765.0","U","         0","U","         0","U","         0","U","       365","U","        39","U","   15.6","U,0318, ","   34.4","U,0622,+","       0.0","0","       0.0","U","     25.91","U","     29.04","U","     22.78","U"
"USR0000HMAK","2005","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","U","","","","","",""
"USR0000HMAK","2007","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2380.7","","    2380.7","U","         0","U","         0","U","         0","U","       365","U","         0","U","   14.4","U,0204, ","   31.1","U,0519, ","       0.0","0","       0.0","U","     24.84","U","     27.89","U","     21.80","U"
"USR0000HMAK","2008","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","U","","","","","",""
"USR0000HMAK","2010","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0"," ","","","","","",""
"USR0000HMAK","2011","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2226.9","","    2226.9","U","         0","U","         0","U","         0","U","       365","U","         1","U","   16.7","U,0823,+","   32.8","U,0429, ","","","","","     24.56","U","     27.75","U","     21.38","U"
"USR0000HMAK","2012","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2150.4","","    2150.4","U","         0","U","         0","U","         0","U","       362","U","         0","U","   16.7","U,0201, ","   30.6","U,1203, ","       0.0","0","       0.0","U","     24.28","U","     27.14","U","     21.41","U"
"USR0000HMAK","2014","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2366.9","","    2366.9","U","         0","U","         0","U","         0","U","       365","U","         1","U","   15.6","U,0124, ","   32.2","U,0920, ","       0.0","0","       0.0","U","     24.81","U","     27.72","U","     21.90","U"
"USR0000HMAK","2015","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2459.6","","    2459.6","U","         0","U","         0","U","         0","U","       363","U","         0","U","   15.6","U,0216,+","   31.7","U,0912,+","       0.0","0","       0.0","U","     25.06","U","     27.96","U","     22.17","U"
"USR0000HMAK","2016","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2365.6","","    2365.6","U","         0","U","         0","U","         0","U","       364","U","         0","U","   15.6","U,0209,+","   30.6","U,0824,+","       0.0","0","       0.0","U","     24.82","U","     27.70","U","     21.94","U"
"USR0000HMAK","2017","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2427.6","","    2427.6","U","         0","U","         0","U","         0","U","       362","U","         0","U","   15.6","U,0202, ","   31.7","U,0914, ","       0.0","0","       0.0","U","     24.99","U","     28.00","U","     21.97","U"
"USR0000HMAK","2018","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2293.7","","    2293.7","U","         0","U","         0","U","         0","U","       359","U","         0","U","   16.7","U,0220,+","   31.1","U,0925, ","       0.0","0","       0.0","U","     24.75","U","     27.32","U","     22.17","U"
"USR0000HMAK","2020","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2569.0","","    2569.0","U","         0","U","         0","U","         0","U","       366","U","         0","U","   16.9","U,0212,+","   31.7","U,1025, ","","","","","     25.35","U","     28.34","U","     22.35","U"
"USR0000HMAK","2021","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2376.2","","    2376.2","U","         0","U","         0","U","         0","U","       365","U","         0","U","   15.6","U,0205, ","   30.6","U,0820, ","       0.0","0","       0.0","U","     24.84","U","     27.79","U","     21.88","U"
"USR0000HMAK","2022","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2503.9","","    2503.9","U","         0","U","         0","U","         0","U","       364","U","         0","U","   16.6","U,0204, ","   31.1","U,0817,+","       0.0","0","       0.0","U","     25.21","U","     28.26","U","     22.15","U"
"USR0000HMAK","2023","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2424.7","","    2424.7","U","         0","U","         0","U","         0","U","       364","U","         0","U","   16.7","U,0113, ","   31.7","U,1024, ","       0.0","0","       0.0","U","     25.01","U","     28.00","U","     22.02","U"
"USR0000HMAK","2024","21.2033","-156.9661","22.9","MAKAPULAPAI HAWAII, HI US","   2451.4","","    2451.4","U","         0","U","         0","U","         0","U","       365","U","         0","U","   16.1","U,0115,+","   30.6","U,1010,+","       0.0","0","       0.0","U","     25.04","U","     27.89","U","     22.19","U"
