"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00290992","1961","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","    862.7","","     862.7","0","        42","0","        23","0","         0","0","","","         2","0","         2","0","       137","0","         2","0","       249","0","       123","0","         1"," ","","","  -19.4","0,1115, ","","","    51"," ,0,0127, ","  23.4"," ,0,0912, ","   42.2","0,0625, ","","","-1.1","0,1003","-2.2","0,1020","-6.1","0,1103","-11.7","0,1114","-11.7","0,1114","-2.2","0,0427","-2.2","0,0427","-5.0","0,0409","-6.7","0,0312","-8.9","0,0207","    2033.0","0","    2033.0","0","    214.8"," ,0","       76"," ,0","     15.08","0","     25.46","0","      4.70","0","     37883","0"
"USC00290992","1962","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","    873.6","","     873.6","0","        41","0","        31","0","         2","0","","","         0","0","         2","0","       120","0","         2","0","       258","0","       134","0","","","","","  -30.0","0,0111, ","","","    13"," ,0,0109, ","  44.5"," ,0,0902, ","   40.0","0,0828, ","","","0.0","0,1021","-2.2","0,1103","-6.1","0,1108","-8.9","0,1109","-8.9","0,1109","0.0","0,0501","-2.2","0,0407","-5.0","0,0325","-7.2","0,0316","-10.6","0,0302","    1942.5","5","    1942.5","0","    315.8"," ,0","       21"," ,0","     15.76","0","     26.44","0","      5.07","0","     31328","0"
"USC00290992","1963","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","   1021.1","","    1021.1","0","        26","0","        19","0","         3","0","","","         2","0","         5","0","       135","0","         2","0","       274","0","       138","0","","","","","  -30.0","0,0113, ","","","    64"," ,0,0112, ","  35.6"," ,0,0905, ","   42.2","0,0724,+","","","0.0","0,1103","-2.2","0,1106","-5.6","0,1119","-8.9","0,1127","-8.9","0,1127","-1.1","0,0423","-2.2","0,0406","-6.7","0,0311","-6.7","0,0311","-8.9","0,0307","    1844.7","7","    1844.7","0","    205.6"," ,0","      126"," ,0","     15.96","0","     27.09","0","      4.82","0","     30613","0"
"USC00290992","1964","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        29","0","        15","0","         0","0","        8","","         3","0","","","","","","","","","","","","","","","","","   152"," ,0,0203, ","   152"," ,0,0203, ","  19.6"," ,0,0926, ","","","","","","","","","","","","","","","","","","","","","","","","","    1984.5","5","    1984.5","0","    149.4"," ,0","      302"," ,0","","","","","","","",""
"USC00290992","1965","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        37","0","        20","0","         1","0","        1","","         2","0","","","","","","","","","","","","","","","","","    25"," ,0,0223, ","    51"," ,0,0208, ","  51.6"," ,0,0731, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    230.1"," ,0","       94"," ,0","","","","","","","",""
"USC00290992","1966","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        32","0","        23","0","         3","0","        3","","         1","0","","","","","","","","","","","","","","","","","    76"," ,0,0122,+","    89"," ,0,0121, ","  51.8"," ,0,0823, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    256.2"," ,0","       89"," ,0","","","","","","","",""
"USC00290992","1967","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        46","0","        22","0","         3","0","        3","","         2","0","","","","","","","","","","","","","","","","","   102"," ,0,1215, ","    76"," ,0,1214, ","  76.2"," ,0,0604, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    343.2"," ,0","      114"," ,0","","","","","","","",""
"USC00290992","1968","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        40","0","        29","0","         1","0","        4","","         4","0","","","","","","","","","","","","","","","","","   102"," ,0,0108, ","   157"," ,0,0212, ","  75.2"," ,0,0705, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    362.1"," ,0","      380"," ,0","","","","","","","",""
"USC00290992","1969","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        44","0","        28","0","         2","0","        5","","         6","0","","","","","","","","","","","","","","","","","   203"," ,0,1231, ","    91"," ,0,1230,+","  58.4"," ,0,0908, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    343.7"," ,0","      321"," ,0","","","","","","","",""
"USC00290992","1970","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        39","0","        22","0","         0","0","        7","","         0","0","","","","","","","","","","","","","","","","","    25"," ,0,0107,+","     0","T,0,1008,+","  16.0"," ,0,0630, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    187.4"," ,0","        0","T,0","","","","","","","",""
"USC00290992","1971","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        43","0","        24","0","         3","0","        4","","         4","0","","","","","","","","","","","","","","","","","    51"," ,0,1202,+","    51"," ,0,1202,+","  63.5"," ,0,0825, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    322.9"," ,0","      178"," ,0","","","","","","","",""
"USC00290992","1972","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        56","0","        39","0","         4","0","","","         2","0","","","","","","","","","","","","","","","","","","","   102"," ,0,1212, ","  55.1"," ,0,0826, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    405.2"," ,0","      127"," ,0","","","","","","","",""
"USC00290992","1973","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","    743.9","","     743.9","0","        38","0","        21","0","         2","0","        6","","         4","0","         2","0","       138","0","         4","0","       231","0","       103","0","","","","","  -20.0","0,1220, ","   102"," ,0,0222,+","   102"," ,0,0222,+","  34.3"," ,0,0310, ","   41.7","0,0701,+","","","0.0","0,1015","-5.6","0,1031","-5.6","0,1031","-9.4","0,1116","-9.4","0,1116","-2.2","0,0427","-2.2","0,0427","-7.2","0,0409","-7.2","0,0409","-8.9","0,0223","","","","","    252.9"," ,0","      280"," ,0","     14.23","0","     24.51","0","      3.96","0","",""
"USC00290992","1974","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        53","0","        38","0","         4","0","        0","","         3","0","","","","","         2","0","       231","0","       101","0","","","","","","","     0"," ,0,1231,+","    76"," ,0,0321, ","  52.1"," ,0,0802, ","   41.1","0,0619, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    461.8"," ,0","      152"," ,0","","","     24.76","0","","","",""
"USC00290992","1975","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        47","0","        27","0","         2","0","","","         5","0","         0","0","       157","0","         2","0","       250","0","        87","0","","","","","  -17.2","0,1218,+","","","   102"," ,0,0223, ","  30.5"," ,0,0611, ","   39.4","0,0617, ","","","0.0","0,1003","-3.9","0,1016","-5.6","0,1103","-6.7","0,1112","-12.8","0,1113","0.0","0,0531","-2.8","0,0507","-4.4","0,0408","-6.7","0,0330","-8.9","0,0224","","","","","    263.5"," ,0","      293"," ,0","     13.45","0","     24.30","0","      2.60","0","",""
"USC00290992","1976","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        40","0","        26","0","         2","0","        5","","         5","0","","","","","","","","","","","","","","","","","    76"," ,0,1128, ","   122"," ,0,1113, ","  36.3"," ,0,0714, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    308.4"," ,0","      414"," ,0","","","","","","","",""
"USC00290992","1977","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","    940.7","","     940.7","0","        35","0","        19","0","         3","0","        1","","         1","0","         2","0","       133","0","         1","0","       252","0","       109","0","","","","","  -20.0","0,0110, ","    51"," ,0,0203, ","    51"," ,0,0203, ","  71.1"," ,0,0820,+","   42.8","0,0618,+","","","-2.2","0,1012","-2.2","0,1012","-6.7","0,1102","-6.7","0,1102","-11.1","0,1207","-1.1","0,0406","-5.6","0,0405","-5.6","0,0405","-6.7","0,0320","-8.9","0,0308","    2393.3","3","    2393.3","0","    323.9"," ,0","       77"," ,0","     15.55","0","     25.65","0","      5.44","0","",""
"USC00290992","1978","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","    843.0","","     843.0","0","        70","0","        35","0","         6","0","","","         5","0","         2","0","       116","0","         9","0","       231","0","        93","0","","","","","  -23.9","0,1210,+","","","   102"," ,0,0131, ","  50.8"," ,0,0628, ","   42.2","0,0718, ","","","0.0","0,1014","-3.9","0,1117","-5.0","0,1128","-6.7","0,1203","-11.1","0,1208","-3.9","0,0411","-3.9","0,0411","-5.0","0,0318","-7.2","0,0317","-8.9","0,0220","    1953.6","6","    1953.6","0","    535.8"," ,0","      331"," ,0","     14.67","0","     23.68","0","      5.67","0","",""
"USC00290992","1979","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","    792.2","","     792.2","0","        40","0","        25","0","         1","0","       10","","         3","0","         2","0","       145","0","         9","0","       228","0","       110","0","","","","","  -27.8","0,0103,+","   102"," ,0,1215,+","   102"," ,0,1214, ","  26.4"," ,0,0522, ","   40.0","0,0622, ","","","-2.2","0,1022","-2.2","0,1022","-5.0","0,1102","-6.7","0,1103","-8.9","0,1113","-1.1","0,0504","-2.8","0,0414","-8.9","0,0404","-8.9","0,0404","-8.9","0,0404","    2207.0","0","    2207.0","0","    239.1"," ,0","      275"," ,0","     14.13","0","     23.87","0","      4.40","0","",""
"USC00290992","1980","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","    984.3","","     984.3","0","        37","0","        26","0","         2","0","","","","","         3","0","       142","0","         5","0","       247","0","       113","0","","","","","  -21.1","0,0123, ","","","","","  31.8"," ,0,0914, ","   44.4","0,0629, ","","","0.0","0,1018","-3.3","0,1024","-8.3","0,1029","-8.3","0,1029","-12.2","0,1118","-1.1","0,0426","-2.8","0,0414","-7.2","0,0330","-7.2","0,0330","-8.9","0,0318","    2227.2","2","    2227.2","0","    326.3"," ,0","","","     15.00","0","     24.81","0","      5.20","0","",""
"USC00290992","1981","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","    827.2","","     827.2","0","        59","0","        31","0","         7","0","        2","","         0","0","         0","0","       121","0","         2","0","       252","0","        90","0","","","","","  -16.7","0,0211, ","    76"," ,0,0118, ","     0"," ,0,1231,+","  57.2"," ,0,0709, ","   45.0","0,0622, ","","","-2.2","0,1024","-2.2","0,1024","-5.0","0,1109","-6.7","0,1110","-8.9","0,1120","0.0","0,0409","-3.3","0,0405","-6.1","0,0319","-6.7","0,0308","-10.0","0,0222","    2034.6","6","    2034.6","0","    493.8"," ,0","        0"," ,0","     15.43","0","     25.11","0","      5.76","0","",""
"USC00290992","1982","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","    929.5","","     929.5","0","","","","","","","","","         6","0","         2","0","       131","0","        12","0","       239","0","       105","0","","","","","  -22.2","0,0114, ","","","   254"," ,0,0113, ","","","   40.0","0,0816, ","","","0.0","0,1010","-2.2","0,1021","-6.7","0,1029","-6.7","0,1029","-11.7","0,1128","0.0","0,0421","-2.2","0,0403","-5.0","0,0327","-10.0","0,0307","-10.0","0,0307","    1884.3","3","    1884.3","0","","","      838"," ,0","     14.88","0","     24.27","0","      5.50","0","",""
"USC00290992","1983","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","    897.3","","     897.3","0","        47","0","        27","0","         1","0","        7","","         3","0","         2","0","       112","0","         9","0","       222","0","       108","0","","","","","  -23.3","0,1230, ","    51"," ,0,1229,+","    51"," ,0,1229,+","  64.8"," ,0,1020, ","   41.7","0,0703, ","","","-0.6","0,1110","-3.3","0,1116","-6.1","0,1127","-11.7","0,1128","-11.7","0,1128","-0.6","0,0519","-2.2","0,0503","-5.0","0,0414","-6.7","0,0218","-11.1","0,0105","    2149.8","8","    2149.8","0","    327.7"," ,0","      140"," ,0","     14.97","0","     24.35","0","      5.59","0","",""
"USC00290992","1984","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        61","0","        39","0","         8","0","        8","","         4","0","","","","","","","","","","","","","","","","","    76"," ,0,1214, ","    76"," ,0,1214, ","  46.0"," ,0,0628, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    596.8"," ,0","      185"," ,0","","","","","","","",""
"USC00290992","1985","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        60","0","        33","0","         4","0","","","","","         1","0","       102","0","         4","0","       235","0","        98","0","","","","","  -18.3","0,0202, ","","","","","  46.2"," ,0,0606, ","   42.8","0,0715, ","","","-4.4","0,1102","-4.4","0,1102","-4.4","0,1102","-8.9","0,1115","-8.9","0,1115","-3.3","0,0402","-3.3","0,0402","-8.9","0,0305","-8.9","0,0305","-8.9","0,0305","","","","","    385.4"," ,0","","","     15.29","0","     25.25","0","      5.33","0","",""
"USC00290992","1986","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","","","","","","","","","         3","0","","","","","","","","","","","","","","","","","","","   102"," ,0,0107, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    1606.5","5","    1606.5","0","    603.1"," ,0","      237"," ,0","","","","","","","",""
"USC00290992","1987","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        47","0","        29","0","         3","0","","","         7","0","","","","","","","","","","","","","","","","","","","   229"," ,0,1214, ","  43.2"," ,0,0604, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    350.1"," ,0","      503"," ,0","","","","","","","",""
"USC00290992","1988","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","","","","","","","        7","","         2","0","","","","","","","","","","","","","","","","","   406"," ,0,0205, ","   406"," ,0,0205, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      490"," ,0","","","","","","","",""
"USC00290992","1989","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        38","0","        20","0","         3","0","","","         1","0","","","","","","","","","","","","","","","","","","","    76"," ,0,0321, ","  50.8"," ,0,0828, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    274.1"," ,0","       76"," ,0","","","","","","","",""
"USC00290992","1990","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","","","","","","","        1","","         1","0","","","","","","","","","","","","","","","","","    25"," ,0,0119, ","    25"," ,0,0119, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    2202.0","0","    2202.0","0","    248.5"," ,0","       41"," ,0","","","","","","","",""
"USC00290992","1991","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","    808.6","","     808.6","0","        58","0","        25","0","         2","0","        1","","         1","0","         0","0","       110","0","         1","0","       237","0","        86","0","","","","","  -12.2","0,1202,+","    51"," ,0,1031, ","    51"," ,0,1031, ","  48.3"," ,0,0725, ","   40.0","0,0625,+","","","-1.1","0,1026","-3.9","0,1029","-12.2","0,1031","-12.2","0,1031","-12.2","0,1031","-0.6","0,0415","-2.2","0,0414","-5.0","0,0401","-7.8","0,0331","-10.0","0,0201","","","","","    472.7"," ,0","       76"," ,0","     14.92","0","     23.85","0","      5.99","0","",""
"USC00290992","1992","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","    774.3","","     774.3","0","        64","0","        30","0","         3","0","","","         2","0","         0","0","       125","0","         4","0","       236","0","        89","0","","","","","  -16.1","0,1206, ","","","    76"," ,0,1205, ","  79.8"," ,0,0522, ","   41.1","0,0707, ","","","-3.9","0,1008","-3.9","0,1008","-4.4","0,1105","-8.3","0,1107","-8.9","0,1122","0.0","0,0420","-2.2","0,0403","-4.4","0,0312","-8.3","0,0310","-9.4","0,0117","    2053.7","7","    2053.7","0","    367.9"," ,0","      143"," ,0","     14.70","0","     24.05","0","      5.34","0","",""
"USC00290992","1993","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","","","","","","","        0","","","","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    367.1"," ,0","","","","","","","","","",""
"USC00290992","1994","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0","T,0,0201,+","     0","T,0,0131,+","","","","","","","","","","","","","","","","","","","","","","","","","","","    2118.1","1","    2118.1","0","","","        0","T,0","","","","","","","",""
"USC00290992","1995","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","","","","","","","        1","","         1","0","","","","","","","","","","","","","","","","","    25"," ,0,1128, ","    25"," ,0,1128, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       25"," ,0","","","","","","","",""
"USC00290992","1996","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0","T,0,0307, ","     8"," ,0,0307, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    292.5"," ,0","        8"," ,0","","","","","","","",""
"USC00290992","1998","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        42","0","        24","0","         3","0","        1","","         0","0","","","","","","","","","","","","","","","","","    25"," ,0,0107, ","    13"," ,0,0107, ","  44.5"," ,0,1027, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    274.3"," ,0","       13"," ,0","","","","","","","",""
"USC00290992","1999","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        58","0","        32","0","         3","0","        3","","         1","0","","","","","","","","","","","","","","","","","   152"," ,0,0129, ","   152"," ,0,0129, ","  99.1"," ,0,0710, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    419.8"," ,0","      183"," ,0","","","","","","","",""
"USC00290992","2000","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        66","0","        24","0","         2","0","        3","","         3","0","         0","0","       105","0","","","","","","","","","","","  -14.4","0,0129, ","   102"," ,0,1227, ","   127"," ,0,1107, ","  46.0"," ,0,0701, ","","","","","-0.6","0,0925","-3.3","0,1108","-8.9","0,1109","-8.9","0,1109","-8.9","0,1109","-2.8","0,0404","-2.8","0,0404","-8.9","0,0319","-8.9","0,0319","-8.9","0,0319","","","","","    296.3"," ,0","      228"," ,0","","","","","      6.86","0","",""
"USC00290992","2001","33.4594","-104.4041","1116.8","BITTER LAKES WL REFUGE, NM US","","","","","        59","0","        23","0","         2","0","","","         2","0","","","","","","","","","","","","","","","","","","","    76"," ,0,0117, ","  51.8"," ,0,0308, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    308.3"," ,0","      160"," ,0","","","","","","","",""
