"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00421162","2008","37.6661","-113.5423","1634.6","CANYON BREEZE RANCH, UT US","         2"," ","         5"," ","","","",""
"USC00421162","2009","37.6661","-113.5423","1634.6","CANYON BREEZE RANCH, UT US","        10"," ","        17"," ","    2904.3","3","    2904.3","0"
