"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA001025371","1963","49.15","-123.9667","114.0","NANAIMO WATER RESERVOIR, BC CA","     19.9","","      19.9","C","       166","C","       109","C","        10","C","         1","C","         0","C","        83","C","         4","C","        67","C","         0","C","  -11.1","C,0130, ","    36"," ,C,0131, ","  43.7"," ,C,1021, ","   30.6","C,0615, ","0.0","C,1026","-3.9","C,1120","","","","","0.0","C,0504","-2.8","C,0313","-10.6","C,0201","-10.6","C,0201","-10.6","C,0201","","","","","   1362.6"," ,C","       79"," ,C","      9.19","C","     13.60","C","      4.78","C"
"CA001025371","1964","49.15","-123.9667","114.0","NANAIMO WATER RESERVOIR, BC CA","","","","","       171","C","       106","C","         6","C","        12","C","","","","","         6","C","        31","C","         0","C","","","   127"," ,C,1226,+","  60.5"," ,C,0115, ","   27.8","C,0823, ","","","","","","","","","","","","","","","","","","","","","","","   1119.7"," ,C","      970"," ,C","","","     12.52","C","",""
"CA001025371","1965","49.15","-123.9667","114.0","NANAIMO WATER RESERVOIR, BC CA","     80.1","","      80.1","C","       156","C","       107","C","         7","C","        13","C","         0","C","        88","C","         4","C","        57","C","         3","C","   -6.7","C,1231, ","   330"," ,C,1226, ","  42.7"," ,C,0226, ","   35.0","C,0801,+","-0.6","C,1112","-2.2","C,1213","-6.7","C,1231","-6.7","C,1231","-0.6","C,0505","-2.2","C,0406","-5.0","C,0324","","","","","    3683.1","1","    3683.1","C","   1217.0"," ,C","     1393"," ,C","      9.13","C","     13.22","C","      5.04","C"
"CA001025371","1966","49.15","-123.9667","114.0","NANAIMO WATER RESERVOIR, BC CA","     60.2","","      60.2","C","       174","C","       115","C","        10","C","         8","C","         0","C","        69","C","         2","C","        52","C","         1","C","   -6.1","C,0101, ","   279"," ,C,0102, ","  44.5"," ,C,0317, ","   32.2","C,0823, ","-2.2","C,1111","-2.2","C,1111","","","","","-0.6","C,0412","-2.2","C,0322","-5.0","C,0303","","","","","    3288.6","6","    3288.6","C","   1307.4"," ,C","     1240"," ,C","      9.93","C","     13.21","C","      6.65","C"
