"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00012959","1989","26.17912","-98.2445","30.1","MCALLEN MILLER INTERNATIONAL AIRPORT, TX US","","","   2564.4","","    2564.4","0","        55","0","        17","0","         2","0","        0","","         0","0","         0","0","        10","0","         0","0","       315","0","       197","0","       138"," ","         9"," ","        24"," ","   -7.8","0,1223, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  49.5"," ,0,1202, ","   41.1","0,0408, ","0.0","0,1213","-3.3","0,1222","-7.8","0,1223","-7.8","0,1223","-1.1","0,0207","","","","","","","","","     317.7","7","     317.7","0","    220.0"," ,0","        0"," ,0","     23.95","0","     30.03","0","     17.87","0","","","","","","","",""
"USW00012959","1990","26.17912","-98.2445","30.1","MCALLEN MILLER INTERNATIONAL AIRPORT, TX US","","","   2586.8","","    2586.8","0","        61","0","        27","0","         3","0","        0","","         0","0","         0","0","         2","0","         0","0","       335","0","       173","0","       124"," ","        17"," ","        29"," ","   -0.6","0,1224, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 175.0"," ,0,0902, ","   38.9","0,0831,+","0.0","0,1223","","","","","","","","","","","","","","","","","     363.0","0","     363.0","0","    528.9"," ,0","        0"," ,0","     24.84","0","     30.37","0","     19.31","0","","","","","","","",""
"USW00012959","1991","26.17912","-98.2445","30.1","MCALLEN MILLER INTERNATIONAL AIRPORT, TX US","","","   2540.5","","    2540.5","0","        70","0","        40","0","         9","0","        0","","         0","0","         0","0","         0","0","         0","0","       318","0","       183","0","       208"," ","        18"," ","        39"," ","    3.9","0,0131, ","     0"," ,0,1231,+","     0","T,0,0406, ","  62.2"," ,0,0514, ","   40.6","0,0731,+","","","","","","","","","","","","","","","","","","","     273.0","0","     273.0","0","    642.3"," ,0","        0","T,0","     24.38","0","     29.64","0","     19.12","0","","","","","","","",""
"USW00012959","1992","26.17912","-98.2445","30.1","MCALLEN MILLER INTERNATIONAL AIRPORT, TX US","","","   2299.5","","    2299.5","0","        77","0","        42","0","        10","0","        0","","         0","0","         0","0","         1","0","         0","0","       309","0","       135","0","       212"," ","        22"," ","        35"," ","    0.0","0,1128, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  82.3"," ,0,0425, ","   40.0","0,0630, ","0.0","0,1128","","","","","","","","","","","","","","","","","     361.6","6","     361.6","0","    718.3"," ,0","        0"," ,0","     23.74","0","     28.93","0","     18.54","0","","","","","","","",""
"USW00012959","1993","26.17912","-98.2445","30.1","MCALLEN MILLER INTERNATIONAL AIRPORT, TX US","","","   2327.1","","    2327.1","X","        58","X","        34","X","         7","X","        0","","         0","X","         0","X","         0","X","         0","X","       317","X","       154","X","       183"," ","        23"," ","        31"," ","    0.6","X,1128, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  93.2"," ,X,0614, ","   38.9","X,0914,+","","","","","","","","","","","","","","","","","","","     286.3","3","     286.3","X","    605.6"," ,X","        0"," ,X","     23.87","X","     29.45","X","     18.30","X","","","","","","","",""
"USW00012959","1994","26.17912","-98.2445","30.1","MCALLEN MILLER INTERNATIONAL AIRPORT, TX US","","","   2514.7","","    2514.7","0","        61","0","        27","0","         9","0","        0","","         0","0","         0","0","         0","0","         0","0","       329","0","       164","0","       195"," ","        19"," ","        26"," ","    3.3","0,0108, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  43.2"," ,0,1025, ","   40.0","0,0727, ","","","","","","","","","","","","","","","","","","","     293.6","6","     293.6","0","    583.2"," ,0","        0"," ,0","     24.58","0","     29.90","0","     19.27","0","","","","","","","",""
"USW00012959","1995","26.17912","-98.2445","30.1","MCALLEN MILLER INTERNATIONAL AIRPORT, TX US","","","   2504.4","","    2504.4","0","        59","0","        35","0","         4","0","        0","","         0","0","         0","0","         0","0","         0","0","       318","0","       173","0","       175"," ","        16"," ","        18"," ","    3.3","0,1210, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 109.5"," ,0,0922, ","   39.4","0,0729,+","","","","","","","","","","","","","","","","","","","     216.1","1","     216.1","0","    543.3"," ,0","        0"," ,0","     24.41","0","     29.92","0","     18.91","0","","","","","","","",""
"USW00012959","1996","26.17912","-98.2445","30.1","MCALLEN MILLER INTERNATIONAL AIRPORT, TX US","","","   2547.6","","    2547.6","M","","","","","","","","","","","         0","M","         6","M","         0","M","       329","M","       177","M","        61"," ","         6"," ","        13"," ","   -4.4","M,0202, ","","","","","","","   40.0","M,0802, ","0.0","M,1218","-3.3","M,1219","","","","","-0.6","0,0204","-4.4","0,0202","-4.4","0,0202","","","","","     367.3","3","     367.3","M","","","","","     24.33","M","     30.30","M","     18.37","M","","","","","","","",""
"USW00012959","1997","26.17912","-98.2445","30.1","MCALLEN MILLER INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     375.5","5","     375.5","M","","","","","","","","","","","","","","","","","",""
"USW00012959","1998","26.17912","-98.2445","30.1","MCALLEN MILLER INTERNATIONAL AIRPORT, TX US","","","   2621.5","","    2621.5","W","","","","","","","","","","","         0","W","         0","W","         0","W","       335","W","       156","W","","","","","","","    0.6","W,1226, ","","","","","","","   43.3","W,0615, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     24.95","W","     30.60","W","     19.29","W","","","","","","","",""
"USW00012959","1999","26.17912","-98.2445","30.1","MCALLEN MILLER INTERNATIONAL AIRPORT, TX US","       4.8","X","   2652.4","","    2652.4","0","        52","0","        29","0","         5","0","","","","","         0","0","         0","0","         0","0","       349","0","       180","0","       110"," ","         8"," ","","","    0.6","0,0213, ","","","","","  50.3"," ,0,0823, ","   43.3","0,0504, ","","","","","","","","","","","","","","","","","","","     217.5","5","     217.5","0","    423.2"," ,0","","","     25.04","0","     31.20","0","     18.87","0","        10","X","       360","X","      19.2","X","      65.7","X"
"USW00012959","2000","26.17912","-98.2445","30.1","MCALLEN MILLER INTERNATIONAL AIRPORT, TX US","       5.1","X","   2612.3","","    2612.3","0","        57","0","        31","0","         6","0","","","","","         0","0","         0","0","         0","0","       331","0","       170","0","       131"," ","        19"," ","        32"," ","    1.1","0,1213, ","","","","","  59.7"," ,0,0908, ","   41.7","0,0905, ","","","","","","","","","","","","","","","","","","","     179.8","8","     179.8","0","    481.3"," ,0","","","     24.69","0","     30.54","0","     18.85","0","       350","X","       330","X","      17.4","X","      25.9","X"
"USW00012959","2001","26.17912","-98.2445","30.1","MCALLEN MILLER INTERNATIONAL AIRPORT, TX US","       4.8","X","   2420.3","","    2420.3","0","        68","0","        28","0","         7","0","","","","","         0","0","         1","0","         0","0","       324","0","       167","0","       114"," ","        11"," ","        27"," ","    0.0","0,0120, ","","","",""," 103.6"," ,0,1116, ","   39.4","0,0815,+","","","","","","","","","0.0","0,0120","","","","","","","","","     414.6","6","     414.6","0","    618.5"," ,0","","","     24.18","0","     29.84","0","     18.53","0","        80","X","        60","X","      20.1","X","      30.4","X"
"USW00012959","2002","26.17912","-98.2445","30.1","MCALLEN MILLER INTERNATIONAL AIRPORT, TX US","       4.8","X","   2481.3","","    2481.3","0","        69","0","        31","0","         6","0","","","","","         0","0","         1","0","         0","0","       324","0","       176","0","       113"," ","        16"," ","        38"," ","   -2.2","0,0103, ","","","","","  95.8"," ,0,0915, ","   39.4","0,0825,+","","","","","","","","","-2.2","0,0103","-2.2","0,0103","","","","","","","     333.9","9","     333.9","0","    606.3"," ,0","","","     24.13","0","     29.83","0","     18.42","0","        30","X","        30","X","      17.9","X","      21.0","X"
"USW00012959","2003","26.17912","-98.2445","30.1","MCALLEN MILLER INTERNATIONAL AIRPORT, TX US","       4.3","X","   2414.2","","    2414.2","0","        80","0","        42","0","        10","0","","","","","         0","0","         0","0","         0","0","       320","0","       151","0","       168"," ","        17"," ","        53"," ","    0.6","0,1217, ","","","","","  93.7"," ,0,0919, ","   41.1","0,0808, ","","","","","","","","","","","","","","","","","","","     398.7","7","     398.7","0","    853.2"," ,0","","","     23.79","0","     29.36","0","     18.23","0","       360","X","       350","X","      18.3","X","      24.1","X"
