"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"KE000063723","1968","-0.467","39.633","147.0","GARISSA, KE","        77","Q","        51","Q","         8","Q","","","","","","","","","","","",""," 125.7"," ,Q,0323, ","","","    914.0"," ,Q","","","",""
"KE000063723","1969","-0.467","39.633","147.0","GARISSA, KE","        67","Q","        28","Q","         2","Q","","","","","","","","","","","","","  44.8"," ,Q,0429, ","","","    283.5"," ,Q","","","",""
"KE000063723","1970","-0.467","39.633","147.0","GARISSA, KE","        38","Q","        17","Q","         3","Q","","","","","","","","","","","","","  56.9"," ,Q,0326, ","","","    245.4"," ,Q","","","",""
"KE000063723","1971","-0.467","39.633","147.0","GARISSA, KE","        36","Q","        17","Q","         3","Q","","","","","","","","","","","",""," 132.0"," ,Q,0426, ","","","    349.9"," ,Q","","","",""
"KE000063723","1972","-0.467","39.633","147.0","GARISSA, KE","        50","Q","        23","Q","         0","Q","","","","","","","","","","","","","  22.1"," ,Q,1207, ","","","    179.1"," ,Q","","","",""
"KE000063723","1973","-0.467","39.633","147.0","GARISSA, KE","        35","Q","        16","Q","         5","Q","","","","","","","","","","","","","  34.2"," ,Q,0327, ","","","    258.5"," ,Q","","","",""
"KE000063723","1974","-0.467","39.633","147.0","GARISSA, KE","        43","Q","        13","Q","         3","Q","","","","","","","","","","","","","  61.2"," ,Q,0329, ","","","    236.1"," ,Q","","","",""
"KE000063723","1975","-0.467","39.633","147.0","GARISSA, KE","        22","Q","        12","Q","         4","Q","","","","","","","","","","","",""," 118.7"," ,Q,0515, ","","","    316.8"," ,Q","","","",""
"KE000063723","1976","-0.467","39.633","147.0","GARISSA, KE","        31","Q","        18","Q","         2","Q","","","","","","","","","","","","","  39.2"," ,Q,0427, ","","","    189.5"," ,Q","","","",""
"KE000063723","1977","-0.467","39.633","147.0","GARISSA, KE","        53","Q","        24","Q","         4","Q","","","","","","","","","","","",""," 106.9"," ,Q,0410, ","","","    409.2"," ,Q","","","",""
"KE000063723","1978","-0.467","39.633","147.0","GARISSA, KE","        60","Q","        39","Q","         9","Q","","","","","","","","","","","",""," 113.3"," ,Q,1025, ","","","    724.5"," ,Q","","","",""
"KE000063723","1979","-0.467","39.633","147.0","GARISSA, KE","        66","Q","        41","Q","         6","Q","","","","","","","","","","","","","  54.1"," ,Q,0424, ","","","    531.6"," ,Q","","","",""
"KE000063723","1980","-0.467","39.633","147.0","GARISSA, KE","        27","Q","        15","Q","         0","Q","","","","","","","","","","","","","  15.1"," ,Q,0808, ","","","    102.9"," ,Q","","","",""
"KE000063723","1981","-0.467","39.633","147.0","GARISSA, KE","        44","Q","        22","Q","         3","Q","","","","","","","","","","","","","  69.4"," ,Q,0323, ","","","    302.4"," ,Q","","","",""
"KE000063723","1982","-0.467","39.633","147.0","GARISSA, KE","        52","Q","        31","Q","         6","Q","","","","","","","","","","","","","  76.5"," ,Q,1017, ","","","    438.0"," ,Q","","","",""
"KE000063723","1983","-0.467","39.633","147.0","GARISSA, KE","        36","Q","        12","Q","         0","Q","","","","","","","","","","","","","  15.2"," ,Q,0423, ","","","    117.5"," ,Q","","","",""
"KE000063723","1984","-0.467","39.633","147.0","GARISSA, KE","        40","Q","        18","Q","         6","Q","","","","","","","","","","","","","  89.6"," ,Q,1114, ","","","    392.8"," ,Q","","","",""
"KE000063723","1985","-0.467","39.633","147.0","GARISSA, KE","        37","Q","        21","Q","         0","Q","","","","","","","","","","","","","  22.0"," ,Q,1212, ","","","    175.6"," ,Q","","","",""
"KE000063723","1986","-0.467","39.633","147.0","GARISSA, KE","        48","Q","        27","Q","         3","Q","","","","","","","","","","","","","  68.0"," ,Q,0406, ","","","    348.7"," ,Q","","","",""
"KE000063723","1987","-0.467","39.633","147.0","GARISSA, KE","        32","Q","        15","Q","         1","Q","","","","","","","","","","","","","  52.8"," ,Q,0407, ","","","    177.7"," ,Q","","","",""
"KE000063723","1988","-0.467","39.633","147.0","GARISSA, KE","        56","Q","        26","Q","         3","Q","","","","","","","","","","","","","  68.7"," ,Q,0409, ","","","    391.9"," ,Q","","","",""
"KE000063723","1993","-0.467","39.633","147.0","GARISSA, KE","        52","Q","        27","Q","         3","Q","","","","","","","","","","","","","  63.2"," ,Q,1205, ","","","    336.0"," ,Q","","","",""
"KE000063723","1994","-0.467","39.633","147.0","GARISSA, KE","        44","Q","        22","Q","         5","Q","","","","","","","","","","","","","  75.2"," ,Q,0406, ","","","    426.1"," ,Q","","","",""
"KE000063723","1995","-0.467","39.633","147.0","GARISSA, KE","        51","Q","        29","Q","         4","Q","","","","","","","","","","","","","  65.0"," ,Q,0819, ","","","    445.1"," ,Q","","","",""
"KE000063723","1996","-0.467","39.633","147.0","GARISSA, KE","        29","Q","        12","Q","         1","Q","","","","","","","","","","","","","  26.8"," ,Q,1119, ","","","    129.9"," ,Q","","","",""
"KE000063723","1997","-0.467","39.633","147.0","GARISSA, KE","        63","Q","        45","Q","         9","Q","","","","","","","","","","","",""," 153.4"," ,Q,1120, ","","","    948.8"," ,Q","","","",""
"KE000063723","2009","-0.467","39.633","147.0","GARISSA, KE","","","","","","","","","","","         0","S","       330","S","       312","S","","","","","   38.9","S,0404,+","","","     35.05","S","",""
"KE000063723","2020","-0.467","39.633","147.0","GARISSA, KE","","","","","","","         0"," ","         0","S","","","","","","","   19.6","S,0711, ","","","","","","","","","     24.30","S"
