"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"WA010101860","1917","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        70","I","        46","I","         4","I","","","","","","","","","","","","","  79.0"," ,I,0422, ","","","","","","","","","","","","","    529.0"," ,I","","","","","",""
"WA010101860","1918","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        61","I","        43","I","         5","I","","","","","","","","","","","","","  90.0"," ,I,0311, ","","","","","","","","","","","","","    650.0"," ,I","","","","","",""
"WA010101860","1919","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        49","I","        34","I","         4","I","","","","","","","","","","","","","  54.0"," ,I,0312, ","","","","","","","","","","","","","    425.0"," ,I","","","","","",""
"WA010101860","1920","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        44","I","        29","I","         1","I","","","","","","","","","","","","","  45.0"," ,I,0112, ","","","","","","","","","","","","","    382.0"," ,I","","","","","",""
"WA010101860","1921","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        68","I","        49","I","         8","I","","","","","","","","","","","","","  69.0"," ,I,0220, ","","","","","","","","","","","","","    722.0"," ,I","","","","","",""
"WA010101860","1922","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        38","I","        26","I","         0","I","","","","","","","","","","","","","  25.0"," ,I,0315, ","","","","","","","","","","","","","    284.0"," ,I","","","","","",""
"WA010101860","1923","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        66","I","        52","I","        11","I","","","","","","","","","","","",""," 111.0"," ,I,0208, ","","","","","","","","","","","","","    915.0"," ,I","","","","","",""
"WA010101860","1924","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        47","I","        39","I","         3","I","","","","","","","","","","","","","  50.0"," ,I,0208, ","","","","","","","","","","","","","    461.0"," ,I","","","","","",""
"WA010101860","1925","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        75","I","        62","I","         5","I","","","","","","","","","","","","","  40.0"," ,I,0213, ","","","","","","","","","","","","","    751.0"," ,I","","","","","",""
"WA010101860","1926","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        53","I","        45","I","         4","I","","","","","","","","","","","","","  54.0"," ,I,1026, ","","","","","","","","","","","","","    491.0"," ,I","","","","","",""
"WA010101860","1927","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        56","I","        41","I","         3","I","","","","","","","","","","","","","  44.0"," ,I,0127, ","","","","","","","","","","","","","    480.0"," ,I","","","","","",""
"WA010101860","1928","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        37","I","        30","I","         6","I","","","","","","","","","","","","","  84.0"," ,I,0102, ","","","","","","","","","","","","","    553.0"," ,I","","","","","",""
"WA010101860","1929","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        41","I","        33","I","         4","I","","","","","","","","","","","","","  38.0"," ,I,0201, ","","","","","","","","","","","","","    416.0"," ,I","","","","","",""
"WA010101860","1930","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        40","I","        29","I","         4","I","","","","","","","","","","","","","  53.0"," ,I,1117, ","","","","","","","","","","","","","    392.0"," ,I","","","","","",""
"WA010101860","1931","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        60","I","        49","I","         1","I","","","","","","","","","","","","","  58.0"," ,I,0115, ","","","","","","","","","","","","","    542.0"," ,I","","","","","",""
"WA010101860","1932","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        47","I","        26","I","         1","I","","","","","","","","","","","","","  66.0"," ,I,0219, ","","","","","","","","","","","","","    316.0"," ,I","","","","","",""
"WA010101860","1933","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        46","I","        32","I","         1","I","","","","","","","","","","","","","  38.0"," ,I,1221, ","","","","","","","","","","","","","    286.0"," ,I","","","","","",""
"WA010101860","1934","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        83","I","        64","I","        10","I","","","","","","","","","","","","","  63.0"," ,I,0114, ","","","","","","","","","","","","","    898.0"," ,I","","","","","",""
"WA010101860","1935","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        45","I","        36","I","         4","I","","","","","","","","","","","","","  39.0"," ,I,1127, ","","","","","","","","","","","","","    451.0"," ,I","","","","","",""
"WA010101860","1936","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        45","I","        36","I","         9","I","","","","","","","","","","","","","  57.0"," ,I,0323, ","","","","","","","","","","","","","    567.0"," ,I","","","","","",""
"WA010101860","1937","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        44","I","        38","I","         4","I","","","","","","","","","","","","","  41.0"," ,I,0402, ","","","","","","","","","","","","","    477.0"," ,I","","","","","",""
"WA010101860","1938","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        58","I","        42","I","         5","I","","","","","","","","","","","","","  74.0"," ,I,0215, ","","","","","","","","","","","","","    582.0"," ,I","","","","","",""
"WA010101860","1939","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        47","I","        37","I","         4","I","","","","","","","","","","","","","  72.0"," ,I,0301, ","","","","","","","","","","","","","    533.0"," ,I","","","","","",""
"WA010101860","1944","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        64","I","        54","I","        10","I","","","","","","","","","","","","","  74.0"," ,I,0113, ","","","","","","","","","","","","","    881.0"," ,I","","","","","",""
"WA010101860","1945","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        57","I","        38","I","         4","I","","","","","","","","","","","","","  39.0"," ,I,0219, ","","","","","","","","","","","","","    442.0"," ,I","","","","","",""
"WA010101860","1946","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        34","I","        26","I","         1","I","","","","","","","","","","","","","  30.0"," ,I,0113, ","","","","","","","","","","","","","    288.0"," ,I","","","","","",""
"WA010101860","1947","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        46","I","        38","I","         9","I","","","","","","","","","","","","","  40.0"," ,I,0224, ","","","","","","","","","","","","","    586.0"," ,I","","","","","",""
"WA010101860","1948","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        48","I","        41","I","         2","I","","","","","","","","","","","","","  26.0"," ,I,0228,+","","","","","","","","","","","","","    377.0"," ,I","","","","","",""
"WA010101860","1949","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        37","I","        30","I","         5","I","","","","","","","","","","","","","  53.0"," ,I,0118, ","","","","","","","","","","","","","    450.0"," ,I","","","","","",""
"WA010101860","1950","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        69","I","        62","I","         9","I","","","","","","","","","","","","","  91.0"," ,I,0112, ","","","","","","","","","","","","","    873.0"," ,I","","","","","",""
"WA010101860","1951","-19.6","18.117","1400.0","GROOTFONTEIN, WA","","","","","        61","I","        44","I","         6","I","","","","","","","","","","","","","  56.0"," ,I,1223, ","","","","","","","","","","","","","    596.0"," ,I","","","","","",""
