"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"TUM00017190","1968","38.726","30.601","1008.9","AFYON, TU","        96","S","        49","S","         2","S","        10","S","       152","S","        19","S","  43.9"," ,S,0312, ","   36.1","S,0718, ","    463.5"," ,S","     17.11","S"
"TUM00017190","1984","38.726","30.601","1008.9","AFYON, TU","","","","","","","        13","S","       136","S","         7","S","","","   33.8","S,0718, ","","","     16.56","S"
"TUM00017190","1986","38.726","30.601","1008.9","AFYON, TU","","","","","","","         6","S","       135","S","        24","S","","","   35.0","S,0722, ","","","     17.87","S"
"TUM00017190","1989","38.726","30.601","1008.9","AFYON, TU","","","","","","","        16","S","       150","S","        18","S","","","   34.6","S,0727, ","","","     17.73","S"
"TUM00017190","2007","38.726","30.601","1008.9","AFYON, TU","        80","S","        35","S","         1","S","","","","","","","  41.4"," ,S,1206, ","","","    318.7"," ,S","",""
"TUM00017190","2008","38.726","30.601","1008.9","AFYON, TU","        80","S","        36","S","         2","S","","","","","","","  52.1"," ,S,0128, ","","","    359.0"," ,S","",""
"TUM00017190","2009","38.726","30.601","1008.9","AFYON, TU","       130","S","        47","S","         1","S","","","","","","","  30.5"," ,S,0129, ","","","    383.4"," ,S","",""
"TUM00017190","2010","38.726","30.601","1008.9","AFYON, TU","       119","S","        47","S","         2","S","         4","S","       146","S","        33","S","  37.1"," ,S,1028, ","   39.1","S,0731, ","    441.9"," ,S","     20.27","S"
"TUM00017190","2011","38.726","30.601","1008.9","AFYON, TU","       103","S","        50","S","         2","S","","","","","","","  33.0"," ,S,1009, ","","","    458.8"," ,S","",""
"TUM00017190","2012","38.726","30.601","1008.9","AFYON, TU","       112","S","        47","S","         1","S","","","","","","","  27.7"," ,S,0801, ","","","    398.0"," ,S","",""
"TUM00017190","2015","38.726","30.601","1008.9","AFYON, TU","       110","S","        65","S","         9","S","","","","","","","  39.9"," ,S,0328, ","","","    758.3"," ,S","",""
"TUM00017190","2016","38.726","30.601","1008.9","AFYON, TU","       103","S","        45","S","         0","S","","","","","","","  23.1"," ,S,0920, ","","","    394.9"," ,S","",""
"TUM00017190","2020","38.726","30.601","1008.9","AFYON, TU","        98","S","        48","S","         2","S","","","","","","","  29.0"," ,S,0107, ","","","    437.7"," ,S","",""
"TUM00017190","2021","38.726","30.601","1008.9","AFYON, TU","       106","S","        48","S","         0","S","","","","","","","  23.6"," ,S,0614, ","","","    474.4"," ,S","",""
"TUM00017190","2023","38.726","30.601","1008.9","AFYON, TU","       130","S","        64","S","         2","S","","","","","","","  46.0"," ,S,0524, ","","","    596.7"," ,S","",""
"TUM00017190","2024","38.726","30.601","1008.9","AFYON, TU","       100","S","        46","S","         3","S","","","","","","","  35.1"," ,S,0725, ","","","    395.5"," ,S","",""
