"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00266330","1895","39.083333","-119.633333","2130.6","POTTS, NV US","","","","","        35","6","        14","6","         0","6","","","","","","","        44","6","       160","6","        71","6","","","","","","","  11.4"," ,6,0212,+","   43.3","6,0723, ","","","","","","","","","","","","","","","","","","","","","","","","","    101.3"," ,6","","","","","     16.98","6","",""
"USC00266330","1896","39.083333","-119.633333","2130.6","POTTS, NV US","","","","","","","","","","","","","","","","","        16","6","       146","6","        82","6","","","","","","","","","   43.3","6,0722, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     18.78","6","",""
"USC00266330","1900","39.083333","-119.633333","2130.6","POTTS, NV US","    370.2","","     370.2","6","        39","6","        14","6","         0","6","","","         7","6","       218","6","         8","6","       134","6","        56","6","","","  -24.4","6,1229, ","","","  15.2"," ,6,0407, ","   40.6","6,0628, ","-1.1","6,0818","-2.2","6,0924","-7.2","6,0927","-7.2","6,0927","-9.4","6,1109","-5.6","6,0427","-5.6","6,0427","-5.6","6,0427","-6.7","6,0426","-9.4","6,0328","","","","","    122.7"," ,6","","","      9.19","6","     18.31","6","      0.06","6"
"USC00266330","1903","39.083333","-119.633333","2130.6","POTTS, NV US","     53.3","","      53.3","6","        36","6","        21","6","         0","6","","","        26","6","       245","6","        18","6","       148","6","        51","6","","","  -33.9","6,0213, ","","","  20.3"," ,6,0128, ","   37.8","6,0901,+","-1.1","6,0824","-2.2","6,0825","-7.8","6,0914","-7.8","6,0914","-11.7","6,1029","-2.2","6,0711","-2.2","6,0711","-4.4","6,0520","-9.4","6,0517","-9.4","6,0517","","","","","    140.3"," ,6","","","      6.13","6","     16.98","6","     -4.72","6"
"USC00266330","1904","39.083333","-119.633333","2130.6","POTTS, NV US","     65.9","","      65.9","6","        42","6","        24","6","         2","6","","","        20","6","       220","6","        13","6","       135","6","        16","6","","","  -28.3","6,1226, ","","","  25.4"," ,6,0826,+","   37.2","6,0808, ","-0.6","6,0821","-3.3","6,1012","-10.0","6,1017","-10.0","6,1017","-10.0","6,1017","-1.1","6,0711","-2.8","6,0609","-6.7","6,0508","-6.7","6,0508","-9.4","6,0426","    4114.0","0","    4114.0","6","    218.6"," ,6","","","      6.59","6","     16.30","6","     -3.12","6"
"USC00266330","1905","39.083333","-119.633333","2130.6","POTTS, NV US","     60.3","","      60.3","6","        38","6","        34","6","         0","6","","","        34","6","       247","6","        38","6","       137","6","        32","6","","","  -29.4","6,1223, ","","","  19.1"," ,6,1120,+","   38.9","6,0723, ","0.0","6,0805","-3.9","6,0912","-4.4","6,0914","-6.7","6,0919","-8.9","6,1009","-0.6","6,0729","-2.2","6,0618","-4.4","6,0605","-6.7","6,0420","-10.0","6,0401","    4184.1","1","    4184.1","6","    256.3"," ,6","","","      5.71","6","     15.81","6","     -4.39","6"
"USC00266330","1906","39.083333","-119.633333","2130.6","POTTS, NV US","     73.4","","      73.4","6","        41","6","        25","6","         1","6","","","        17","6","       238","6","        34","6","       132","6","        35","6","","","  -26.7","6,1129, ","","","  50.8"," ,6,0723, ","   36.7","6,0802, ","-0.6","6,0823","-2.8","6,0912","-6.7","6,0916","-6.7","6,0916","-8.9","6,1013","0.0","6,0725","-3.3","6,0624","-6.1","6,0607","-7.8","6,0520","-9.4","6,0404","    4742.6","6","    4742.6","6","    174.8"," ,6","","","      6.26","6","     15.48","6","     -2.97","6"
"USC00266330","1907","39.083333","-119.633333","2130.6","POTTS, NV US","     28.6","","      28.6","6","        52","6","        33","6","         1","6","","","        13","6","       241","6","        22","6","       118","6","        11","6","","","  -26.1","6,0116, ","","","  25.4"," ,6,0612, ","   33.3","6,0724,+","-2.2","6,0811","-2.2","6,0811","-5.0","6,0914","-7.8","6,0919","-9.4","6,1111","-0.6","6,0625","-3.9","6,0616","-6.1","6,0514","-9.4","6,0502","-9.4","6,0502","    4348.3","3","    4348.3","6","    206.5"," ,6","","","      6.27","6","     15.19","6","     -2.66","6"
"USC00266330","1908","39.083333","-119.633333","2130.6","POTTS, NV US","    100.0","","     100.0","6","        30","6","        17","6","         0","6","","","        23","6","       249","6","        25","6","       116","6","        21","6","","","  -28.3","6,1218, ","","","  10.2"," ,6,0210, ","   35.6","6,0710, ","0.0","6,0825","-4.4","6,0831","-4.4","6,0831","-7.2","6,0924","-10.0","6,0925","0.0","6,0628","-2.2","6,0627","-7.2","6,0603","-7.2","6,0603","-8.9","6,0426","    4653.9","9","    4653.9","6","     85.0"," ,6","","","      5.25","6","     14.49","6","     -3.98","6"
"USC00266330","1909","39.083333","-119.633333","2130.6","POTTS, NV US","     61.6","","      61.6","6","        32","6","        19","6","         1","6","","","        31","6","       232","6","        38","6","       122","6","        17","6","","","  -23.9","6,1218, ","","","  25.4"," ,6,0822, ","   35.6","6,0714, ","-3.9","6,0912","-3.9","6,0912","-6.7","6,0922","-6.7","6,0922","-11.1","6,1029","0.0","6,0728","-3.3","6,0530","-7.2","6,0524","-7.2","6,0524","-9.4","6,0511","    4595.7","7","    4595.7","6","    132.1"," ,6","","","      5.73","6","     14.71","6","     -3.25","6"
