"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00275150","1942","43.1175","-72.2004","359.7","MARLOW, NH US","","","","","        91","6","        73","6","         6","6","","","","","","","","","","","","","","","","","         1"," ","","","","","","","  51.1"," ,6,0615, ","","","","","","","","","","","","","","","","","","","","","","","    966.3"," ,6","","","","","","","",""
"USC00275150","1944","43.1175","-72.2004","359.7","MARLOW, NH US","","","","","","","","","","","","","","","","","","","","","","","","","","","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00275150","1955","43.1175","-72.2004","359.7","MARLOW, NH US","","","","","        82","0","        79","0","         8","0","       92","","","","","","","","","","","","","","","","","","","","   279"," ,0,0218,+","","","  78.7"," ,0,0814, ","","","","","","","","","","","","","","","","","","","","","","","    939.6"," ,0","","","","","","","",""
"USC00275150","1956","43.1175","-72.2004","359.7","MARLOW, NH US","","","","","       100","0","        90","0","         5","0","      114","","","","","","","","","","","","","","","","","","","","  1041"," ,0,0327,+","","","  35.6"," ,0,1122, ","","","","","","","","","","","","","","","","","","","","","","","    863.9"," ,0","","","","","","","",""
"USC00275150","1957","43.1175","-72.2004","359.7","MARLOW, NH US","","","","","        74","0","        74","0","        10","0","","","","","","","","","","","","","","","","","","","","","","","","","  40.6"," ,0,0627, ","","","","","","","","","","","","","","","","","","","","","","","    881.9"," ,0","","","","","","","",""
"USC00275150","1958","43.1175","-72.2004","359.7","MARLOW, NH US","","","","","        78","0","        78","0","         1","0","      126","","","","","","","","","","","","","","","","","","","","  1702"," ,0,0221,+","","","  34.3"," ,0,1129, ","","","","","","","","","","","","","","","","","","","","","","","    745.9"," ,0","","","","","","","",""
"USC00275150","1959","43.1175","-72.2004","359.7","MARLOW, NH US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1093.2"," ,0","","","","","","","",""
"USC00275150","1961","43.1175","-72.2004","359.7","MARLOW, NH US","","","","","        74","0","        73","0","         8","0","      109","","","","","","","","","","","","","","","","","","","","  1194"," ,0,0207,+","","","  44.5"," ,0,0829, ","","","","","","","","","","","","","","","","","","","","","","","    803.5"," ,0","","","","","","","",""
"USC00275150","1963","43.1175","-72.2004","359.7","MARLOW, NH US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00275150","1964","43.1175","-72.2004","359.7","MARLOW, NH US","","","","","","","","","","","      110","","","","","","","","","","","","","","","","","","","","   610"," ,0,0223,+","","","","","","","","","","","","","","","","","","","","","","","","","","","    605.7"," ,0","","","","","","","",""
